,VIVO4,AMBV4,ARCZ6,BMEF3,BOVH3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,ENBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,KLBN4,LIGT3,RENT3,LAME4,LREN3,NATU3,NETC4,BNCA3,PCAR4,PETR3,PETR4,POSI3,RDCD3,RSID3,SBSP3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM3,USIM5,VALE3,VALE5,ALLL11
2008-02-07,34.46,21.33,11.65,15.89,23.05,5.646,15.324356079101562,11.969813346862791,50.34,22.26,6.270901679992676,3.982659578323364,2.3444008827209477,22.182,1.103,3.686224937438965,6.3889336585998535,13.74601936340332,30.06,9.446366310119627,8.894,15.747068405151367,3.3049800395965576,582.8734741210938,17.386669158935547,18.09783363342285,31.142372131347656,2.277841806411743,7.413424015045166,3.7048826217651367,0.7308232188224792,11.359918594360352,3.0883052349090576,2.524,3.247361183166504,5.33,21.09,21.98,51.39,22.024688720703125,16.562379837036133,21.586790084838867,26.0,378.306640625,8.08062744140625,9.12,14.25786304473877,6.33,33.32,50.1,49.07,29.84,55.6,5.92,19.96,25.78915786743164,23.074058532714844,25.563634872436523,29.15,18.99
2008-02-08,34.06,20.93,12.03,16.31,22.04,5.598,15.343544006347656,11.969813346862791,50.97,21.97,6.1456828117370605,4.032090663909912,2.373656272888184,21.784,1.078,3.709073066711426,6.380702018737793,13.490280151367188,30.7,9.467835426330566,8.826,15.90792751312256,3.3250107765197754,592.40185546875,17.386669158935547,17.620079040527344,30.703746795654297,2.265594720840454,7.364924907684326,3.911942958831787,0.7308232188224792,11.28891944885254,3.15540099143982,2.503,3.2090418338775635,5.31,21.9,21.75,50.76,22.088022232055664,16.67449951171875,20.78186416625977,26.5,377.19720458984375,7.870050430297852,9.15,14.39892578125,6.36,33.62,53.5,48.43,28.35,55.92,5.8,19.63,25.77619171142578,22.862707138061523,26.10027503967285,29.69,19.18
2008-02-11,34.63,21.65,12.16,16.89,23.3,5.796,15.735000610351562,12.07668685913086,50.82,22.15,6.406135559082031,4.095642566680908,2.4029109477996826,21.649,1.119,3.808083534240722,6.596821308135986,13.969792366027832,32.61,9.875746726989746,9.252,16.50901985168457,3.2606279850006104,618.6869506835938,17.386669158935547,19.40866470336914,32.50592041015625,2.3513195514678955,7.540715217590332,3.8971526622772217,0.7419713139533997,11.66420078277588,3.374443769454956,2.577,3.405418872833252,5.44,22.61,22.81,53.57,22.51332092285156,16.953763961791992,20.46720695495605,25.799999237060547,382.18951416015625,7.933860778808594,9.73,14.634891510009766,6.49,35.1,53.51,46.89,26.99,56.89,6.19,20.06,25.529972076416016,22.94974136352539,27.075973510742188,30.75,19.42
2008-02-12,35.98,22.3,12.32,17.39,23.89,6.001,16.061214447021484,12.290435791015623,51.05,22.98,6.411145210266113,4.094230651855469,2.4990267753601074,21.014,1.145,3.89947772026062,6.75942850112915,14.385366439819336,34.95,10.176315307617188,9.473,16.95772933959961,3.2906737327575684,657.1290283203125,17.386669158935547,19.28923225402832,32.99222183227539,2.456639528274536,8.003427505493164,3.8305985927581783,0.7555968165397644,11.993842124938965,3.451404571533203,2.766,3.626938581466675,5.7,22.49,23.11,53.65,22.53594207763672,16.988420486450195,20.233043670654297,26.25,432.6673889160156,8.082754135131836,10.1,14.940105438232422,6.48,36.21,54.41,46.34,26.66,57.65,6.6,20.73,25.47554016113281,23.248106002807617,27.27600860595703,31.13,20.41
2008-02-13,35.29,22.22,12.08,16.71,24.12,6.165,16.35672378540039,12.294706344604492,49.86,23.08,6.481266975402832,4.098467826843262,2.5575368404388428,21.784,1.145,4.050278186798096,6.936441898345947,15.344389915466309,36.29,10.476880073547363,9.822,16.76300811767578,3.473805904388428,682.4285278320312,17.386669158935547,19.259370803833008,33.84086990356445,2.525219202041626,8.413596153259277,3.571773052215576,0.7555968165397644,12.475625038146973,3.690180540084839,2.848,3.640108823776245,5.51,21.68,24.14,52.72,22.98385238647461,17.237102508544922,19.87448501586914,26.299999237060547,461.5119018554688,7.967893123626709,9.91,15.542840003967283,6.36,37.49,54.8,46.69,27.29,56.59,6.34,21.56,25.141191482543945,23.31027030944824,27.70531463623047,31.27,21.14
2008-02-14,34.54,21.3,12.21,16.3,23.8,6.015,16.02283477783203,12.07668685913086,49.36,22.89,6.411145210266113,4.081519603729248,2.614363670349121,22.182,1.155,4.065509796142578,6.915857315063477,15.983742713928224,35.35,10.04750156402588,9.405,16.703746795654297,3.412285089492798,657.1290283203125,17.386669158935547,19.97599220275879,32.2103271484375,2.449291229248047,8.09839153289795,3.4016895294189453,0.7568354606628418,12.40462589263916,3.512578010559082,2.758,3.559883117675781,5.35,20.71,23.36,54.4,22.83229255676269,17.02715492248535,19.171998977661133,25.559999465942383,474.8247375488281,7.933860778808594,9.8,15.465897560119627,6.22,36.26,53.8,45.61,27.11,58.43,6.17,21.6,24.939022064208984,22.9746036529541,27.47114372253418,31.01,20.08
2008-02-15,34.48,21.16,12.08,16.2,23.04,6.049,15.658243179321287,12.204930305480955,48.58,22.61,6.361056327819824,4.07445764541626,2.607685089111328,22.182,1.142,4.141672134399414,6.843817234039307,16.04767608642578,35.43,10.04750156402588,9.26,16.255043029785156,3.336456775665283,631.8295288085938,17.386669158935547,19.856557846069336,30.60839080810547,2.498277187347412,8.223670959472656,3.512614488601685,0.7308232188224792,12.399553298950195,3.453376293182373,2.754,3.5562915802001958,5.24,19.81,23.62,53.01,22.59475517272949,16.87834358215332,19.95497703552246,25.0,419.35455322265625,7.848779201507568,9.86,15.773670196533203,6.22,34.92,51.94,44.23,26.45,58.33,5.99,21.32,25.141191482543945,23.223241806030277,26.93939018249512,30.41,20.07
2008-02-18,34.9,21.75,12.53,16.09,23.23,6.178,16.425804138183594,12.653803825378418,49.75,23.35,6.446205139160156,4.081519603729248,2.6494719982147217,22.165,1.171,4.280285835266113,6.899391174316406,16.495222091674805,36.57,10.296539306640623,9.558,16.17037582397461,3.490975141525269,659.4290161132812,17.386669158935547,20.27459144592285,30.62746238708496,2.559509754180908,8.476240158081055,3.697488307952881,0.7370166182518005,12.729193687438965,3.394176959991455,2.856,3.7071645259857178,5.27,20.75,23.58,54.32,23.042675018310547,17.31661033630371,20.96479797363281,,428.0079040527344,7.8913187980651855,10.06,16.337934494018555,6.41,35.0,54.21,43.14,26.16,57.0,5.96,22.08,25.205984115600582,23.136219024658203,28.095598220825195,31.95,20.62
2008-02-19,33.31,21.43,12.2,15.77,22.53,6.083,16.233915328979492,12.846173286437988,48.45,22.16,6.491283893585205,4.075870990753174,2.582611083984375,22.088,1.142,4.067033767700195,6.89527702331543,16.757354736328125,35.16,10.309422492980955,9.575,16.001056671142578,3.390823602676392,657.1290283203125,17.386669158935547,20.095434188842773,29.101810455322266,2.498277187347412,8.245892524719238,3.793622732162476,0.7258684039115906,12.34376621246338,3.453376293182373,2.877,3.783796787261963,5.19,20.15,22.47,53.03,23.05172348022461,17.38795280456543,21.00139045715332,25.0,440.5441589355469,7.8083648681640625,9.68,16.932971954345703,6.21,32.42,55.5,43.89,25.79,57.39,5.85,21.84,25.08935546875,23.198381423950195,28.251724243164062,31.78,20.35
2008-02-20,33.88,21.65,12.5,18.2,24.83,6.213,16.65607261657715,13.205269813537598,48.89,22.42,6.866936206817627,4.2919511795043945,2.6327595710754395,23.053,1.181,4.188890933990479,7.101102828979492,16.69342041015625,34.37,10.562756538391112,9.686,16.42436408996582,3.5181586742401123,661.4004516601562,17.386669158935547,20.498538970947266,29.83603286743164,2.559509754180908,8.445929527282715,4.045051574707031,0.7456875443458557,12.55169677734375,3.650712966918945,3.004,3.708359956741333,5.3,20.25,22.56,55.15,23.31187629699707,17.428726196289062,21.769731521606445,24.899999618530277,437.2159423828125,7.997671127319336,9.92,17.54340171813965,6.23,32.64,56.2,44.48,27.78,58.33,5.96,22.18,26.437129974365234,24.37943649291992,29.271339416503903,32.86,21.05
2008-02-21,35.65,21.57,12.51,18.3,23.99,6.185,16.771209716796875,13.551538467407228,47.44,22.38,7.002171039581299,4.07445764541626,2.5917983055114746,22.562,1.184,4.303134441375732,7.226658344268799,16.2075138092041,36.0,10.755976676940918,9.856,16.42436408996582,3.446622371673584,657.7861328125,17.386669158935547,20.752351760864254,28.89203453063965,2.55216121673584,8.38531494140625,4.052446842193604,0.7320617437362671,12.495909690856934,3.621111869812012,3.041,3.693992137908936,5.27,20.0,22.76,56.11,22.952186584472656,17.12499237060547,20.48916244506836,26.290000915527344,419.0216979980469,8.063611030578613,9.85,17.953773498535156,6.22,32.02,57.31,45.92,27.7,58.53,6.05,22.28,27.86265754699707,25.72955894470215,29.17375946044922,32.75,21.76
2008-02-22,35.9,21.98,12.31,18.0,23.66,6.336,16.96309471130371,13.316413879394531,48.87,22.19,7.347772121429443,4.109766006469727,2.641110181808472,23.053,1.19,4.2955169677734375,7.317224502563477,16.942766189575195,35.52,11.33563995361328,10.41,16.50055503845215,3.626894950866699,656.800537109375,17.386669158935547,20.961360931396484,28.88249969482422,2.5986993312835693,8.583329200744629,4.207742214202881,0.7345392107963562,13.261689186096191,3.7691149711608887,3.156,4.02327823638916,5.34,19.92,22.99,56.45,22.88432502746582,17.184112548828125,20.328174591064453,26.600000381469727,412.6981201171875,8.252917289733887,10.2,17.256139755249023,6.25,33.36,55.9,46.69,27.95,60.05,6.14,22.52,28.640226364135746,26.035388946533203,29.61283493041992,33.46,22.09
2008-02-25,37.66,22.34,12.64,18.0,23.98,6.472,17.116609573364258,12.824803352355955,47.66,22.01,7.277650833129883,4.101291656494141,2.666184425354004,23.154,1.199,4.230018615722656,7.409847259521484,16.87883186340332,34.15,11.722082138061523,10.682,16.76300811767578,3.762814283370972,666.0003051757812,17.484251022338867,21.400371551513672,29.17809295654297,2.6563971042633057,8.647984504699707,4.363035678863525,0.7506421804428101,12.932049751281738,3.707939863204956,3.189,4.16696834564209,5.5,19.2,22.74,57.11,23.072078704833984,17.173919677734375,20.174501419067383,27.450000762939453,410.368408203125,8.399683952331543,10.2,16.658536911010742,6.33,33.81,56.8,47.93,29.08,62.43,6.41,22.57,28.640226364135746,26.231821060180664,29.61283493041992,33.49,21.33
2008-02-26,38.0,22.76,12.26,17.85,24.17,6.739,17.30466079711914,12.187832832336426,48.21,21.72,7.337754726409912,4.145072937011719,2.7288753986358643,22.951,1.223,4.339692115783691,7.615677833557129,17.10260581970215,33.41,11.567505836486816,10.801,16.873071670532227,3.862964391708374,681.4428100585938,17.484251022338867,22.41672134399414,28.79668235778809,2.727463722229004,8.892471313476562,4.584885120391846,0.7382550239562988,13.185619354248049,3.751353263854981,3.074,4.190914154052734,5.62,19.4,23.56,57.6,23.12185287475586,17.20449447631836,19.391525268554688,29.0,412.6981201171875,8.212503433227539,9.99,16.132749557495117,6.48,33.1,55.84,48.08,28.67,64.02,6.42,22.62,28.19700813293457,26.070207595825195,29.61283493041992,33.46,20.72
2008-02-27,37.54,23.11,12.39,18.0,25.2,6.808,17.18568992614746,12.07668685913086,48.79,22.81,7.513059616088867,4.07445764541626,2.7021291255950928,22.951,1.236,4.394528388977051,7.757698535919189,17.47981834411621,31.8,11.249763488769531,10.631,16.76300811767578,3.8486578464508057,714.9564208984375,17.484251022338867,22.642236709594727,28.79668235778809,2.800980806350708,9.017744064331056,4.725390434265137,0.7432100176811218,13.058833122253418,3.828315496444702,3.111,4.160979747772217,5.68,19.0,24.11,58.72,23.501895904541016,17.469491958618164,20.06473922729492,27.299999237060547,421.5733947753906,8.57197380065918,9.65,15.942953109741213,6.8,33.54,56.3,47.03,28.64,64.5,6.63,23.09,27.37019920349121,25.286977767944336,29.520132064819336,33.57,20.11
2008-02-28,35.65,23.72,12.26,18.43,25.96,6.869,17.61552619934082,12.012563705444336,49.76,22.61,7.137406826019287,4.163432598114014,2.7079708576202397,23.154,1.215,4.28790283203125,7.595094203948975,17.10260581970215,32.66,10.863322257995604,10.154,16.29737663269043,3.8085970878601074,740.255859375,17.484251022338867,22.41672134399414,28.605976104736328,2.742166519165039,8.97531509399414,4.799339771270752,0.7432100176811218,12.987834930419922,3.917116641998291,3.16,4.119070529937744,5.76,19.11,24.04,60.19,23.538101196289062,17.561222076416016,20.67209815979004,27.049999237060547,452.0819396972656,8.751267433166504,9.63,16.376405715942383,6.75,32.82,55.1,46.34,28.67,65.06,6.6,23.09,26.74556541442871,25.033361434936523,30.490964889526367,34.33,19.52
2008-02-29,34.18,22.56,11.92,18.03,24.83,6.678,16.88633918762207,12.085240364074709,48.15,21.78,7.182485580444336,4.07445764541626,2.6912589073181152,23.154,1.181,4.402144432067871,7.615677833557129,17.262439727783203,32.95,10.519818305969238,9.805,16.001056671142578,3.7485063076019287,723.82763671875,17.484251022338867,22.40167999267578,27.919431686401367,2.6343419551849365,8.607572555541992,4.858500003814697,0.7085269093513489,12.627763748168944,3.9269824028015137,3.098,4.019687175750732,5.69,18.61,23.39,59.54,22.10159683227539,16.603151321411133,20.291584014892575,26.0,431.0032958984375,8.580511093139648,9.56,16.184043884277344,6.52,32.16,52.47,44.87,27.5,62.43,6.28,22.08,26.307531356811523,24.367000579833984,28.617610931396484,32.59,18.68
2008-03-03,35.65,23.06,11.85,18.7,26.05,6.835,16.667585372924805,11.884309768676758,48.79,21.69,7.352781295776367,4.025028705596924,2.804097414016724,23.247,1.235,4.554468631744385,7.885313510894775,18.06163024902344,34.45,11.464455604553224,10.597,15.577749252319336,3.990298986434937,755.3699340820312,17.484251022338867,22.82264709472656,28.27223777770996,2.678452014923096,8.75709056854248,4.917659759521484,0.7283459305763245,13.393547058105469,3.719781637191773,3.16,4.192113876342773,5.97,19.22,24.68,60.04,22.214710235595703,16.491037368774414,20.598922729492188,27.0,445.4255065917969,8.55489730834961,9.67,16.663667678833008,6.66,32.62,52.56,46.16,27.28,62.73,6.56,22.62,27.678640365600582,25.61021614074707,28.441974639892575,32.44,19.18
2008-03-04,37.27,22.79,11.67,17.9,24.87,6.698,16.502559661865234,11.627814292907717,48.11,21.6,7.267633438110352,3.848492383956909,2.8333425521850586,23.053,1.228,4.633675575256348,7.895603656768799,17.69080352783203,34.48,11.717787742614746,10.682,15.493085861206056,3.841503143310547,757.9984130859375,17.484251022338867,21.890504837036133,27.652441024780277,2.641695022583008,8.569178581237793,4.740179061889648,0.6986173391342163,13.180547714233398,3.690180540084839,3.164,4.236416339874268,6.02,19.7,24.23,60.61,21.33245277404785,16.032386779785156,20.57696914672852,27.399999618530277,435.7737426757813,8.655218124389648,9.83,16.59441375732422,6.56,32.64,53.1,44.36,26.68,63.13,6.39,22.08,28.482118606567383,25.896160125732425,27.837038040161133,31.86,18.86
2008-03-05,35.98,22.4,12.08,18.25,25.86,6.869,16.598506927490234,11.85866355895996,48.94,22.05,7.372815132141113,3.855553150177002,2.8333425521850586,23.154,1.252,4.843882083892822,7.988227844238281,17.709989547729492,34.76,11.726377487182615,10.682,15.493085861206056,3.918761968612671,726.4561767578125,17.484251022338867,22.431751251220703,27.480806350708008,2.7617709636688232,8.910656929016113,5.132113456726074,0.7171974778175354,13.261689186096191,3.828315496444702,3.242,4.304670333862305,6.28,20.25,24.45,60.19,21.943248748779297,16.429880142211914,21.586790084838867,28.290000915527344,440.4332275390625,8.473788261413574,10.0,16.568763732910156,6.61,33.05,56.0,44.3,28.14,65.32,6.05,22.37,28.3758487701416,25.73453521728516,28.6712703704834,32.41,18.68
2008-03-06,35.32,21.61,11.75,17.9,24.85,6.568,16.387428283691406,11.627814292907717,47.91,21.04,7.022206783294678,3.738332509994507,2.804097414016724,22.994,1.221,4.545328140258789,7.893547534942627,16.776533126831055,33.52,11.228296279907228,10.248,15.298367500305176,3.8027148246765137,704.1138305664062,17.484251022338867,21.92056655883789,26.441455841064453,2.6809024810791016,8.650002479553223,5.095139503479004,0.7171974778175354,12.67848014831543,3.739513635635376,3.217,4.058002471923828,6.14,19.43,23.23,58.72,21.5767765045166,16.10576629638672,20.85503387451172,26.549999237060547,437.1050415039063,8.347853660583496,9.88,16.51747703552246,6.44,31.55,54.69,43.6,27.17,64.16,5.74,21.9,28.1866512298584,25.41378593444824,27.91997337341309,31.74,18.06
2008-03-07,34.63,21.14,11.67,17.55,24.23,6.446,16.13797378540039,11.45682144165039,47.04,20.63,6.957094669342041,3.801886320114136,2.625233888626098,22.892,1.191,4.40366792678833,7.640356540679932,16.469648361206055,32.47,11.043663024902344,9.967,15.002046585083008,3.6859323978424072,689.9854736328125,17.484251022338867,21.55973625183105,25.74537849426269,2.585332155227661,8.405516624450684,4.732785701751709,0.6986173391342163,12.597336769104004,3.747407913208008,3.139,4.041239738464356,6.13,19.1,23.43,57.92,21.28269386291504,15.932506561279297,20.48916244506836,26.0,422.6828002929688,8.28168773651123,10.01,16.32510757446289,6.37,30.15,52.07,42.95,26.51,62.43,5.6,21.22,27.65271377563477,24.938879013061523,27.32966423034668,31.36,17.55
2008-03-10,33.17,21.07,11.2,17.19,24.21,6.336,15.735000610351562,11.328573226928713,46.32,20.28,6.846901893615723,3.615463733673096,2.565887689590454,22.368,1.153,4.265052795410156,7.646782875061035,15.47226333618164,32.23,10.755976676940918,9.873,15.069775581359863,3.569150686264038,647.9292602539062,17.484251022338867,21.081636428833008,24.78230857849121,2.536319732666016,8.316614151000977,4.547910690307617,0.7122427821159363,12.252481460571287,3.6803138256073,2.967,3.784994602203369,5.8,17.8,22.91,56.85,20.943357467651367,15.634885787963867,19.179311752319336,24.959999084472656,395.50238037109375,8.110929489135742,9.72,15.594136238098145,6.02,29.03,48.95,41.84,26.07,60.75,5.16,20.77,25.732141494750977,23.683237075805664,26.588123321533203,30.11,16.72
2008-03-11,35.25,21.65,11.1,17.85,25.62,6.63,16.379749298095703,11.36704444885254,47.4,20.98,7.192502975463867,3.789175987243652,2.6193814277648926,21.615,1.188,4.490492820739746,7.860977172851562,16.623092651367188,32.94,11.66626262664795,10.495,15.069775581359863,3.5530927181243896,696.5568237304688,17.484251022338867,22.3084716796875,25.17325592041016,2.646594285964966,8.668185234069824,5.028583526611328,0.7171974778175354,13.216047286987305,3.719781637191773,3.057,4.077160358428955,6.09,18.19,24.26,57.92,21.76227378845215,16.248458862304688,20.01351356506348,25.799999237060547,391.6195068359375,8.603989601135254,10.47,15.955778121948242,5.87,28.48,48.35,44.57,27.98,63.19,5.38,21.42,27.085102081298828,24.963743209838867,27.68092918395996,31.71,17.14
2008-03-12,35.32,21.42,11.13,17.35,25.47,6.555,16.617698669433594,11.01650333404541,47.44,21.35,7.042241096496582,3.869675874710083,2.5909619331359863,21.124,1.205,4.40062141418457,7.8995361328125,16.431293487548828,32.95,11.657674789428713,10.682,15.069775581359863,3.602724552154541,682.4285278320312,17.484251022338867,22.58510398864746,24.9730167388916,2.585332155227661,8.367128372192383,4.895474433898926,0.7023334503173828,13.089263916015623,3.650712966918945,2.942,4.322629451751709,6.0,18.22,23.82,58.14,21.69440650939941,16.16896629333496,20.04278564453125,26.399999618530277,384.9630737304688,8.580511093139648,10.64,16.184043884277344,5.76,28.61,48.55,44.23,27.37,62.5,5.24,20.88,27.577550888061523,25.48589324951172,27.95411491394043,31.58,18.0
2008-03-13,35.15,21.84,11.4,16.51,24.64,6.609,16.740509033203125,11.02932834625244,45.49,21.17,7.112363815307617,3.8979222774505615,2.5909619331359863,20.972,1.215,4.325982570648193,7.895249366760254,16.552762985229492,32.71,11.936774253845217,10.852,14.815791130065918,3.539954900741577,672.2429809570312,17.484251022338867,23.07823371887207,24.79184341430664,2.6196389198303223,8.52674674987793,5.028583526611328,0.6973788142204285,13.104477882385254,3.512578010559082,2.848,4.370524883270264,6.26,17.41,22.9,58.98,21.382225036621094,15.956963539123535,19.757402420043945,26.75,399.6071472167969,8.507939338684082,10.39,16.735483169555664,5.93,27.62,49.5,44.57,27.37,61.46,5.2,21.02,27.678640365600582,25.7593994140625,28.10047721862793,31.74,18.39
2008-03-14,35.12,21.81,11.53,15.9,23.85,6.541,16.740509033203125,11.328573226928713,47.9,20.91,7.182485580444336,3.890861034393311,2.5909619331359863,21.209,1.228,4.036569118499756,7.923098087310791,15.983742713928224,32.47,11.816548347473145,10.844,15.2814302444458,3.502000570297241,663.371826171875,17.484251022338867,23.09328269958496,24.21972274780273,2.5657262802124023,8.445929527282715,5.028583526611328,0.6924238801002502,12.51112461090088,3.532312393188477,2.766,4.223245143890381,6.32,18.29,22.47,59.39,21.2623233795166,15.643046379089355,19.0256462097168,26.75,392.28515625,8.450308799743652,10.64,17.184326171875,6.18,27.28,50.0,41.91,26.84,61.96,5.12,20.36,28.290313720703125,25.7593994140625,28.734695434570312,31.78,18.56
2008-03-17,33.38,21.5,11.15,15.15,22.12,6.322,16.214723587036133,10.772828102111816,45.35,19.92,7.222554683685303,3.8979222774505615,2.543322801589966,20.777,1.189,3.861397504806519,7.678913593292236,15.504226684570312,31.01,11.59756088256836,10.537,14.671865463256836,3.4012765884399414,657.1290283203125,17.484251022338867,22.852725982666016,24.50578498840332,2.4628031253814697,8.445929527282715,4.991610050201416,0.687468945980072,12.55169677734375,3.344841718673706,2.635,4.02327823638916,6.21,17.5,21.77,58.47,20.133493423461918,15.643046379089355,17.232845306396484,26.0,392.7288513183594,8.345721244812012,10.69,16.773950576782227,5.97,27.66,48.51,41.14,25.67,61.08,4.94,19.85,26.955507278442383,25.06319236755371,26.993053436279297,30.41,18.63
2008-03-18,34.31,22.39,11.46,15.65,23.33,6.5,16.214723587036133,11.007952690124512,46.57,20.9,7.748469352722168,3.904983758926392,2.543322801589966,21.716,1.241,4.112730503082275,7.886683464050293,16.303415298461914,32.79,11.77790069580078,10.818,14.740690231323242,3.485943555831909,692.2854614257812,17.484251022338867,23.303756713867188,26.450990676879883,2.5730788707733154,8.284284591674805,5.139508724212647,0.6862305998802185,12.14598560333252,3.433644771575928,2.873,4.232822418212891,6.24,18.45,22.15,58.19,20.36198234558105,15.27816104888916,17.232845306396484,27.25,406.041748046875,8.665888786315918,10.83,17.189456939697266,6.23,29.92,48.76,41.98,27.83,63.13,5.16,20.6,27.81081962585449,25.06319236755371,27.8467960357666,31.17,19.54
2008-03-19,31.98,21.16,10.99,15.0,22.2,6.117,15.332033157348633,10.79420566558838,45.23,20.17,7.412887096405029,3.742570161819458,2.544994354248047,20.506,1.223,3.808083534240722,7.5611042976379395,15.919809341430664,30.82,11.593267440795898,10.495,14.468344688415527,3.3720805644989014,641.6864624023438,17.484251022338867,21.818334579467773,26.060043334960938,2.467705726623535,7.960998058319092,4.991610050201416,0.6589792966842651,11.598274230957031,3.18105411529541,2.733,4.141821384429932,6.2,17.56,20.67,55.7,18.957155227661133,14.146825790405272,16.098621368408203,27.100000381469727,386.9734497070313,8.298765182495117,10.44,16.158395767211914,6.06,30.1,47.97,40.72,26.74,62.94,4.95,19.53,27.18876838684082,25.35908508300781,25.93440055847168,28.93,18.68
2008-03-20,33.05,21.51,11.3,14.7,21.55,6.138,15.078733444213867,10.644582748413086,44.83,20.27,7.713408470153809,3.777878999710083,2.5073883533477783,20.921,1.272,3.731921911239624,7.743172645568848,15.664066314697266,30.75,11.679146766662598,10.554,14.54494857788086,3.357483386993408,652.857666015625,17.484251022338867,21.68001747131348,26.679838180541992,2.4995620250701904,8.051921844482422,4.725390434265137,0.6651728749275208,11.283845901489258,3.2363076210021973,2.713,4.071174621582031,6.29,17.99,20.99,56.04,18.832738876342773,14.146825790405272,16.64012336730957,28.36000061035156,381.1408386230469,8.025551795959473,10.76,15.642870903015137,6.07,30.83,48.5,42.12,27.41,61.76,4.94,20.13,26.95290946960449,24.88915634155273,25.7246208190918,28.89,17.88
2008-03-24,34.76,22.3,11.53,15.75,22.39,6.178,15.639057159423828,10.901076316833496,46.64,21.4,7.93880033493042,3.777878999710083,2.5575368404388428,18.721,1.251,3.808083534240722,7.818142414093018,15.56816577911377,30.46,11.614738464355469,9.992,15.149212837219238,3.4012765884399414,690.9711303710938,17.484251022338867,21.92056655883789,27.833614349365234,2.4628031253814697,7.900374889373779,5.021187782287598,0.6998561024665833,11.618557929992676,3.1573729515075684,2.684,3.9634079933166495,6.13,19.2,21.01,57.62,19.156232833862305,14.269129753112791,16.830381393432617,29.200000762939453,396.8440856933594,8.345721244812012,10.84,15.75828456878662,6.24,32.0,48.78,43.13,27.59,62.59,5.09,19.82,26.56672096252441,24.491315841674805,27.05158805847168,30.28,18.14
2008-03-25,34.97,22.54,11.94,16.8,23.28,6.404,16.130294799804688,11.114825248718262,47.38,21.4,7.913757801055908,3.93323016166687,2.523264646530152,14.754,1.228,3.907093048095703,7.886683464050293,15.440293312072754,30.83,11.507391929626465,10.018,15.149212837219238,3.532656192779541,727.1132202148438,17.484251022338867,22.341537475585938,27.9289665222168,2.5510237216949463,8.284284591674805,5.028583526611328,0.718436062335968,11.765629768371582,3.175133228302002,2.733,3.927485227584839,6.33,19.95,21.18,58.4,20.26244354248047,15.023358345031738,17.152353286743164,29.649999618530277,406.9390563964844,8.326510429382324,11.15,15.968599319458008,6.46,32.64,51.31,43.89,28.5,63.13,5.27,20.88,27.86265754699707,25.44859504699707,27.81751823425293,31.12,17.86
2008-03-26,33.84,22.42,11.98,16.52,24.59,6.315,17.423633575439453,10.901076316833496,47.38,21.44,7.788537979125977,3.868263721466065,2.423803806304932,14.703,1.223,3.884244680404663,7.678913593292236,15.47226333618164,31.51,11.163890838623049,9.788,14.876866340637209,3.6932318210601807,704.1138305664062,17.484251022338867,22.281400680541992,26.412851333618164,2.5657262802124023,8.199418067932129,5.10253381729126,0.7122427821159363,11.618557929992676,3.206707239151001,2.766,3.860430002212525,6.33,19.53,20.91,59.22,20.472827911376957,15.267969131469728,16.79772186279297,29.75,403.5740966796875,8.303031921386719,11.08,16.094276428222656,6.33,31.28,51.0,44.15,28.61,62.43,5.2,20.45,27.136938095092773,25.224817276000977,29.032283782958984,32.52,17.91
2008-03-27,35.15,21.98,11.77,16.47,23.89,6.178,17.415964126586914,10.53771686553955,46.79,20.58,7.461760520935059,3.830131769180298,2.5567004680633545,15.024,1.236,3.91471004486084,7.646782875061035,15.5361967086792,31.98,11.228296279907228,9.831,14.723669052124023,3.6640357971191406,700.8280639648438,17.484251022338867,21.66197204589844,27.366382598876957,2.4775078296661377,7.981196403503418,5.10253381729126,0.7048105597496033,11.334562301635742,3.1771063804626465,2.692,3.747875452041626,6.27,19.26,20.34,57.48,19.98645782470703,14.903084754943848,16.24370574951172,31.0,385.851806640625,8.268880844116211,10.65,15.96346950531006,6.23,31.25,50.1,42.84,27.95,61.76,5.2,19.96,26.962337493896484,24.991989135742188,29.14936828613281,32.71,17.94
2008-03-28,34.31,21.56,11.34,16.51,23.89,6.07,17.64238739013672,10.011892318725586,49.24,21.87,7.655096530914307,3.700202226638794,2.5675599575042725,13.992,1.215,3.89947772026062,7.496847629547119,14.70504093170166,32.37,11.33563995361328,9.78,14.76621913909912,3.7224271297454834,663.043212890625,17.484251022338867,21.740154266357425,26.794261932373047,2.4628031253814697,7.9104814529418945,4.917659759521484,0.6998561024665833,11.05563259124756,3.1329402923583984,2.635,3.843667507171631,6.06,18.35,20.27,57.83,19.938947677612305,14.801169395446776,16.103357315063477,29.0,352.2019348144531,8.271014213562012,10.2,16.117359161376953,6.14,31.14,49.39,42.78,29.66,62.8,5.2,19.53,27.040416717529297,24.969467163085938,29.17375946044922,32.81,17.91
