,VIVO4,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LIGT3,LAME4,LREN3,NATU3,NETC4,PCAR4,PETR3,PETR4,RSID3,SBSP3,SDIA4,CSNA3,CRUZ3,SUBA3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM5,VALE3,VALE5,ALLL11
2006-12-04,27.51,16.11,12.51,39.6,4.955,8.980463981628418,9.05430793762207,32.89,14.17,7.73284912109375,4.1238884925842285,2.780215263366699,10.727,1.002,5.696680545806885,5.886711597442627,6.71317195892334,27.63,10.970666885375977,8.588,19.04887008666992,11.174072265625,12.077607154846191,55.63082885742188,18.78,2.4716944694519043,7.433629512786865,,11.121562004089355,2.175,3.568263530731201,9.13,23.14,54.39,11.648018836975098,9.040099143981934,300.0936584472656,6.014042377471924,6.86,5.53916597366333,4.6,60.98,53.86,39.27,48.93,19.8,33.9,6.42,16.94,12.27940273284912,15.023513793945312,17.09,19.25
2006-12-05,27.17,16.26,12.26,39.65,4.982,9.32106876373291,8.891860961914062,32.69,14.12,7.73284912109375,4.178967475891113,2.827249050140381,10.989,1.019,5.6546831130981445,6.028733730316162,6.785099983215332,27.71,11.142420768737791,8.639,19.150466918945312,11.32003688812256,12.192358016967772,58.81508255004883,18.77,2.4839320182800293,7.4619140625,,11.197632789611816,2.191,3.6520845890045166,9.28,24.24,55.97,11.806376457214355,9.10668659210205,298.4295959472656,6.037633895874023,6.91,5.587043285369873,4.66,60.98,57.66,38.98,49.26,19.67,33.19,6.48,17.12,12.315671920776367,15.477216720581056,17.7,19.38
2006-12-06,26.97,16.26,12.16,39.65,5.044,9.35464859008789,8.727987289428711,32.24,14.21,7.49491548538208,4.116827487945557,2.858604431152344,10.896,1.025,5.549688339233398,5.989627361297607,6.625260829925537,27.09,11.239030838012695,8.597,19.108131408691406,11.25191879272461,12.235393524169922,58.62776947021485,18.83,2.5157458782196045,7.546774864196777,,11.638845443725586,2.154,3.7119531631469727,9.16,24.62,54.87,11.792799949645996,9.057726860046388,297.3201599121094,6.062519550323486,6.91,5.575073719024658,4.63,59.59,58.15,38.81,48.89,19.61,32.59,6.41,17.42,12.348647117614746,15.440627098083496,17.51,19.42
2006-12-07,27.1,16.33,11.98,40.36,4.975,9.311474800109863,8.752214431762695,32.14,14.21,7.613882064819336,4.089994430541992,2.8533785343170166,11.04,1.027,5.494193077087402,6.07401704788208,6.457430839538574,27.92,11.37213897705078,8.758,18.752559661865234,11.287596702575684,12.407517433166504,57.878536224365234,18.89,2.5157458782196045,7.41544246673584,,11.3092041015625,2.236,3.723926544189453,9.13,24.3,54.11,11.831255912780762,9.145855903625488,291.2184753417969,6.09932804107666,6.7,5.505823612213135,4.7,58.72,57.29,38.26,47.59,19.72,33.22,6.39,17.18,12.348647117614746,15.29183292388916,17.24,19.54
2006-12-08,28.26,16.15,11.96,41.15,4.982,9.296123504638672,8.981637954711914,32.89,14.27,7.51970100402832,4.046213150024414,2.832474708557129,10.989,1.013,5.54218864440918,6.008150577545166,6.514973640441895,28.93,11.249763488769531,8.818,18.78642463684082,11.333008766174316,12.476365089416504,59.75163269042969,19.19,2.532877206802368,7.432612895965576,,11.562773704528809,2.294,3.634122610092163,9.04,23.99,53.65,11.876498222351074,9.243775367736816,293.991943359375,6.0314106941223145,6.74,5.535747528076172,4.72,57.15,61.23,38.0,48.93,19.74,33.25,6.28,17.36,12.200262069702148,15.172306060791016,17.03,19.33
2006-12-11,29.25,16.42,12.08,40.9,4.975,9.678942680358888,9.260931968688965,32.89,14.25,7.683280944824219,3.996782302856445,2.8481523990631104,11.099,1.022,5.497191429138184,6.092541694641113,6.4893999099731445,29.22,11.166035652160645,8.886,19.12506866455078,11.401122093200684,12.447676658630373,60.454044342041016,19.14,2.5230884552001958,7.4619140625,,11.618557929992676,2.319,3.6520845890045166,8.96,24.09,53.42,11.87197494506836,9.222235679626465,297.4311218261719,6.09440279006958,6.89,5.407505035400391,4.66,56.19,62.55,38.08,49.55,19.77,33.25,6.49,17.41,12.266210556030272,15.391839981079102,17.4,19.48
2006-12-12,29.28,16.51,12.19,40.8,4.921,9.556133270263672,8.906111717224121,33.57,14.62,7.618839740753174,3.953001737594605,2.827249050140381,11.167,1.002,5.579687118530273,6.133706569671631,6.377513408660889,29.5,10.923436164855955,8.69,19.38752174377441,11.212994575500488,12.45054817199707,60.44467544555664,19.3,2.5084049701690674,7.455854415893555,,11.461343765258787,2.314,3.540724754333496,8.99,24.3,54.05,11.758866310119627,9.185022354125977,296.7654724121094,6.083255290985107,6.95,5.279263019561768,4.73,56.63,62.85,37.63,48.28,19.76,33.15,6.35,17.2,12.035396575927734,15.245482444763184,17.23,19.68
2006-12-13,28.94,16.56,12.28,40.74,4.975,9.611781120300291,9.162604331970217,34.82,14.98,7.638667583465576,3.945939302444458,2.8115711212158203,11.302,1.008,5.557188987731934,6.168699264526367,6.233658790588379,29.54,10.764562606811523,8.588,19.68383407592773,11.12541675567627,12.17801284790039,61.62471389770508,19.38,2.56958532333374,7.476061344146728,,11.82648468017578,2.257,3.4365499019622803,9.0,24.04,53.81,11.774703025817873,9.185022354125977,293.991943359375,7.250032424926758,7.26,5.373308181762695,4.76,58.36,64.3,37.53,48.41,19.7,32.93,6.36,17.43,12.093103408813477,15.233285903930664,17.31,19.68
2006-12-14,29.62,16.66,12.47,40.42,5.078,9.88234806060791,9.146936416625977,35.61,15.38,7.643623352050781,3.9191064834594727,2.8115711212158203,11.488,0.999,6.011663436889648,6.277788162231445,6.217674732208252,28.53,10.82253074645996,8.69,19.760032653808597,11.12541675567627,12.335795402526855,61.63408279418945,19.43,2.826543092727661,7.57304573059082,,11.669273376464844,2.298,3.5790414810180664,8.99,23.94,55.32,11.842568397521973,9.247695922851562,293.2153625488281,7.250032424926758,7.09,5.39468240737915,4.92,59.71,63.91,38.44,48.69,20.35,33.7,6.57,17.72,12.363485336303713,15.660163879394531,17.55,19.76
2006-12-15,29.19,16.68,12.61,40.9,5.105,10.13180446624756,9.062857627868652,29.64,14.98,7.618839740753174,3.927580118179321,2.7906672954559326,11.454,1.012,6.382143497467041,6.228389739990234,6.252840042114258,29.45,10.753829002380373,8.707,19.81082344055176,11.225969314575195,12.410383224487305,62.27093124389648,19.83,2.5818209648132324,7.607396125793457,,11.67434310913086,2.257,3.6520845890045166,9.08,24.38,58.8,11.86292839050293,9.245733261108398,295.10137939453125,6.77435302734375,7.38,5.39724588394165,4.8,60.66,64.67,38.7,38.2,19.28,31.94,6.5,17.74,12.643759727478027,15.586986541748049,17.58,20.18
