,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,LAME4,LREN3,MMXM3,NATU3,NETC4,OGXP3,PCAR5,PETR3,PETR4,RDCD3,RSID3,SDIA4,CSNA3,CRUZ3,TAMM4,TNLP4,TCSL4,USIM3,USIM5,VALE3,VALE5,ALLL11
2009-05-12,32.09,20.93,3.34,6.275134563446045,5.434,10.665261268615724,8.507119178771973,4.12800407409668,3.88884711265564,2.7737979888916016,7.876,1.252,2.3394651412963867,7.706677436828613,8.918928146362305,12.136234283447266,11.559,8.216073036193848,420.3134460449219,11.644113540649414,14.838216781616213,8.074386596679688,2.3283910751342773,7.349775314331055,5.040550231933594,1.818,2.6078484058380127,910.9383544921876,9.73,18.07,940.0,,18.50322151184082,13.405596733093262,27.82999992370605,166.80372619628906,4.7,11.775877952575684,7.06,16.91,28.38,3.61,13.446778297424316,13.896038055419922,19.114404678344727,22.09,12.32
2009-05-13,30.88,20.44,3.03,6.170651912689209,5.208,10.112615585327148,8.271991729736328,3.966019868850708,4.090481281280518,2.7790236473083496,7.842,1.236,2.2830734252929688,7.609476566314697,8.317937850952148,11.652626991271973,11.065,8.086210250854492,394.6968994140625,11.644113540649414,14.054946899414062,7.891968727111816,2.2472329139709477,7.155299663543701,4.862739562988281,1.785,2.5269367694854736,912.196533203125,9.64,17.8,895.0,,18.000051498413086,13.045071601867676,26.520000457763672,154.21910095214844,4.5,11.24185276031494,7.06,16.47,27.17,3.47,12.881647109985352,13.360191345214844,18.35222816467285,21.3,12.16
2009-05-14,32.52,20.6,3.14,6.545561790466309,5.324,10.392775535583496,8.63536262512207,4.018272399902344,4.272839546203613,2.794691324234009,8.443,1.255,2.284597635269165,7.692792892456055,8.720728874206543,12.113205909729004,11.32,8.016946792602539,402.1122131347656,11.644113540649414,14.130142211914062,8.448822975158691,2.2752180099487305,7.248745441436768,5.025089263916016,1.879,2.589176893234253,881.9996948242188,9.86,18.11,876.0,,18.07781410217285,13.152819633483888,26.799999237060547,162.68511962890625,4.63,11.167913436889648,7.06,17.33,27.82,3.49,12.632326126098633,12.83633804321289,18.47257232666016,21.5,12.37
2009-05-15,32.49,20.57,3.14,6.576295375823975,5.283,10.41964054107666,8.438715934753418,4.25341272354126,4.262462139129639,2.807222843170166,8.459,1.243,2.171815872192383,7.611789703369141,8.407447814941406,11.882916450500488,11.15,7.956345081329346,386.607421875,11.644113540649414,14.01108169555664,8.640841484069824,2.272419214248657,7.1704511642456055,4.800891876220703,1.949,2.667599678039551,859.35205078125,9.99,18.11,849.989990234375,,17.830801010131836,12.97048568725586,26.5,165.8884735107422,4.42,10.995384216308594,7.04,17.18,27.56,3.46,12.407936096191406,12.776358604431152,18.35222816467285,21.36,11.71
2009-05-18,34.21,21.2,3.2,6.957179069519043,5.57,11.07590389251709,8.874759674072266,4.337017059326172,4.240221977233887,2.841704130172729,8.485,1.27,2.3135550022125244,7.7876787185668945,9.014830589294434,12.053332328796388,11.329,8.41519832611084,413.2351379394531,11.644113540649414,15.019930839538574,9.02487850189209,2.3703689575195312,7.516468524932861,5.141051292419434,2.035,2.97879958152771,931.069580078125,10.41,19.26,880.0,,18.68620491027832,13.554776191711426,27.600000381469727,178.01548767089844,4.55,11.680026054382324,7.23,17.8,28.23,3.64,13.442619323730469,13.516146659851074,19.555652618408203,22.68,11.75
2009-05-19,34.31,21.51,3.24,6.710906028747559,5.55,11.647740364074709,8.998732566833496,4.222060680389404,4.225395679473877,2.7487239837646484,8.231,1.254,2.3013622760772705,7.345643043518066,9.2705717086792,11.905945777893066,11.15,8.30264949798584,435.8181457519531,11.644113540649414,15.189122200012209,8.660043716430664,2.364772081375122,7.438172817230225,4.885931491851807,1.957,2.881703615188598,858.0938720703125,10.17,19.39,885.0,,18.75481605529785,13.558923721313477,27.899999618530277,181.90528869628903,4.32,12.00865650177002,7.36,17.48,27.73,3.61,13.899713516235352,14.07598876953125,19.70608329772949,22.83,11.71
2009-05-20,33.86,21.42,3.18,6.390754222869873,5.557,11.778223037719728,8.827739715576172,3.9816954135894775,4.1809186935424805,2.7163329124450684,8.053,1.235,2.2678327560424805,7.373414993286133,8.950896263122559,11.905945777893066,11.074,8.311308860778809,417.9539489746094,11.644113540649414,14.819413185119627,8.640841484069824,2.387159585952759,7.584670543670654,4.715851783752441,1.883,2.8169755935668945,787.634521484375,10.06,19.6,880.0,,18.983537673950195,13.737112998962402,26.989999771118164,176.413818359375,4.69,12.099028587341309,7.38,17.3,27.4,3.5,14.111637115478516,14.283929824829102,19.766252517700195,22.83,11.71
2009-05-21,32.04,21.61,3.06,6.126011848449707,5.495,11.217903137207031,8.699490547180176,3.7831335067749023,4.262462139129639,2.630669355392456,8.121,1.219,2.1946771144866943,7.336386680603027,8.471383094787598,11.652626991271973,10.937,7.904398918151855,399.4157104492188,11.644113540649414,14.37452507019043,8.256804466247559,2.3731675148010254,7.57456111907959,4.599888801574707,1.797,2.70369815826416,757.4376831054688,9.7,18.82,861.0,,18.61758804321289,13.467756271362305,26.25,167.26133728027344,4.97,11.688243865966797,7.2,16.58,27.49,3.54,13.608837127685549,13.868045806884766,18.96396827697754,22.14,11.08
2009-05-22,32.57,21.51,3.12,6.403064727783203,5.577,11.240928649902344,8.63536262512207,3.8144853115081783,4.1660919189453125,2.6839418411254883,8.214,1.243,2.2495434284210205,7.428961277008057,8.867780685424805,11.643414497375488,10.903,7.904398918151855,408.8533935546875,11.644113540649414,14.643965721130373,8.199198722839355,2.3927571773529053,7.673069953918457,4.731313228607178,1.789,2.692495346069336,767.5032958984375,9.73,18.85,910.010009765625,,18.8463134765625,13.621081352233888,26.530000686645508,172.75282287597656,5.01,11.72932243347168,7.36,16.35,27.66,3.5,13.625458717346191,13.856048583984377,18.928865432739254,22.25,11.28
2009-05-25,32.83,21.29,3.14,6.46463680267334,5.646,11.283147811889648,8.63536262512207,3.840612173080444,4.210569858551025,2.700665235519409,8.256,1.233,2.270880460739136,7.465987682342529,8.944502830505371,11.629599571228027,10.878,8.129498481750488,404.47161865234375,11.644113540649414,14.882075309753418,8.352812767028809,2.378765106201172,7.678116321563721,4.754507064819336,1.789,2.610337972640991,817.8314208984375,9.8,18.79,,,18.924070358276367,13.654231071472168,,174.3544921875,4.95,11.885417938232422,7.34,16.09,27.74,3.54,14.0035982131958,14.139970779418944,19.099353790283203,22.36,11.22
2009-05-26,33.61,21.84,3.3,6.384594917297363,5.755,11.168014526367188,8.99445915222168,3.960793972015381,4.216500282287598,2.701711177825928,8.189,1.233,2.363849878311157,7.359529972076416,9.46237564086914,11.707898139953612,10.861,8.311308860778809,423.6839599609375,11.644113540649414,15.195387840270996,8.564034461975098,2.468318462371826,7.968578815460205,4.684927940368652,1.838,2.7510011196136475,824.1223754882812,9.93,18.84,931.0499877929688,,19.37236213684082,13.98160457611084,27.049999237060547,183.04937744140625,4.9,12.227743148803713,7.51,16.71,27.94,3.57,14.13241195678711,14.299921989440918,19.495479583740234,22.66,11.05
2009-05-27,33.99,21.67,3.32,6.4584784507751465,5.755,11.12963581085205,8.97735595703125,3.9451184272766113,4.277287006378174,2.6891679763793945,8.214,1.251,2.270880460739136,7.271585464477539,9.59024715423584,11.744744300842283,10.878,8.016946792602539,415.5946044921875,11.644113540649414,15.58388328552246,8.352812767028809,2.473914861679077,8.00393009185791,4.715851783752441,1.838,2.6763129234313965,827.8970336914062,9.81,18.87,920.0,,19.436391830444336,13.98160457611084,27.86000061035156,186.2527313232422,4.81,12.301681518554688,7.48,16.14,28.51,3.63,14.13241195678711,14.32791805267334,18.979013442993164,22.17,11.18
2009-05-28,34.83,22.07,3.41,6.803262233734131,5.905,11.12963581085205,9.212481498718262,3.809260129928589,4.495228290557861,2.721559524536133,8.299,1.267,2.316603183746338,7.359529972076416,9.775656700134276,11.75856113433838,10.929,8.034261703491211,420.9875183105469,11.644113540649414,16.38595199584961,8.487226486206055,2.510296583175659,8.082229614257812,4.715851783752441,1.875,2.713657855987549,840.47900390625,9.81,19.11,956.0599975585938,,19.89840316772461,14.358702659606934,28.0,194.26112365722656,4.96,12.791888236999512,7.61,16.27,28.56,3.67,14.909468650817873,14.855765342712402,19.445337295532227,22.54,11.3
2009-05-29,34.75,21.91,3.45,7.006433963775635,5.878,11.079744338989258,9.045758247375488,3.7413313388824463,4.579736232757568,2.767526388168335,8.375,1.304,2.415668487548828,7.408129692077637,9.654180526733398,12.361918449401855,11.303,8.397881507873535,400.0898132324219,14.284838676452637,16.354616165161133,8.208799362182617,2.510296583175659,8.056970596313477,5.202898979187012,1.896,2.70369815826416,856.8356323242188,9.34,19.85,965.010009765625,,19.742883682250977,14.2758207321167,28.76000022888184,185.3374786376953,4.87,13.282093048095703,7.59,15.45,28.73,3.83,15.678214073181152,15.795496940612791,19.06426048278809,22.29,11.33
2009-06-01,35.72,22.49,3.46,7.25886344909668,6.001,11.321526527404783,9.22103214263916,3.856287717819214,4.389965057373047,2.7487239837646484,8.637,1.299,2.4690113067626958,7.445159435272217,9.59024715423584,12.182291984558104,11.295,8.441171646118164,408.8533935546875,14.90170192718506,17.38226318359375,8.448822975158691,2.5646722316741943,8.279233932495117,5.573981761932373,1.896,2.718636035919189,905.905517578125,9.49,19.7,1000.0,,20.31009864807129,14.603194236755373,28.899999618530277,185.10867309570312,4.93,13.816118240356444,7.86,16.04,28.56,3.82,15.894290924072266,16.299352645874023,20.006940841674805,23.17,11.69
2009-06-02,35.48,21.84,3.3,7.394311428070068,5.871,11.168014526367188,9.447604179382324,3.8144853115081783,4.293595314025879,2.7069365978240967,8.773,1.259,2.5071136951446533,7.329443454742432,9.321718215942385,11.882916450500488,11.065,8.0515775680542,381.2144470214844,15.421520233154297,17.990081787109375,9.504925727844238,2.542250394821167,8.175680160522461,6.091953277587891,1.875,2.7049431800842285,899.614501953125,9.35,18.7,1110.0,,19.71543502807617,14.317264556884766,28.950000762939453,173.89688110351562,4.87,13.82981014251709,7.97,17.1,28.72,3.83,16.30567169189453,16.467302322387695,19.32499885559082,22.59,12.0
2009-06-03,33.33,21.49,3.18,7.061844348907471,5.734,10.669097900390623,9.139810562133787,3.589796304702759,4.225395679473877,2.759164810180664,8.569,1.246,2.415668487548828,7.188270092010498,8.759090423583984,11.744744300842283,10.937,7.540779113769531,358.2944641113281,14.971001625061035,17.35719871520996,9.332108497619627,2.4777824878692627,7.981196403503418,5.798178195953369,1.81,2.595400810241699,849.2864379882812,9.2,17.9,1055.0,,18.84173583984375,13.737112998962402,27.75,162.456298828125,4.78,12.98906421661377,8.21,16.84,27.91,3.67,15.541083335876465,15.735512733459473,18.522714614868164,21.72,11.53
2009-06-04,33.7,21.64,3.41,7.54207181930542,5.817,10.90704345703125,9.55447483062744,3.720429182052612,4.263943672180176,2.8458855152130127,8.849,1.304,2.4385294914245605,7.2438154220581055,9.05319118499756,11.92436981201172,10.98,7.670641899108887,377.5068664550781,15.421520233154297,17.74570655822754,9.543329238891602,2.4889943599700928,8.082229614257812,5.960528373718262,1.904,2.775897026062012,880.7415161132812,9.41,18.6,1100.0,,19.43182373046875,14.126639366149902,28.100000381469727,174.1256866455078,4.84,13.117775917053224,8.02,16.91,27.94,3.81,15.433043479919434,15.875473022460938,18.94391250610352,22.21,12.42
2009-06-05,33.88,21.51,3.3,7.572860717773437,5.782,10.860986709594728,9.319353103637695,3.757006883621216,4.228361129760742,2.924243211746216,8.806,1.301,2.363849878311157,7.334071636199951,8.886959075927734,11.804620742797852,10.929,7.4974894523620605,367.3950500488281,15.525485038757324,17.85849380493164,9.456921577453612,2.4637668132781982,8.014032363891602,5.635828971862793,1.883,2.825688600540161,919.7457885742188,9.2,18.49,1100.030029296875,,19.36778259277344,14.081059455871582,27.76000022888184,175.95619201660156,4.79,13.323171615600586,8.1,17.14,27.82,3.79,16.247495651245117,16.135400772094727,19.144481658935547,22.29,12.04
2009-06-08,34.41,21.51,3.28,7.7637176513671875,5.83,10.949256896972656,9.486072540283203,3.8301613330841056,4.271356105804443,2.9043843746185303,8.713,1.299,2.3333683013916016,7.405816555023193,8.886959075927734,11.68486785888672,10.929,7.523462772369385,373.4621276855469,15.275971412658691,17.513851165771484,9.648940086364746,2.472176313400269,8.031709671020508,5.643560409545898,1.892,2.736062526702881,943.651611328125,9.48,18.41,1110.0,,19.39522933959961,14.03961944580078,27.82999992370605,175.0409393310547,5.03,13.405329704284668,8.18,17.25,27.25,3.85,16.783538818359375,16.575273513793945,19.254793167114254,22.61,12.32
2009-06-09,34.18,21.61,3.22,7.338898181915283,5.782,10.956929206848145,9.340726852416992,3.877188682556152,4.367725372314453,2.831251859664917,8.612,1.304,2.3455610275268555,7.322500228881836,8.950896263122559,11.744744300842283,10.844,7.462860584259033,370.7655944824219,14.943279266357422,17.106555938720703,9.639338493347168,2.446950435638428,7.930685520172119,5.844563961029053,1.9,2.764693021774292,956.233642578125,9.31,18.6,1075.0,,19.21224975585937,13.886293411254885,29.649999618530277,172.9816436767578,5.04,13.282093048095703,8.27,17.71,26.92,3.79,16.42202377319336,16.35533905029297,19.259811401367188,22.65,12.21
2009-06-10,33.09,21.77,3.14,7.289647102355957,5.817,11.202552795410156,9.426224708557127,3.840612173080444,4.352899551391602,2.88871693611145,8.637,1.339,2.3851864337921143,7.440530300140381,8.70154857635498,11.928974151611328,10.971,7.428228855133057,373.1250305175781,14.894766807556152,16.981229782104492,9.802555084228516,2.438539743423462,7.960998058319092,5.71314001083374,1.892,2.8319125175476074,928.5531616210938,9.33,18.8,1065.0,,19.37236213684082,14.03961944580078,30.0,172.9816436767578,4.98,13.364250183105469,8.17,18.29,26.75,3.75,16.8084716796875,16.403324127197266,19.430294036865234,22.92,12.5
2009-06-12,32.71,21.58,3.14,7.178823947906494,5.912,11.313851356506348,9.447604179382324,3.924216747283936,4.370691776275635,2.9879679679870605,8.612,1.389,2.4690113067626958,7.567818164825439,8.950896263122559,12.334283828735352,11.244,7.367628574371338,376.4956665039063,14.839315414428713,16.93110466003418,10.148187637329102,2.466570377349853,8.087279319763184,5.744062900543213,1.904,2.82319974899292,909.68017578125,9.39,18.4,1130.0,,19.32204246520996,14.068625450134276,28.850000381469727,173.43927001953125,5.0,13.227322578430176,8.1,18.47,26.46,3.67,17.140905380249023,16.67524528503418,19.31496810913086,22.7,12.79
2009-06-15,32.16,21.47,3.03,6.827887535095215,5.755,10.903204917907717,9.148357391357422,3.736105680465698,4.210569858551025,2.9493167400360107,8.569,1.363,2.415668487548828,7.359529972076416,8.375482559204102,11.975032806396484,11.031,7.142528057098389,360.6538696289063,14.063040733337402,16.04131507873535,9.504925727844238,2.3936946392059326,7.8094482421875,5.465750694274902,1.859,2.73730731010437,887.0325317382812,9.48,17.82,1082.0,,18.93779182434082,13.799267768859863,27.799999237060547,167.03253173828125,4.87,12.638529777526855,7.97,17.43,25.45,3.57,16.33060073852539,16.09541130065918,18.93387985229492,22.37,12.59
2009-06-16,31.08,21.37,3.01,6.883296489715576,5.748,10.711313247680664,8.97735595703125,3.6629505157470703,4.103822708129883,2.862597942352295,8.756,1.278,2.437005519866944,7.336386680603027,8.420234680175781,11.882916450500488,10.844,6.943404197692871,359.64263916015625,13.550141334533691,15.527493476867676,9.543329238891602,2.3740742206573486,7.761466979980469,5.303401470184326,1.842,2.706188678741455,855.5774536132812,9.46,17.2,1090.0,,18.526103973388672,13.488475799560549,28.0,170.23590087890625,4.79,12.186663627624512,7.97,17.12,24.87,3.43,15.474599838256836,15.531570434570312,18.60293960571289,22.05,12.37
2009-06-17,31.05,21.73,3.08,6.901767253875732,5.694,10.600014686584473,8.955988883972168,3.689077615737915,4.314351558685303,2.8364779949188232,8.764,1.254,2.258688449859619,7.29010009765625,8.56728458404541,12.435608863830566,11.116,7.0905842781066895,351.55322265625,13.716490745544434,15.634013175964355,9.917765617370604,2.365665435791016,7.718526840209961,5.218360424041748,1.859,2.7261054515838623,844.253662109375,9.41,17.9,1086.0,,18.14643096923828,13.281279563903809,27.75,172.52401733398438,4.77,12.115461349487305,8.02,17.8,24.83,3.47,15.723920822143556,15.507580757141112,18.4575252532959,21.84,12.21
2009-06-18,31.43,21.96,2.99,7.160353183746338,5.659,10.36207389831543,8.7636137008667,3.6420488357543945,4.344003677368164,2.8605074882507324,9.085,1.256,2.147430419921875,7.373414993286133,8.631219863891602,12.550753593444824,11.244,7.1338725090026855,361.6650390625,13.855117797851562,15.74680519104004,10.119385719299316,2.3488481044769287,7.612443447113037,5.342054843902588,1.834,2.775897026062012,889.5488891601562,9.35,18.16,1132.0,,18.000051498413086,13.161105155944824,29.280000686645508,171.60877990722656,4.67,11.93471622467041,8.11,17.64,24.63,3.43,15.67405605316162,15.535567283630373,18.347217559814453,21.61,11.99
2009-06-19,31.29,21.84,2.91,7.388153076171875,5.721,10.377424240112305,8.97735595703125,3.6420488357543945,4.4922637939453125,2.8573713302612305,9.212,1.318,2.109328508377075,7.364158153533935,8.669581413269043,13.352160453796388,11.601,7.142528057098389,361.6650390625,13.848176956176758,15.627748489379885,10.80105209350586,2.385286569595337,7.728623390197754,5.411633491516113,1.859,2.7883448600769043,904.6473388671876,9.23,18.3,1110.0,,18.224201202392575,13.239835739135742,31.0,172.06639099121094,4.78,12.088074684143066,8.29,18.4,24.55,3.35,15.640809059143066,15.651540756225586,18.327157974243164,21.54,12.02
2009-06-22,30.01,21.3,2.69,6.717067241668701,5.522,9.88234806060791,8.729413032531738,3.5114166736602783,4.431477069854736,2.7685725688934326,8.823,1.32,2.0270278453826904,7.359529972076416,8.158100128173828,13.504156112670898,11.559,6.969377040863037,343.8008728027344,13.203593254089355,15.126455307006836,10.369010925292969,2.354454278945923,7.673069953918457,5.295670509338379,1.764,2.643948554992676,855.5774536132812,9.04,18.3,1058.989990234375,,17.4739990234375,12.788151741027832,30.149999618530277,163.60035705566406,4.71,11.406167984008787,8.06,17.9,24.94,3.29,14.759875297546388,14.939740180969238,17.334331512451172,20.51,11.3
2009-06-23,30.47,21.17,2.73,6.618553638458252,5.393,9.920726776123049,8.73813247680664,3.626373529434204,4.467059135437012,2.7163329124450684,8.925,1.27,2.179436206817627,7.190585613250732,8.349905967712402,13.213988304138184,11.601,7.029979705810547,336.38555908203125,13.716490745544434,15.728007316589355,10.369010925292969,2.3600611686706543,7.513947486877441,5.287938594818115,1.797,2.6066038608551025,830.4133911132812,8.92,18.41,1011.0,,17.711870193481445,13.011921882629396,29.200000762939453,165.65965270996094,4.75,11.70741367340088,8.1,18.16,24.87,3.31,15.541083335876465,15.255650520324709,17.474735260009766,20.68,11.6
2009-06-24,30.93,21.23,2.81,6.754006862640381,5.393,9.617536544799805,8.647560119628906,3.6629505157470703,4.59604549407959,2.7267847061157227,9.085,1.254,2.232779026031494,7.285470962524414,8.631219863891602,12.827101707458496,11.227,6.926088333129883,346.1602783203125,13.598665237426758,15.60268211364746,10.253798484802246,2.33483362197876,7.513947486877441,5.148782253265381,1.818,2.6663546562194824,801.4747924804688,8.99,18.88,1019.989990234375,,17.478578567504883,12.846165657043455,30.229999542236328,173.89688110351562,4.83,11.666332244873049,8.42,18.21,24.55,3.28,15.64497184753418,15.515576362609863,17.078603744506836,20.19,11.75
2009-06-25,31.48,21.75,2.91,7.240389347076416,5.57,10.093426704406738,9.186686515808104,3.746555805206299,4.642005443572998,2.735135555267334,9.263,1.25,2.2876462936401367,7.401187419891357,9.155487060546877,12.827101707458496,11.329,7.1338725090026855,362.3391723632813,14.16700553894043,16.085176467895508,11.041075706481934,2.404906272888184,7.685688972473144,5.481212615966797,1.9,2.7821204662323,809.0239868164062,9.34,18.95,1000.0,,18.183025360107425,13.364160537719728,31.309999465942383,179.61717224121094,4.82,12.186663627624512,8.35,18.98,25.04,3.36,16.621479034423828,16.39532470703125,17.650230407714844,21.03,12.19
2009-06-26,31.64,21.85,3.06,7.080316066741943,5.632,9.947590827941896,9.143558502197266,3.8719639778137207,4.692414283752441,2.7790236473083496,9.348,1.242,2.263260841369629,7.410445690155029,9.104339599609377,12.836315155029297,11.295,7.151188850402832,352.5644226074219,14.139283180236816,16.04131507873535,11.156286239624023,2.427328586578369,7.80692720413208,5.720869541168213,1.892,2.7385523319244385,807.7657470703125,9.48,18.62,1065.0,,18.210474014282227,13.364160537719728,32.400001525878906,183.7357940673828,4.78,12.227743148803713,8.22,19.55,25.12,3.4,16.625635147094727,16.535282135009766,17.3493709564209,20.63,12.16
2009-06-29,31.7,21.45,2.97,7.283488273620605,5.694,9.99364185333252,9.195307731628418,3.8719639778137207,4.670174598693848,2.8051323890686035,9.525,1.278,2.2556402683258057,7.440530300140381,9.494340896606444,13.241622924804688,11.491,7.211791038513184,365.0356140136719,14.430386543273926,16.367151260375977,10.897061347961426,2.4525575637817383,7.960998058319092,5.589445114135742,1.888,2.76344895362854,806.507568359375,9.47,19.1,1022.0,,18.640459060668945,13.695672988891602,31.0,191.05776977539065,4.76,12.30442237854004,8.28,19.37,25.24,3.35,17.248939514160156,17.155107498168945,17.50481605529785,20.75,12.03
2009-06-30,32.49,21.57,2.91,7.252706527709961,5.646,9.824779510498049,9.134932518005373,3.751781463623047,4.659797191619873,2.752904176712036,9.441,1.262,2.1946771144866943,7.366473197937012,9.494340896606444,13.195566177368164,11.371,7.0559515953063965,368.40618896484375,14.20859432220459,16.1666316986084,10.455418586730955,2.4441468715667725,7.854915618896484,5.434826374053955,1.847,2.691251039505005,787.634521484375,9.33,19.0,999.1799926757812,,18.33855438232422,13.447032928466797,30.149999618530277,187.6255798339844,4.76,11.945667266845703,8.22,18.58,25.61,3.38,17.224010467529297,16.639259338378906,17.299232482910156,20.46,11.88
2009-07-01,32.74,21.24,2.96,7.326590538024902,5.632,9.978294372558594,9.20824909210205,3.751781463623047,4.670174598693848,2.772752285003662,9.61,1.264,2.292217969894409,7.324815273284912,9.545490264892578,13.149507522583008,11.44,7.021323204040527,366.3838806152344,14.270971298217772,16.1666316986084,10.733845710754396,2.474980592727661,7.857439517974853,5.372979164123535,1.871,2.7385523319244385,787.634521484375,9.31,19.63,1026.0,,17.867401123046875,13.1776762008667,30.280000686645508,193.3458709716797,4.83,11.92923641204834,8.39,19.3,26.11,3.29,17.27387237548828,17.075130462646484,17.36441421508789,20.65,11.7
2009-07-02,32.49,21.36,2.89,7.111097812652588,5.522,9.88234806060791,9.402334213256836,3.694303035736084,4.59604549407959,2.758120059967041,9.838,1.267,2.342512607574463,7.357215881347656,9.449585914611816,13.057393074035645,11.44,6.934747219085693,372.450927734375,14.097698211669922,16.066375732421875,10.493823051452637,2.4525575637817383,7.83976411819458,5.295670509338379,1.826,2.7385523319244385,775.052490234375,9.27,19.44,1015.0,,17.487722396850586,12.9456205368042,30.25,194.48992919921875,4.92,11.737536430358888,8.39,18.58,25.68,3.25,16.887428283691406,16.51529312133789,17.224018096923828,20.59,11.69
2009-07-03,32.43,21.38,2.89,7.129569053649902,5.468,9.870832443237305,9.402334213256836,3.736105680465698,4.692414283752441,2.737226247787476,9.881,1.264,2.377566337585449,7.324815273284912,9.571064949035645,13.043575286865234,11.491,6.926088333129883,377.5068664550781,14.069974899291992,16.12904167175293,10.5322265625,2.430130243301392,7.7791428565979,5.311131954193115,1.826,2.7323286533355717,810.2821655273438,9.16,19.8,,,17.336774826049805,12.85031032562256,,197.6933135986328,5.13,11.64716339111328,8.31,18.81,25.94,3.32,16.579927444458008,16.287355422973633,17.138774871826172,20.5,11.71
2009-07-06,32.15,21.73,2.89,7.006433963775635,5.44,9.632890701293944,9.445463180541992,3.746555805206299,4.742822170257568,2.732010841369629,9.72,1.256,2.472059726715088,7.382672309875488,9.686145782470703,13.402824401855469,11.559,6.7789082527160645,384.2480163574219,13.834317207336426,15.753070831298828,10.829854011535645,2.458162546157837,7.829659461975098,5.558521270751953,1.847,2.8032829761505127,798.9583740234375,9.26,19.75,1030.0,,16.83418846130371,12.56995677947998,29.75,197.922119140625,5.34,11.50202178955078,8.39,19.22,25.46,3.29,16.8084716796875,16.391328811645508,16.832902908325195,20.13,11.75
2009-07-07,31.21,21.78,2.87,6.803262233734131,5.4,9.09559726715088,9.350586891174316,3.720429182052612,4.685000419616699,2.699620485305786,9.889,1.256,2.3623263835906982,7.336386680603027,9.46237564086914,13.402824401855469,11.533,6.830855369567871,381.8885803222656,13.342215538024902,15.151522636413574,11.43471336364746,2.430130243301392,7.705897808074951,5.342054843902588,1.801,2.7833657264709477,778.8271484375,9.34,19.54,1031.010009765625,,16.668201446533203,12.281231880187988,28.100000381469727,201.3542938232422,5.2,11.24185276031494,8.47,19.22,24.29,3.29,16.413711547851562,15.899463653564451,15.990507125854492,19.01,11.51
2009-07-08,31.88,21.93,2.91,6.729378700256348,5.256,9.19154453277588,9.057296752929688,3.689077615737915,4.670174598693848,2.747678756713867,9.686,1.235,2.257164478302002,7.29010009765625,9.078765869140623,13.241622924804688,11.423,6.796224594116211,372.450927734375,13.286762237548828,15.10138988494873,10.916263580322266,2.3964967727661133,7.665492057800293,5.241554260253906,1.818,2.76344895362854,777.5689086914062,9.31,20.52,990.0,39.22,16.433046340942383,12.180805206298828,27.030000686645508,195.86280822753903,5.14,11.113142013549805,8.83,18.66,24.98,3.29,16.14361572265625,15.655537605285645,16.326459884643555,19.31,11.26
2009-07-10,33.32,21.56,2.89,6.741691112518311,5.222,9.249110221862791,8.884775161743164,3.709979057312012,4.851050853729248,2.7163329124450684,9.881,1.25,2.193153142929077,7.354901313781738,9.283357620239258,13.292285919189451,11.329,6.5624680519104,380.87744140625,13.19666576385498,15.145254135131836,11.261896133422852,2.354454278945923,7.57708740234375,5.1565141677856445,1.826,2.7497568130493164,772.5361328125,9.2,20.4,1020.0399780273438,40.19,16.815744400024414,12.415132522583008,26.88999938964844,212.1084442138672,5.1,11.091231346130373,9.21,18.86,25.16,3.43,15.690673828125,15.031715393066406,16.29637908935547,19.21,11.0
2009-07-13,33.25,21.64,2.89,6.834042072296143,5.283,9.222246170043944,8.884775161743164,3.689077615737915,4.879220485687256,2.7121527194976807,9.602,1.267,2.1337130069732666,7.206783294677734,8.995650291442871,13.296890258789062,11.397,6.6663594245910645,377.5068664550781,12.961005210876465,14.7880859375,11.367506980895996,2.3600611686706543,7.57708740234375,5.1565141677856445,1.826,2.7385523319244385,759.9541015625,9.34,20.0,1100.0,40.21,16.783472061157227,12.46534824371338,27.84000015258789,215.5406036376953,5.35,11.003597259521484,9.0,19.14,24.58,3.36,14.87622356414795,14.199950218200684,16.29637908935547,19.35,10.82
2009-07-14,33.45,21.58,2.91,6.809415340423584,5.269,9.137813568115234,8.884775161743164,3.683851957321167,4.736891746520996,2.6640939712524414,9.085,1.247,2.1337130069732666,6.98923921585083,9.36008071899414,12.960668563842772,11.295,6.709649085998535,377.5068664550781,12.822391510009766,14.468514442443848,12.001168251037598,2.3432421684265137,7.4962639808654785,4.986433982849121,1.822,2.7323286533355717,749.8884887695312,9.48,19.89,1095.0,40.32,16.71430206298828,12.381658554077148,28.600000381469727,224.23545837402344,5.26,10.847497940063477,8.87,20.36,23.66,3.46,15.038284301757812,14.139970779418944,16.15597915649414,19.07,10.76
