,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP3,BRTP4,CMIG4,CESP4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNEP4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,TRPL4,USIM5,VALE3,VALE5
2002-07-16,5.68,3.99,0.997,1.5104765892028809,10.98,11.73,2622.091552734375,9.44,0.534,31.58,5.581945419311523,3.702,10.41,11.310800552368164,13.73,1.1,0.69,1.7295390367507937,0.4970100522041321,1.6315999031066897,2.771183490753174,2.03533935546875,2.177498817443848,1.335845708847046,20.47,1.48,14.28,10.27,2.58,12.13,12.99,22.42,23.79,7.4067063331604,7.11,2.64,2200.12890625,0.9892102479934692,3.1795990467071533,3.53
2002-07-17,5.7,4.21,1.039,1.5489505529403689,11.34,12.0,2586.294921875,9.38,0.532,32.64,5.560475826263428,3.711,10.65,11.852632522583008,14.25,1.01,0.67,1.7653217315673828,0.5077565908432007,1.6568560600280762,2.828869342803955,2.08040714263916,2.211975336074829,1.5239335298538208,20.55,1.48,14.91,10.77,2.59,12.02,13.14,22.43,25.22,7.600767135620117,7.09,2.66,2259.061279296875,1.0155891180038452,3.179191827774048,3.55
2002-07-18,5.74,4.1,1.045,1.5703250169754028,11.53,12.23,2662.362548828125,9.5,0.538,33.17,5.57979679107666,3.745,10.71,11.810303688049316,14.17,1.0,0.67,1.8011051416397097,0.5238756537437439,1.702319622039795,2.7598721981048584,2.0326080322265625,2.336403608322144,1.5752297639846802,21.0,1.48,14.69,10.85,2.59,12.21,13.26,22.43,25.64,7.924202919006348,7.11,2.68,2306.206787109375,1.0584548711776731,3.090157985687256,3.5
2002-07-19,5.68,4.14,1.039,1.5247257947921753,11.32,11.73,2586.294921875,9.49,0.52,31.98,5.324316024780273,3.643,10.29,11.513986587524414,13.85,0.97,0.65,1.7891777753829956,0.5131297707557678,1.6871652603149414,2.6693851947784424,2.039436817169189,2.237379550933838,1.5111088752746582,20.57,1.58,14.08,10.63,2.54,11.98,12.99,21.72,24.55,7.924202919006348,7.0,2.52,2219.77294921875,1.0551578998565674,3.0978829860687256,3.58
2002-07-22,5.51,4.02,0.991,1.3979039192199707,10.53,11.03,2416.26171875,8.88,0.491,29.37,5.021603584289551,3.37,9.25,11.006016731262209,13.6,0.99,0.62,1.6698997020721436,0.4916371703147888,1.5659315586090088,2.4318549633026123,1.8846582174301147,2.126949548721313,1.4534006118774414,19.37,1.59,13.98,9.85,2.3,11.15,11.94,20.41,23.79,7.503734111785889,6.65,2.39,2050.8349609375,0.9892102479934692,3.051537036895752,3.49
2002-07-23,5.4,3.87,0.929,1.3722535371780396,10.74,10.78,2452.058349609375,8.47,0.468,31.41,4.851996898651123,3.319,8.42,10.675837516784668,13.13,1.1,0.66,1.6579713821411133,0.4755179584026336,1.5154175758361816,2.392267227172852,1.8345826864242556,2.1658334732055664,1.3785934448242188,19.96,1.55,13.92,10.22,2.3,10.69,11.56,20.32,23.79,7.600767135620117,6.77,2.44,2042.9761962890625,0.9578855037689208,3.061293840408325,3.5
2002-07-24,5.54,4.06,0.929,1.396478295326233,10.79,11.03,2469.9560546875,9.13,0.483,31.82,5.055952072143555,3.489,8.69,10.709701538085938,12.71,1.31,0.75,1.6698997020721436,0.4755179584026336,1.4950103759765625,2.5223426818847656,1.9119716882705688,2.131356000900269,1.3657691478729248,20.1,1.56,13.92,10.24,2.36,10.99,11.69,20.15,24.38,7.888622760772705,6.97,2.52,2180.484375,0.9776694178581238,3.028769254684448,3.51
2002-07-25,5.43,4.04,0.827,1.338053822517395,10.49,10.51,2397.468994140625,8.78,0.459,31.41,4.916404724121094,3.464,8.21,10.760497093200684,13.18,1.31,0.73,1.681827425956726,0.4459661841392517,1.3538728952407837,2.487278699874878,1.850515842437744,2.09687876701355,1.3679062128067017,20.01,1.49,14.15,10.12,2.35,10.68,11.36,19.44,22.79,7.6589813232421875,6.96,2.44,2188.342529296875,0.9677774906158448,3.0283632278442383,3.45
2002-07-26,5.15,4.12,0.786,1.2554051876068115,10.31,9.9,2237.27978515625,8.37,0.443,31.0,4.583635330200195,3.234,7.27,10.506509780883787,12.91,1.24,0.72,1.5864042043685913,0.4164138436317444,1.2812358140945437,2.3583335876464844,1.78905987739563,2.0437381267547607,1.2824121713638306,19.37,1.44,13.92,9.95,2.33,9.82,10.53,17.99,22.12,7.442281723022461,6.77,2.34,2031.1898193359373,0.9397495985031128,2.9068052768707275,3.31
2002-07-29,5.1,4.29,0.799,1.268229842185974,10.34,10.08,2237.27978515625,8.49,0.437,30.85,4.379679203033447,3.157,6.82,11.505520820617676,13.61,1.12,0.65,1.622187256813049,0.4244739413261413,1.2375903129577637,2.262190341949463,1.7617459297180176,1.9771161079406736,1.2118797302246094,20.25,1.44,14.6,10.12,2.37,10.24,10.7,18.23,23.04,7.600767135620117,7.02,2.45,2121.552490234375,0.9001814126968384,2.9068052768707275,3.31
2002-07-30,4.99,4.39,0.779,1.2212053537368774,9.94,10.48,2326.771484375,8.67,0.443,31.83,4.446232795715332,3.166,6.67,11.353127479553224,13.61,1.15,0.71,1.6698997020721436,0.4002949297428131,1.1895021200180054,2.380955934524536,1.78905987739563,1.854762077331543,1.102874755859375,20.1,1.37,14.81,10.02,2.44,10.21,10.97,18.23,23.71,7.568419933319092,6.96,2.46,2090.121826171875,0.8441257476806641,3.1507341861724854,3.6
2002-07-31,5.39,4.82,0.786,1.2283307313919067,10.49,11.86,2371.5166015625,8.91,0.475,32.72,4.615837574005127,3.302,6.35,11.59864902496338,13.81,1.15,0.69,1.741466045379639,0.4191004037857055,1.2476935386657717,2.5166866779327397,1.881926417350769,1.8433555364608765,1.2118797302246094,21.23,1.42,15.72,10.55,2.63,10.76,11.66,19.59,24.63,7.924202919006348,7.13,2.59,2046.905517578125,0.8655588626861572,3.3743340969085693,3.86
2002-08-01,5.34,4.59,0.799,1.2696549892425537,10.17,11.66,2287.394287109375,8.66,0.472,32.72,4.594369411468506,3.302,6.31,11.10761260986328,13.46,1.16,0.73,1.7295390367507937,0.4244739413261413,1.2628477811813354,2.54552960395813,1.9119716882705688,1.9125688076019287,1.132797360420227,21.23,1.41,15.88,10.42,2.65,10.69,11.89,19.44,23.46,7.616939067840576,7.0,2.39,2133.339599609375,0.8573154807090759,3.191387414932251,3.76
2002-08-02,5.37,4.41,0.82,1.3252288103103638,9.91,11.32,2398.36328125,8.56,0.494,32.64,4.7339186668396,3.362,6.37,11.048346519470217,13.06,1.17,0.75,1.8011051416397097,0.4567120671272278,1.353773593902588,2.649590015411377,1.9620474576950075,2.0323312282562256,1.1178357601165771,20.57,1.48,15.35,10.27,2.59,10.54,11.89,19.59,24.38,7.694562435150146,7.15,2.32,2160.84033203125,0.882045328617096,3.090564250946045,3.58
2002-08-05,5.31,4.53,0.827,1.2967289686203003,9.07,10.89,2370.621337890625,8.32,0.473,31.41,4.723183155059815,3.302,6.06,10.836691856384276,13.22,1.1,0.73,1.7891777753829956,0.4432792961597442,1.353773593902588,2.6015188694000244,1.8892101049423216,1.9607850313186648,1.0259299278259275,19.83,1.49,14.69,9.7,2.44,9.47,11.0,18.71,22.29,7.678390502929687,6.97,2.14,2042.9761962890625,0.8490722179412842,3.1100802421569824,3.54
2002-08-06,5.21,4.41,0.84,1.2967289686203003,9.76,11.53,2370.621337890625,8.19,0.491,31.41,4.959342956542969,3.37,6.77,11.386991500854492,13.65,1.1,0.75,1.7891777753829956,0.4459661841392517,1.3931739330291748,2.550619840621948,1.8846582174301147,1.981523513793945,1.0686769485473633,19.58,1.46,14.69,10.42,2.51,10.24,11.89,20.35,23.79,7.63311243057251,7.11,2.34,2101.908935546875,0.8935865759849548,3.0734896659851074,3.54
2002-08-07,5.21,4.18,0.875,1.3052793741226196,9.55,11.73,2461.00732421875,8.45,0.505,31.83,4.980811595916748,3.404,7.06,11.513986587524414,13.56,1.08,0.75,1.7533941268920898,0.4782046973705292,1.4921815395355225,2.5353503227233887,1.921987771987915,2.073807716369629,1.102874755859375,20.1,1.46,14.81,10.32,2.48,10.29,12.13,20.45,24.29,7.730139255523682,7.2,2.35,2192.271484375,0.9183167219161988,3.0490970611572266,3.56
2002-08-08,5.56,4.12,0.943,1.36940336227417,10.71,12.83,2684.73486328125,9.4,0.514,32.39,5.324316024780273,3.728,8.29,11.090676307678224,13.22,1.1,0.77,1.7533941268920898,0.4943237900733948,1.5255205631256104,2.7581753730773926,2.0166749954223637,2.108284950256348,1.1969181299209597,19.37,1.49,15.12,10.42,2.59,10.86,12.73,21.46,26.48,7.665452480316162,7.32,2.41,2274.775634765625,0.9974536299705504,3.036900758743286,3.51
2002-08-09,5.69,4.18,0.888,1.318104267120361,10.27,12.39,2407.31298828125,9.17,0.486,31.0,5.088157176971436,3.515,7.77,10.836691856384276,13.22,1.01,0.71,1.741466045379639,0.4674583673477173,1.414389729499817,2.8277382850646973,2.048541784286499,1.958711624145508,1.1969181299209597,19.37,1.49,15.88,9.77,2.44,10.48,12.1,20.31,23.79,7.244985103607178,7.24,2.2,2133.339599609375,0.9710747003555298,3.122274875640869,3.72
2002-08-12,5.75,4.21,0.827,1.2910298109054563,10.49,12.39,2203.273193359375,8.67,0.452,30.18,5.02375078201294,3.472,7.02,10.862091064453123,13.1,0.97,0.71,1.7295390367507937,0.4432792961597442,1.3293235301971436,2.742906093597412,1.966599941253662,1.9379736185073853,1.1627203226089478,19.15,1.5,15.77,9.52,2.44,10.21,11.57,19.1,24.38,7.215874195098877,7.24,2.14,2070.47802734375,0.9232629537582396,3.1629302501678467,3.64
2002-08-13,5.77,4.29,0.799,1.2539795637130735,10.34,12.24,2217.591552734375,8.54,0.423,29.37,4.8090596199035645,3.319,6.74,10.244060516357422,12.43,0.92,0.71,1.8130335807800293,0.4352197647094726,1.2729496955871582,2.55344820022583,1.861896634101868,1.9379736185073853,1.083638310432434,19.68,1.48,15.18,8.82,2.26,10.0,11.31,18.71,23.88,7.215874195098877,7.15,2.13,2101.908935546875,0.9446958899497986,3.130405902862549,3.56
2002-08-14,5.77,4.18,0.806,1.225480556488037,10.43,12.38,2103.042236328125,7.98,0.426,28.96,4.7339186668396,3.353,6.24,9.439778327941896,11.71,0.89,0.68,1.8130335807800293,0.4217870831489563,1.2729496955871582,2.5110318660736084,1.8391351699829104,1.928641438484192,1.038753867149353,19.29,1.45,15.12,7.43,2.19,9.97,11.49,18.48,24.47,7.115612030029297,7.18,2.09,2113.69482421875,0.9133710861206056,3.171061515808105,3.61
2002-08-15,5.53,4.2,0.779,1.318104267120361,10.47,12.38,2004.60205078125,7.54,0.413,29.05,4.358210563659668,3.192,5.93,9.499040603637695,11.77,0.84,0.71,1.8488168716430664,0.3976085782051086,1.212334156036377,2.561930894851685,1.8664491176605225,1.8721299171447756,0.9895947575569152,18.62,1.43,14.97,6.3,2.18,9.92,11.13,17.99,23.54,6.953891277313232,7.32,2.08,2007.61767578125,0.8721535801887512,3.130405902862549,3.61
2002-08-16,5.59,4.06,0.799,1.4107279777526855,10.89,12.9,2102.148193359375,8.46,0.417,29.37,4.401149272918701,3.192,6.47,10.354124069213867,12.47,0.99,0.77,1.8607441186904907,0.4191004037857055,1.2628477811813354,2.5421366691589355,1.8509708642959597,1.855020761489868,1.083638310432434,19.17,1.46,15.12,6.97,2.39,10.24,11.49,19.18,23.3,7.115612030029297,7.5,2.17,2160.84033203125,0.8655588626861572,3.2767629623413086,3.77
2002-08-19,5.64,4.04,0.806,1.396478295326233,10.64,12.67,2120.04638671875,7.97,0.427,28.72,4.291656017303467,3.064,6.54,10.62503719329834,12.84,1.0,0.78,1.9084556102752688,0.4298466444015503,1.2476935386657717,2.488409996032715,1.8163732290267944,1.8176919221878047,1.1263853311538696,19.75,1.48,14.98,6.91,2.28,9.94,11.39,19.21,22.55,7.115612030029297,7.41,2.1,2160.84033203125,0.8342339992523193,3.089751005172729,3.62
2002-08-20,5.64,4.04,0.806,1.345179319381714,10.38,12.29,2080.670166015625,7.97,0.401,28.96,4.079113483428955,2.876,6.82,10.667370796203612,12.68,1.02,0.75,1.8965272903442385,0.4217870831489563,1.2304168939590454,2.4318549633026123,1.7936121225357056,1.7326669692993164,1.1221108436584473,19.37,1.48,15.05,6.87,2.24,9.75,11.12,18.71,21.53,7.018579006195068,7.32,2.09,2176.555419921875,0.82269287109375,3.089751005172729,3.62
2002-08-21,5.56,4.02,0.813,1.4249770641326904,10.98,12.9,2100.358154296875,8.13,0.406,30.18,4.186457633972168,2.962,8.26,10.79436206817627,12.8,1.0,0.79,1.9203829765319824,0.4325332045555115,1.2426424026489258,2.504810571670532,1.8300307989120483,1.7627371549606323,1.154171109199524,19.01,1.46,15.87,6.97,2.38,9.82,11.29,18.45,21.79,7.050922393798828,7.38,2.06,2298.3486328125,0.8029090762138367,3.1669955253601074,3.62
2002-08-22,5.52,4.18,0.84,1.4093023538589478,11.57,12.62,2227.435302734375,8.3,0.429,30.04,4.4226179122924805,3.064,8.48,10.921357154846191,13.08,1.02,0.83,1.9442397356033323,0.4459661841392517,1.3032585382461548,2.5562756061553955,1.8801058530807493,1.8617613315582275,1.1734075546264648,19.15,1.48,16.33,7.71,2.52,10.17,11.94,19.44,22.55,7.083268165588379,7.47,2.27,2317.9921875,0.8160989880561829,3.171061515808105,3.64
2002-08-23,5.46,4.2,0.827,1.4321026802062988,11.25,12.55,2253.387939453125,8.08,0.441,30.59,4.401149272918701,3.089,8.71,10.802825927734377,12.81,1.16,0.92,1.956167697906494,0.4325332045555115,1.3032585382461548,2.55344820022583,1.8769201040267944,1.8075824975967407,1.186231255531311,19.15,1.46,16.04,7.76,2.4,10.47,11.94,19.72,21.71,7.050922393798828,7.38,2.14,2274.775634765625,0.82269287109375,3.163336515426636,3.65
2002-08-26,5.73,4.21,0.854,1.5461002588272097,12.38,13.41,2335.72021484375,8.51,0.454,31.0,4.688833236694336,3.311,8.67,10.836691856384276,12.81,1.31,1.06,1.9084556102752688,0.4513395428657532,1.3850919008255005,2.5958640575408936,1.9429274797439573,1.8433555364608765,1.1969181299209597,19.36,1.46,16.03,7.81,2.54,11.1,12.62,21.32,23.04,7.212643623352051,7.45,2.26,2255.132080078125,0.8919379711151123,3.159270763397217,3.64
2002-08-27,5.78,4.33,0.908,1.5959748029708862,12.38,13.72,2435.054931640625,8.79,0.452,31.41,4.862732410430908,3.43,8.78,10.862091064453123,13.07,1.44,1.17,1.93231201171875,0.4701449573040008,1.4578319787979126,2.7202842235565186,1.9893605709075928,1.9252715110778809,1.2118797302246094,18.79,1.48,15.72,8.17,2.5,11.7,12.87,22.22,23.71,7.503734111785889,7.58,2.27,2235.488525390625,0.8968837261199951,3.208057403564453,3.69
2002-08-28,5.66,4.29,0.888,1.4819765090942385,11.88,13.22,2443.109375,9.14,0.45,31.25,4.669511318206787,3.353,8.78,10.633506774902344,12.86,1.64,1.28,1.956167697906494,0.4593989551067352,1.4244924783706665,2.6812615394592285,1.985719919204712,1.9794493913650515,1.1734075546264648,18.69,1.54,15.5,8.39,2.51,11.88,12.81,22.25,24.29,7.503734111785889,8.13,2.21,2286.56201171875,0.9232629537582396,3.2027714252471924,3.65
2002-08-30,5.55,4.1,0.915,1.551801323890686,11.29,12.85,2496.803955078125,9.4,0.475,30.18,4.787590026855469,3.43,8.47,10.159401893615724,12.76,1.54,1.22,1.9680949449539185,0.4755179584026336,1.4699550867080688,2.731595516204834,2.003017902374268,1.9724503755569456,1.154171109199524,19.37,1.45,14.83,8.17,2.35,11.39,12.67,22.61,22.62,7.665452480316162,8.48,2.14,2160.84033203125,0.9430473446846008,3.0490970611572266,3.64
2002-09-02,5.56,4.14,0.936,1.5389761924743652,11.32,12.9,2496.803955078125,9.22,0.465,30.52,4.785443305969238,3.404,8.23,10.07473850250244,12.68,1.55,1.22,1.9442397356033323,0.4701449573040008,1.4750065803527832,2.7146291732788086,2.007570505142212,1.9677839279174805,1.154171109199524,19.06,1.46,14.93,8.15,2.36,11.19,12.66,22.25,22.79,7.600767135620117,8.36,2.2,2164.7705078125,0.9430473446846008,3.0470645427703857,3.64
2002-09-03,5.57,4.2,0.915,1.5104765892028809,10.91,12.62,2380.466064453125,8.71,0.449,29.78,4.467702388763428,3.217,7.59,10.159401893615724,12.86,1.39,1.11,1.8965272903442385,0.4674583673477173,1.4598513841629028,2.7994606494903564,2.0171306133270264,1.9631181955337524,1.1114237308502195,18.41,1.48,15.12,8.15,2.34,11.06,12.27,21.81,22.55,7.487560272216797,8.0,2.14,2094.05126953125,0.9446958899497986,3.089751005172729,3.68
2002-09-04,5.64,4.2,0.902,1.4534767866134644,10.94,12.67,2313.34716796875,8.51,0.435,29.29,4.293803215026856,3.106,7.2,10.117072105407717,12.86,1.25,0.99,1.9442397356033323,0.4674583673477173,1.4421730041503906,2.805116653442383,2.0621979236602783,1.9447133541107176,1.1050117015838623,18.17,1.46,16.03,7.83,2.42,11.07,12.15,21.53,22.62,7.439043998718262,7.79,2.21,2082.264404296875,0.9529392123222352,3.1263415813446045,3.69
2002-09-05,5.49,4.21,0.854,1.4007525444030762,10.66,12.32,2277.550537109375,8.17,0.419,28.96,4.143519878387451,2.996,6.64,10.040875434875488,12.86,1.19,0.99,1.9442397356033323,0.4486525058746338,1.3921620845794678,2.8390491008758545,2.048541784286499,1.889498233795166,1.1050117015838623,18.48,1.45,15.88,7.27,2.36,10.48,11.76,20.72,21.2,7.342015743255615,7.26,2.1,2078.3359375,0.8952351212501526,3.1922011375427246,3.77
2002-09-06,5.51,4.27,0.847,1.396478295326233,10.79,12.32,2205.957763671875,7.95,0.424,28.56,4.143519878387451,2.97,6.69,10.05780792236328,12.89,1.23,0.99,1.9442397356033323,0.4459661841392517,1.348721265792847,2.867326498031616,2.068117141723633,1.842837691307068,1.0857754945755005,18.55,1.42,16.03,7.49,2.33,10.64,11.81,20.96,21.11,7.342015743255615,7.2,2.1,2023.3326416015625,0.8770999908447266,3.215780735015869,3.85
2002-09-09,5.57,4.18,0.854,1.5674749612808228,11.2,12.77,2256.072265625,8.0,0.433,28.48,4.315272331237793,3.064,7.15,10.269461631774902,12.91,1.34,1.11,1.9084556102752688,0.4540257155895233,1.3739783763885498,2.901259183883667,2.0826833248138428,1.9216423034667969,1.0985997915267944,18.84,1.46,15.66,7.81,2.39,10.9,12.04,21.11,21.71,7.4067063331604,7.18,2.1,2046.905517578125,0.8803970217704773,3.2523694038391118,3.88
2002-09-10,5.56,4.29,0.854,1.5389761924743652,11.21,12.67,2259.65234375,7.78,0.42,28.48,4.482730388641357,3.106,7.15,10.05780792236328,12.81,1.39,1.08,1.9084556102752688,0.4567120671272278,1.389131784439087,2.9578139781951904,2.1213784217834477,1.9239753484725952,1.0921874046325684,18.81,1.48,15.66,8.25,2.3,10.9,12.03,21.18,21.53,7.4067063331604,7.18,2.1,2070.47802734375,0.8787485361099243,3.2483043670654297,3.87
2002-09-11,5.68,4.25,0.888,1.50050151348114,11.57,13.19,2384.939697265625,8.09,0.42,29.37,4.652335643768311,3.234,7.4,10.227130889892578,12.86,1.55,1.13,1.956167697906494,0.4647721350193023,1.434594750404358,2.9974024295806885,2.162349939346313,1.9369367361068728,1.1114237308502195,19.23,1.48,15.35,8.79,2.38,11.07,12.22,21.57,22.79,7.471389770507812,7.41,2.14,2090.121826171875,0.8902896046638489,3.2442386150360107,3.92
2002-09-12,5.69,4.12,0.888,1.4534767866134644,11.49,13.27,2331.244873046875,8.1,0.419,29.37,4.465555667877197,3.192,7.2,10.286388397216797,12.99,1.5,1.11,1.9084556102752688,0.4620851874351501,1.4297465085983276,2.980436325073242,2.1577963829040527,1.9584523439407349,1.0772262811660769,19.36,1.52,15.26,9.03,2.4,11.07,12.18,21.38,23.79,7.439043998718262,7.43,2.27,2172.62646484375,0.906776487827301,3.2121224403381348,3.87
2002-09-13,5.64,4.1,0.888,1.4392282962799072,11.56,13.49,2317.82177734375,8.17,0.429,29.95,4.390414237976074,3.192,6.91,10.235596656799316,12.79,1.39,1.08,1.9084556102752688,0.4620851874351501,1.4295438528060913,3.034163475036621,2.1855661869049072,1.958711624145508,1.096462607383728,19.37,1.48,15.18,9.09,2.36,11.0,12.09,21.55,23.46,7.422872543334961,7.69,2.28,2164.7705078125,0.9100733399391174,3.2523694038391118,3.92
2002-09-16,5.6,4.12,0.847,1.3722535371780396,11.42,13.44,2183.5849609375,7.81,0.407,29.62,4.122050285339356,3.013,6.53,10.15093231201172,12.67,1.27,1.01,1.8846007585525515,0.4379067122936249,1.368927001953125,2.9917473793029785,2.1486921310424805,1.9125688076019287,1.053715467453003,19.23,1.48,15.12,8.39,2.3,10.48,11.8,20.43,22.37,7.354952335357666,7.29,2.21,2066.5498046875,0.8672074675559998,3.284893751144409,3.95
2002-09-17,5.6,4.06,0.827,1.345179319381714,11.25,13.36,2116.466552734375,7.64,0.397,29.07,4.079113483428955,2.945,6.63,10.083205223083496,12.66,1.25,0.99,1.8965272903442385,0.4352197647094726,1.3204336166381836,2.833393812179565,2.057190179824829,1.958711624145508,1.0494407415390017,19.36,1.48,14.84,8.44,2.27,10.24,11.66,20.07,21.79,7.244985103607178,7.06,2.21,2039.0477294921875,0.8803970217704773,3.2515573501586914,3.98
2002-09-18,5.43,4.21,0.806,1.3537285327911377,11.05,12.71,2106.622802734375,8.06,0.392,29.05,4.076966285705566,2.953,6.77,9.820754051208496,12.22,1.26,0.95,1.8846007585525515,0.4271603226661682,1.2830535173416138,2.816427230834961,2.0043838024139404,1.9400473833084104,1.0088306665420532,19.52,1.47,15.42,8.37,2.24,10.02,11.32,20.07,21.95,7.212643623352051,6.65,2.14,2003.6893310546875,0.8935865759849548,3.3540072441101074,4.08
2002-09-19,5.3,4.2,0.806,1.3252288103103638,10.87,12.83,2147.7880859375,7.55,0.383,28.75,4.057643890380859,2.868,6.7,9.56676959991455,11.96,1.22,0.99,1.8488168716430664,0.4271603226661682,1.312249779701233,2.68465518951416,1.943838119506836,1.8760182857513428,1.0494407415390017,19.37,1.5,15.42,8.2,2.23,10.07,11.25,20.07,21.79,7.212643623352051,6.25,2.14,2046.905517578125,0.8738020658493042,3.3743340969085693,4.13
