,ACES4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,GOAU4,ITSA4,ITUB4,PCAR4,PRGA4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,UBBR11,USIM5,VALE3,VALE5
2005-01-19,33.78,9.81,7.98,1.995,4.221584796905518,4.574178695678711,13.23,13.909351348876951,2.5,1.961318850517273,4962.2861328125,0.478,44.11,6.859349727630615,5.779,15.18,13.012496948242188,21.74,2.5,1.96,5.521084308624268,6.576554775238037,1.2116305828094482,4.031010627746582,48.73,57.92,5.919020175933838,4.2359299659729,3.4334487915039062,5.41,4.3516526222229,148.69,3.75,30.28,22.75,26.33,19.89,34.53,29.16,13.034504890441896,15.12,2.99,7.94,8.78748893737793,9.476594924926758,11.36
2005-01-20,32.85,9.47,7.95,1.968,4.120842456817627,4.431680679321289,12.65,13.40248203277588,2.5,1.973676323890686,4786.88427734375,0.475,42.19,6.616750717163086,5.66,14.51,12.44526195526123,21.14,2.4,1.83,5.315883636474609,6.289656639099121,1.18207848072052,3.960292100906372,47.93,57.28,5.802518367767334,4.140328407287598,3.318093061447144,5.25,4.206313133239746,142.34,3.69,30.04,22.02,25.97,19.35,34.13,28.08,12.669014930725098,14.66,2.91,7.6,8.573158264160156,9.379022598266602,11.3
2005-01-21,32.2,9.69,7.9,1.914,4.199997901916504,4.346183300018311,12.66,13.661810874938965,2.6,1.973323106765747,4984.6591796875,0.49,42.65,6.805677890777588,5.779,14.9,12.995566368103027,21.49,2.46,1.84,5.291363716125488,6.329377174377441,1.1874525547027588,3.9350316524505615,47.78,58.68,5.837017059326172,4.147156715393066,3.230474710464477,5.18,4.360202312469482,143.84,3.73,29.96,22.16,26.1,19.21,33.32,27.74,12.840441703796388,14.9,2.99,7.54,8.531942367553711,9.769306182861328,11.59
2005-01-24,32.56,9.76,7.84,1.948,4.4278669357299805,4.460177898406982,12.64,13.626447677612305,2.69,1.969792127609253,5181.5390625,0.52,42.19,7.06330680847168,6.094,14.61,12.826244354248049,21.14,2.64,1.88,5.453975200653076,6.659314632415772,1.1955116987228394,3.9501874446868896,49.85,59.23,5.90997314453125,4.201330661773682,3.205070734024048,5.32,4.536320209503174,144.35,3.73,30.04,22.94,26.46,19.43,34.72,27.82,13.257675170898438,14.69,3.0,7.62,8.541834831237793,9.970547676086426,11.97
2005-01-26,33.2,9.69,7.96,1.968,4.4086785316467285,4.471579551696777,12.75,13.555724143981934,2.65,1.9242461919784544,5319.35595703125,0.538,44.03,7.192121505737305,6.213,14.34,12.8008451461792,21.27,2.7,1.9,5.575290679931641,6.708966255187988,1.1847648620605469,3.8793652057647705,49.14,59.12,6.017992973327637,4.288281440734863,3.30124306678772,5.21,4.565388202667236,146.37,3.77,30.45,22.64,27.17,19.85,35.39,27.74,13.519659042358398,15.02,3.24,7.57,8.62261962890625,9.940058708190918,11.83
2005-01-27,32.39,9.4,7.9,1.975,4.317529678344727,4.388932228088379,12.66,13.21388339996338,2.56,1.853631615638733,5217.3359375,0.517,43.33,6.975283622741699,5.89,14.24,12.826244354248049,21.34,2.61,1.81,5.45268440246582,6.646071910858154,1.174019455909729,3.8187508583068848,47.37,58.25,6.011772632598877,4.2791748046875,3.25354528427124,5.13,4.402948379516602,143.84,3.65,29.93,22.51,27.36,19.52,34.57,26.9,13.487312316894531,14.43,3.15,7.66,8.465993881225586,9.879075050354004,11.66
2005-01-28,33.47,9.53,7.84,1.988,4.317529678344727,4.32481050491333,12.54,13.602872848510742,2.59,1.871285080909729,5074.1494140625,0.522,43.11,6.902289390563965,5.907,13.87,12.783912658691406,21.05,2.68,1.77,5.620462894439697,6.885518550872803,1.18207848072052,3.8289544582366943,45.54,57.12,5.921848297119141,4.224546909332275,3.1573731899261475,5.08,4.39354419708252,143.22,3.45,30.03,22.36,27.3,19.41,33.93,27.65,13.5358304977417,14.15,3.2,7.58,8.655591011047363,9.671734809875488,11.49
2005-01-31,33.32,9.59,8.04,2.057,4.310333728790283,4.403181076049805,12.76,13.685385704040527,2.56,1.8553966283798216,5172.58984375,0.526,44.94,7.267261981964111,6.213,13.95,12.597655296325684,21.03,2.69,1.83,5.730158805847168,7.046622753143311,1.2116305828094482,3.940087556838989,46.5,58.14,5.966528415679932,4.247309684753418,3.184332609176636,5.06,4.479893207550049,143.34,3.41,30.73,22.7,28.87,19.67,34.13,28.57,13.584343910217283,14.43,3.25,7.81,8.82046127319336,9.659538269042969,11.36
2005-02-01,32.79,9.58,8.18,2.037,4.303138256072998,4.286332607269287,12.59,13.956501007080078,2.49,1.8200896978378296,4971.23486328125,0.501,44.77,7.084775924682617,5.941,13.44,12.699249267578123,21.14,2.81,1.88,5.433324813842773,6.694622993469238,1.2250635623931885,4.02242374420166,46.73,58.38,6.0457048416137695,4.270070552825928,3.1221187114715576,5.08,4.505541801452637,143.34,3.38,30.76,23.05,27.98,19.28,34.04,27.82,13.600521087646484,14.4,3.24,8.1,8.82046127319336,9.708324432373049,11.55
2005-02-02,32.61,9.56,8.33,2.112,4.317529678344727,4.5171799659729,12.83,14.722697257995604,2.56,1.871285080909729,5151.11328125,0.508,46.78,7.36387300491333,6.171,13.84,12.487593650817873,20.94,2.75,1.91,5.459137439727783,6.732139587402344,1.2546155452728271,4.132038593292236,44.88,59.87,6.102260589599609,4.333801746368408,3.13844895362854,5.14,4.62523365020752,144.35,3.44,31.99,23.43,29.0,19.38,34.66,28.98,13.616691589355469,14.78,3.39,8.17,9.141953468322754,9.610754013061523,11.44
2005-02-03,32.85,9.54,8.22,2.2,4.269558429718018,4.659676551818848,12.83,15.01738452911377,2.52,1.8271512985229488,5271.0302734375,0.513,46.59,7.385341167449951,6.188,14.5,12.19974422454834,20.31,2.74,1.96,5.575290679931641,6.786206245422363,1.3056601285934448,4.273476600646973,45.28,61.38,6.197836399078369,4.379324913024902,3.3066868782043457,5.27,4.6312174797058105,145.16,3.67,31.99,23.38,29.63,19.63,34.66,28.98,13.875439643859863,15.0,3.38,8.73,9.24911880493164,9.488791465759276,11.3
2005-02-04,34.71,10.05,8.47,2.351,4.307455539703369,4.874849796295166,13.49,15.559610366821287,2.57,1.8892916440963743,5548.45361328125,0.529,48.16,7.664439678192139,6.494,15.23,12.402932167053224,20.52,2.79,1.98,5.710801124572754,6.898762702941895,1.3620766401290894,4.425021171569824,47.85,63.2,6.271923065185547,4.429402828216553,3.5257327556610107,5.26,4.77057409286499,147.91,3.69,32.15,24.19,32.21,20.88,35.76,30.42,14.532025337219238,15.84,3.64,9.23,9.397500991821287,9.47537612915039,11.3
2005-02-09,34.83,10.44,8.45,2.358,4.197598934173584,4.916172981262207,13.88,15.783576011657717,2.59,1.952491879463196,5807.97802734375,0.551,49.07,7.61076545715332,6.494,15.28,13.749055862426758,22.56,2.94,2.07,5.6398210525512695,6.896553993225098,1.3459579944610596,4.384607315063477,48.73,64.88,6.696084976196289,4.625607013702393,3.433188915252685,5.27,4.838969230651856,150.41,3.77,32.06,25.29,33.56,21.75,38.74,31.09,14.874859809875488,16.28,3.72,9.09,9.560718536376951,9.330235481262209,11.32
2005-02-10,35.38,10.46,8.51,2.344,4.198078155517578,4.901922702789307,13.82,15.44173812866211,2.59,1.8818769454956052,5794.55419921875,0.557,49.53,7.900598526000977,6.681,15.6,13.58819580078125,22.54,3.01,2.1,5.792107582092285,7.041104793548584,1.340585708618164,4.374503135681152,49.14,62.49,6.569401264190674,4.604666233062744,3.387047290802002,5.29,4.85606861114502,151.92,3.73,32.11,25.82,32.79,22.07,39.56,31.59,14.554656982421877,16.47,3.76,8.85,9.55907154083252,9.282670974731444,11.2
2005-02-11,35.86,10.51,8.33,2.365,4.264760494232178,4.873421669006348,14.06,15.310895919799805,2.63,1.871285080909729,5816.9267578125,0.567,49.9,8.113140106201172,6.911,15.55,13.672859191894531,22.35,3.16,2.08,5.788232803344727,7.02896785736084,1.3486448526382446,4.373494625091553,49.21,61.95,6.555263042449951,4.679323673248291,3.3875651359558105,5.32,4.873167514801025,156.98,3.73,31.99,26.18,32.1,22.54,41.64,31.93,14.878087997436523,16.54,3.79,8.8,9.826157569885254,9.244863510131836,11.24
2005-02-14,36.39,10.68,8.14,2.495,4.331922054290772,4.77367639541626,13.92,14.970232009887695,2.61,1.883642673492432,5816.9267578125,0.571,49.48,7.913478851318359,6.656,15.38,14.163894653320312,22.89,3.32,1.96,5.726263999938965,6.8844757080078125,1.391629695892334,4.525946617126465,49.55,61.3,6.504928112030029,4.636532783508301,3.4562599658966064,5.23,4.779978752136231,154.46,3.7,31.25,26.14,31.69,22.22,40.33,31.42,14.781068801879885,16.45,3.79,9.13,9.727238655090332,9.39243984222412,11.29
2005-02-15,37.24,10.9,8.14,2.529,4.379895687103272,5.058670997619629,13.69,15.217775344848633,2.57,1.8624582290649412,5870.62255859375,0.567,50.21,7.943534851074219,6.741,15.6,14.3501558303833,23.12,3.54,2.0,5.669570446014404,6.807105541229248,1.4050614833831787,4.576461791992188,51.37,61.1,6.463644981384277,4.600112915039063,3.387305498123169,5.06,4.860343456268311,156.18,3.69,30.93,26.34,32.08,22.22,39.15,31.84,14.8134126663208,16.68,3.75,9.2,9.776700019836426,9.574169158935549,11.39
2005-02-16,37.25,10.73,8.04,2.488,4.250369548797607,4.98884391784668,13.18,14.97141170501709,2.5,1.8253856897354128,5834.8251953125,0.565,48.51,7.750316143035889,6.511,15.09,13.850646018981934,22.41,4.02,1.97,5.564090251922607,6.615965366363525,1.3755099773406982,4.485737323760986,51.13,59.78,6.5156731605529785,4.666121959686279,3.5024025440216064,4.99,5.00140905380249,156.48,3.61,30.04,25.89,31.58,22.05,37.56,31.5,15.039804458618164,16.56,3.64,8.86,10.007513999938965,9.513182640075684,11.28
2005-02-17,38.71,10.78,8.15,2.495,4.312732219696045,5.129918098449707,13.15,15.382798194885254,2.57,1.853631615638733,6012.91259765625,0.586,49.8,7.98647403717041,6.783,15.76,13.926841735839844,22.56,3.94,2.05,5.814605712890625,6.881060600280762,1.3970022201538086,4.5159430503845215,51.29,59.12,6.53207540512085,4.675225734710693,3.571614980697632,4.94,5.180946350097656,166.07,3.65,30.28,26.96,33.37,22.85,40.21,32.68,15.039804458618164,17.49,3.78,8.92,10.370224952697754,9.732720375061035,11.56
2005-02-18,38.03,10.82,8.18,2.426,4.28394889831543,5.272417545318604,12.83,15.459420204162598,2.6,1.8359780311584477,5740.85888671875,0.587,48.16,7.836190700531006,6.588,16.2,13.545865058898926,21.9,3.71,1.96,6.117862224578857,7.088128089904785,1.3593907356262207,4.370563983917236,51.13,59.19,6.566007614135742,4.675225734710693,3.5853545665740967,4.93,5.236516952514648,163.32,3.61,30.12,26.44,32.0,22.14,38.59,31.0,14.94601345062256,16.15,3.68,8.77,10.42793083190918,9.915666580200195,11.78
2005-02-21,38.89,10.82,8.4,2.358,4.330483436584473,5.074343681335449,12.64,15.205985069274902,2.67,1.8257391452789309,5816.9267578125,0.597,48.16,7.836190700531006,6.647,16.05,13.545865058898926,21.79,3.79,1.96,6.032158851623535,7.042620658874512,1.3459579944610596,4.354300022125244,50.74,59.77,6.608989715576172,4.734407901763916,3.629163265228272,4.98,5.21514368057251,166.44,3.65,31.01,26.14,32.21,22.42,38.68,30.42,14.878087997436523,15.69,3.57,8.52,10.615878105163574,10.183981895446776,12.09
2005-02-22,38.36,10.89,8.37,2.433,4.629831314086914,4.766551971435547,12.59,15.026814460754396,2.79,1.871285080909729,5709.537109375,0.586,46.28,7.664439678192139,6.418,15.53,13.122557640075684,21.45,3.71,1.9,6.115224361419678,7.088128089904785,1.3593907356262207,4.460379600524902,53.13,59.13,6.814849853515625,4.770824909210205,3.5024025440216064,4.91,5.274987697601318,162.22,3.68,30.48,25.92,32.02,21.71,37.29,30.42,14.878087997436523,15.29,3.54,8.8,10.515311241149902,10.562074661254885,12.6
2005-02-23,39.05,10.95,8.47,2.474,4.763676166534424,4.577027320861816,12.79,15.346257209777832,2.88,1.8430397510528564,5727.43408203125,0.591,47.24,7.776078224182129,6.494,15.99,13.274946212768556,21.44,3.74,1.95,6.196970939636231,7.23603630065918,1.3513305187225342,4.465426445007324,53.93,57.61,6.899682998657227,4.870975971221924,3.594686985015869,4.86,5.294652462005615,160.15,3.8,31.25,25.88,32.08,21.98,38.56,31.09,15.198299407958984,15.8,3.56,8.89,10.798883438110352,10.990166664123535,12.97
2005-02-24,40.16,11.48,8.98,2.604,5.157049655914307,4.688178062438965,13.59,15.701064109802246,2.96,1.853278398513794,6103.29931640625,0.629,48.97,7.965003490447998,6.758,16.89,13.55433177947998,22.35,3.73,2.04,6.447488784790039,7.395322322845459,1.4077485799789429,4.687692642211914,53.68,58.9,7.163792610168457,5.03485918045044,3.6799721717834473,4.93,5.745209217071533,164.55,3.95,32.35,26.82,32.79,22.64,40.45,32.09,15.816058158874512,16.52,3.74,9.41,11.351195335388184,11.678040504455566,13.64
2005-02-25,40.18,11.55,8.96,2.59,5.061106204986572,4.575603485107422,13.69,15.61855125427246,2.81,1.8889394998550413,6004.85986328125,0.629,48.39,8.113140106201172,6.801,16.43,13.884512901306152,22.4,3.71,2.07,6.460671901702881,7.339570999145508,1.39431631565094,4.627073287963867,49.63,58.27,7.349290370941162,5.14639139175415,3.5532114505767822,5.03,5.719559669494629,164.62,3.91,32.48,26.31,32.9,22.96,40.26,31.5,15.292089462280272,16.35,3.72,9.71,11.260515213012695,11.281657218933104,13.25
2005-02-28,39.8,11.02,8.63,2.59,4.941174030303955,4.417430877685547,13.43,15.44173812866211,2.85,1.9065927267074585,6022.75732421875,0.636,47.97,8.113140106201172,6.835,16.08,14.011504173278809,22.35,3.78,2.05,6.717781066894531,7.514781475067139,1.3620766401290894,4.546252727508545,49.23,58.82,7.182456016540527,5.063085556030273,3.6174991130828857,5.02,5.745209217071533,172.51,3.97,31.58,26.04,32.34,22.48,40.79,31.17,15.036584854125977,15.96,3.72,9.62,11.359436988830566,11.03773021697998,12.95
2005-03-01,39.21,11.56,8.82,2.686,4.830835819244385,4.3476080894470215,13.54,15.488886833190918,2.71,1.961318850517273,5982.486328125,0.636,46.41,7.995061874389648,6.63,16.26,13.571264266967772,21.9,3.7,2.01,6.488359928131104,7.300887107849121,1.3808832168579102,4.576664447784424,49.14,59.34,6.848782062530518,4.855498313903809,3.6861939430236816,4.99,5.62893533706665,174.97,3.99,31.25,26.46,31.32,22.01,39.01,30.42,14.8134126663208,16.03,3.76,9.6,11.169837951660156,10.684036254882812,12.53
2005-03-02,39.8,11.28,8.63,2.672,4.914789199829102,4.388932228088379,13.83,15.323858261108398,2.78,1.9772069454193115,5825.87646484375,0.656,47.51,7.975739002227783,6.758,16.48,14.011504173278809,22.15,3.71,2.07,6.502864837646484,7.303163051605225,1.391629695892334,4.627172946929932,48.9,61.03,7.108933925628662,4.993888854980469,3.61775803565979,5.06,5.685361862182617,180.46,3.86,31.58,26.77,32.39,22.49,40.85,31.26,15.065690994262695,16.33,3.82,9.57,11.029698371887209,10.94016170501709,12.9
2005-03-03,40.17,11.48,8.74,2.706,5.0366387367248535,4.42740535736084,13.83,15.135259628295898,2.79,2.019928455352783,5825.87646484375,0.645,48.43,7.965003490447998,6.749,16.92,14.561805725097656,22.76,3.67,2.06,6.725692272186279,7.469270706176758,1.4373011589050293,4.79882287979126,49.3,62.59,7.278596878051758,5.166874885559082,3.61775803565979,5.11,5.762306213378906,182.66,3.86,31.36,26.93,33.66,23.46,42.53,32.51,14.958956718444824,16.37,3.93,9.96,10.873075485229492,11.281657218933104,13.31
2005-03-04,41.08,11.52,8.96,2.741,5.181036949157715,4.460177898406982,13.63,15.288498878479004,2.96,2.0305209159851074,5906.41845703125,0.633,48.88,8.07020378112793,6.826,16.57,14.612600326538086,23.07,3.66,2.26,6.961706638336182,7.736641883850098,1.4883443117141724,4.9099555015563965,49.85,63.31,7.411502838134766,5.2488203048706055,3.6268310546875,5.05,5.96749210357666,183.19,3.85,31.79,27.23,34.02,23.8,42.72,34.6,14.94601345062256,16.56,3.97,10.1,10.980238914489746,11.647550582885742,13.69
2005-03-07,41.51,11.79,9.32,2.775,5.320157051086426,4.668227195739746,13.72,15.429948806762695,2.98,2.0707719326019287,5981.59130859375,0.629,49.34,7.969299793243408,6.852,16.92,14.900452613830566,23.38,3.95,2.41,7.17266321182251,7.952813625335693,1.5017775297164917,4.889747142791748,50.65,63.85,7.482195377349853,5.269303798675537,3.776663064956665,5.0,5.950392723083496,186.32,3.89,32.95,26.28,34.66,23.64,42.05,36.19,15.201534271240234,16.45,3.92,10.17,11.293490409851074,11.570713996887209,13.76
2005-03-08,41.41,11.84,9.39,2.734,5.194949150085449,4.716677188873291,13.69,15.123473167419434,2.92,2.051352024078369,5816.9267578125,0.609,49.07,7.771783828735352,6.656,16.05,15.15443515777588,23.78,4.21,2.29,7.187168121337891,8.021079063415527,1.4775991439819336,4.877624034881592,50.42,63.35,7.383224964141846,5.207847595214844,3.732855081558228,4.94,5.9033708572387695,181.1,3.85,33.06,25.89,34.54,23.42,40.48,34.52,15.104496002197266,16.01,3.93,9.81,11.112133026123049,11.367033004760742,13.47
2005-03-09,41.09,11.56,9.25,2.692,5.214616775512695,4.60267972946167,13.63,15.01738452911377,2.89,2.0548830032348637,5790.080078125,0.611,48.06,7.52274227142334,6.494,15.85,14.307825088500977,23.17,4.13,2.24,7.199036121368408,8.095030784606934,1.4641658067703247,4.7987213134765625,49.93,63.59,7.2163896560668945,5.116800785064697,3.548544883728028,4.9,5.717848777770996,182.13,3.75,32.87,25.57,34.35,23.01,39.53,32.51,15.330904960632324,15.42,3.72,9.67,10.74117946624756,11.280438423156738,13.42
2005-03-10,41.8,11.37,8.9,2.659,5.176239013671875,4.702425956726074,15.26,14.852357864379885,2.87,2.118435859680176,5530.55517578125,0.597,48.51,7.514156818389893,6.554,15.83,14.942781448364258,23.48,4.09,2.24,6.974889755249023,7.973294258117676,1.4641658067703247,4.773565769195557,48.81,63.91,7.041067600250244,4.980232238769531,3.594428062438965,4.92,5.623805999755859,181.62,3.76,32.14,24.95,35.26,23.16,38.13,33.93,14.878087997436523,15.51,3.99,9.67,10.48233413696289,11.025534629821776,13.2
2005-03-11,41.52,11.48,8.82,2.624,5.205023288726807,4.659676551818848,14.53,14.262978553771973,2.84,1.9948608875274656,5503.70751953125,0.585,46.69,7.342403888702393,6.349,15.6,14.138495445251465,22.76,3.98,2.19,6.968297004699707,7.951676368713379,1.4641658067703247,4.748306751251221,48.45,60.86,6.945488929748535,4.898291110992432,3.490996599197388,5.02,5.565670490264893,181.62,3.74,31.83,24.16,34.73,22.77,39.01,32.09,14.392940521240234,15.15,4.0,9.57,10.221842765808104,11.013339042663574,13.11
2005-03-14,41.16,11.43,8.79,2.611,5.133063793182373,4.581302165985107,14.53,14.084983825683594,2.78,2.0831291675567627,5279.97900390625,0.579,46.88,7.696640968322754,6.537,15.83,14.858125686645508,22.86,4.0,2.21,6.920833110809326,7.873169898986816,1.44536030292511,4.6796064376831055,46.73,61.95,6.910992622375488,4.861871242523193,3.5482847690582275,5.04,5.557121753692627,177.94,3.78,32.07,24.29,34.85,22.94,39.0,34.11,14.341190338134766,15.71,4.12,9.54,10.065218925476074,10.854785919189451,12.93
2005-03-15,40.69,11.24,8.76,2.59,5.109077453613281,4.531428813934326,14.07,13.96828556060791,2.75,2.0831291675567627,5369.4697265625,0.582,45.59,7.4883928298950195,6.392,15.41,13.689788818359377,21.58,4.09,2.19,6.922149181365967,7.941436290740967,1.42386794090271,4.635156631469727,46.65,61.85,6.775261878967285,4.734407901763916,3.4562599658966064,5.05,5.519503593444824,175.33,3.75,31.58,23.78,34.09,22.38,37.76,33.09,14.224753379821776,14.96,3.92,9.51,10.122922897338867,10.769412994384766,12.74
2005-03-16,41.11,11.27,8.74,2.638,5.099483013153076,4.474430084228516,14.1,14.33370304107666,2.75,2.0471153259277344,5607.51806640625,0.624,45.68,7.664439678192139,6.511,15.8,14.079235076904297,22.25,4.09,2.22,6.823261737823486,7.837899684906006,1.4641658067703247,4.70789909362793,48.74,63.47,6.834643840789795,4.83455753326416,3.5254743099212646,5.0,5.514373779296875,174.81,3.85,31.1,24.58,34.02,22.55,37.8,33.43,14.072744369506836,15.02,3.97,9.54,10.07345962524414,10.67183780670166,12.66
2005-03-17,40.97,11.18,8.58,2.665,5.272183895111084,4.559928894042969,14.23,14.687331199645996,2.85,1.9803847074508667,5795.4501953125,0.614,46.32,7.922066211700439,6.69,15.88,13.689788818359377,21.74,4.18,2.2,6.816667556762695,7.634246349334717,1.4695390462875366,4.748306751251221,48.73,64.13,6.953972339630127,4.884178638458252,3.4562599658966064,4.98,5.698184490203857,178.99,4.02,31.25,24.6,33.98,22.5,37.76,34.11,13.810747146606444,15.12,3.87,9.5,10.056974411010742,11.184088706970217,13.16
2005-03-18,40.56,11.11,8.41,2.631,5.199745655059815,4.545680522918701,14.41,14.321916580200195,2.79,1.9987446069717407,5673.7412109375,0.589,45.54,7.642969608306885,6.494,15.45,13.58819580078125,21.9,4.08,2.16,6.638667106628418,7.492027759552002,1.42386794090271,4.616971015930176,48.74,64.02,6.87140417098999,4.816348552703857,3.43111515045166,4.98,5.569945335388184,177.94,3.84,30.22,23.54,33.4,22.06,37.29,32.93,13.901321411132812,14.76,3.78,9.28,9.727238655090332,10.992605209350586,12.96
2005-03-21,40.46,11.05,8.58,2.529,5.079813003540039,4.46303129196167,14.23,13.905814170837402,2.71,2.0061583518981934,5557.40283203125,0.586,46.14,7.501275539398193,6.537,15.86,13.884512901306152,21.84,4.04,2.16,6.568791389465332,7.496580123901367,1.3835697174072266,4.465426445007324,48.74,62.79,6.854438304901123,4.811795711517334,3.408043622970581,4.91,5.517793655395508,178.79,3.8,30.36,23.61,32.79,21.98,37.46,33.93,13.729891777038574,14.69,3.79,9.05,9.601938247680664,10.866982460021973,12.72
2005-03-22,39.52,11.03,8.61,2.556,4.988667011260986,4.360431671142578,13.59,13.084218978881836,2.67,2.012514352798462,5320.2509765625,0.557,44.21,7.127711772918701,6.247,15.41,13.579731941223145,21.32,3.88,2.13,6.427708148956299,7.361185073852539,1.3540178537368774,4.404812335968018,48.43,59.89,6.622564792633057,4.680233478546143,3.191330909729004,4.83,5.445977687835693,173.77,3.75,29.22,22.94,31.83,21.28,35.54,31.26,13.584343910217283,13.93,3.61,8.91,9.400798797607422,10.818198204040527,12.63
2005-03-23,39.51,10.78,8.33,2.495,4.782864093780518,4.202261924743652,13.28,12.883831977844238,2.6,1.9630837440490725,5227.1796875,0.529,44.77,6.83788013458252,6.222,15.43,13.36807918548584,21.04,3.5,2.12,6.2945404052734375,7.127950191497803,1.3325252532958984,4.278531074523926,46.52,57.67,6.554696559906006,4.611494541168213,3.1107120513916016,4.61,5.369033336639404,173.77,3.73,28.83,22.43,31.21,21.24,35.22,31.93,13.649038314819336,13.67,3.5,8.73,9.537639617919922,10.171788215637209,12.09
2005-03-24,39.56,10.95,8.74,2.556,4.883126735687256,4.232184410095215,13.23,13.197379112243652,2.69,1.976853847503662,5351.57275390625,0.546,44.94,7.213588714599609,6.341,15.83,13.122557640075684,20.98,3.8,2.17,6.380241870880127,7.338433265686035,1.3567041158676147,4.465426445007324,46.82,58.86,6.5829758644104,4.6706743240356445,3.1397454738616943,4.71,5.4417033195495605,178.99,3.75,29.33,23.05,31.52,21.45,35.22,32.34,13.746064186096191,13.67,3.47,9.13,9.91683578491211,10.525483131408691,12.57
2005-03-28,38.53,10.96,8.47,2.495,4.797255516052246,4.054060459136963,13.19,12.848467826843262,2.6,1.924599289894104,5199.43798828125,0.54,45.86,7.318789005279541,6.264,15.38,13.291879653930664,21.23,3.75,2.16,6.131044864654541,7.065375804901123,1.3432717323303225,4.359350204467773,45.54,56.72,6.503798007965088,4.586457252502441,3.007021188735962,4.54,5.298928260803223,173.77,3.75,29.15,22.8,31.06,21.21,34.66,31.59,13.729891777038574,13.58,3.43,8.77,9.496421813964844,10.263261795043944,12.3
2005-03-29,37.59,10.69,8.26,2.446,4.626954078674316,3.968563556671143,12.96,12.412327766418455,2.57,1.9062397480010984,5226.28466796875,0.557,44.94,7.514156818389893,6.392,15.05,12.783912658691406,20.67,3.55,2.17,5.814605712890625,6.7354278564453125,1.297600030899048,4.263372898101807,43.93,56.08,6.3624114990234375,4.515895366668701,2.882594108581543,4.42,5.121100425720215,169.57,3.67,28.42,23.08,30.57,21.02,34.99,31.59,13.357938766479492,13.45,3.46,8.54,9.150197982788086,9.781500816345217,11.79
2005-03-30,37.98,10.94,8.29,2.446,4.770870685577393,4.102511405944824,13.17,12.52430820465088,2.59,1.8889394998550413,5440.1689453125,0.578,45.49,7.851218700408935,6.758,15.6,13.198753356933594,20.81,3.49,2.19,5.826470851898193,6.644410133361816,1.3137192726135254,4.334092140197754,44.48,56.09,6.492486000061035,4.61604642868042,3.0046887397766118,4.36,5.283538341522217,171.78,3.77,28.73,23.49,31.49,21.71,36.28,31.67,13.357938766479492,14.24,3.57,8.87,9.339797019958496,10.08763313293457,12.14
2005-03-31,38.24,11.08,8.33,2.446,4.88600492477417,4.217932224273682,13.28,12.764777183532717,2.65,1.8779935836791992,5503.70751953125,0.561,46.41,7.619354248046875,6.46,15.52,13.478134155273438,21.28,3.6,2.2,5.840976715087891,6.882198810577393,1.3217796087265017,4.394711971282959,45.13,55.89,6.6451849937438965,4.695711135864258,3.0013186931610107,4.48,5.4117817878723145,170.63,3.75,28.17,23.49,31.89,21.56,36.12,30.75,13.06684684753418,14.4,3.54,9.04,9.479934692382812,10.366929054260254,12.42
2005-04-01,37.8,10.78,8.26,2.44,4.863938331604004,4.239309310913086,13.19,13.131369590759276,2.59,1.818324089050293,5637.94482421875,0.582,45.68,7.814722061157227,6.749,15.6,13.21568775177002,21.18,3.55,2.19,5.827790260314941,6.967527866363525,1.3271528482437134,4.384607315063477,45.05,54.9,6.73001766204834,4.779260158538818,3.032425880432129,4.53,5.510097980499268,171.67,3.82,28.83,23.86,32.49,21.59,36.85,31.42,13.002163887023926,14.08,3.54,8.89,9.527749061584473,10.305947303771973,12.42
2005-04-04,37.18,10.76,8.12,2.433,4.773270130157471,4.1153340339660645,12.96,12.847288131713867,2.61,1.850453734397888,5521.60498046875,0.551,45.13,7.288732528686523,6.392,15.72,12.919368743896484,20.57,3.32,2.18,5.735494613647461,6.889023303985596,1.292227268218994,4.334092140197754,43.76,56.42,6.684772968292236,4.779260158538818,2.9494731426239014,4.46,5.39468240737915,169.56,3.75,28.02,23.98,32.29,21.37,36.26,30.75,12.581693649291992,14.15,3.47,8.62,9.397500991821287,10.01323413848877,12.11
2005-04-05,36.46,10.73,7.88,2.46,4.6533379554748535,4.017011642456055,13.12,12.49484157562256,2.54,1.853631615638733,5906.41845703125,0.553,44.49,7.084775924682617,6.324,16.08,12.648451805114746,20.53,3.34,2.16,5.656385898590088,6.826448440551758,1.3029741048812866,4.329042434692383,43.55,55.43,6.562049865722656,4.660122871398926,2.910330295562744,4.23,5.189495086669922,165.39,3.71,26.87,23.86,31.83,21.12,35.59,30.25,12.387629508972168,13.79,3.38,8.59,9.03314208984375,9.90346908569336,11.82
