,ACES4,AMBV4,ARCZ6,BBDC4,BBAS3,BRTP4,BRKM5,CMET4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,ITSA4,ITUB4,PETR3,PETR4,SBSP3,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2004-02-12,15.48,10.12,7.88,1.51,3.238974571228028,17.9,8.349969863891602,1.56,4666.96630859375,0.526,53.37,7.66229248046875,6.63,15.6,14.561805725097656,21.27,5.98,4.04,3.83404803276062,0.9429765939712524,2.929807186126709,5.390234470367432,3.967342615127564,3.4585931301116943,4.873167514801025,92.56,3.59,27.81,27.66,22.78,24.04,37.67,52.46,12.846906661987305,21.14,3.64,5.5725531578063965,7.216196537017822,8.69
2004-02-13,14.95,9.85,8.05,1.51,3.271747350692749,17.56,8.28623104095459,1.57,4564.05078125,0.512,51.89,7.6215009689331055,6.409,15.05,13.977638244628906,20.68,5.7,3.85,3.7603297233581534,0.94029039144516,2.8893966674804688,5.332548141479492,3.905430793762207,3.318093061447144,4.900951385498047,89.39,3.44,28.29,27.48,22.34,23.67,37.12,50.44,12.791922569274902,20.09,3.46,5.473630428314209,7.012923717498779,8.38
2004-02-16,14.68,9.89,7.9,1.476,3.227574825286865,17.41,8.147159576416016,1.53,4447.7119140625,0.491,51.8,7.428280353546143,6.196,14.91,13.884512901306152,20.45,5.54,3.8,3.716343641281128,0.9349167346954346,2.869189500808716,5.231317520141602,3.860362052917481,3.2582108974456787,5.022781848907471,87.73,3.4,27.59,27.41,21.8,23.47,35.43,49.77,12.791922569274902,19.39,3.36,5.440658092498779,6.931614875793457,8.16
2004-02-17,14.68,9.85,8.31,1.517,3.348698854446411,17.53,8.199310302734375,1.6,4510.35546875,0.499,52.67,7.30161190032959,6.179,14.51,14.367087364196776,20.99,5.61,3.72,3.778294324874878,0.9268571138381958,2.8793962001800537,5.287304878234863,3.883124589920044,3.1915907859802246,5.157434940338135,86.75,3.59,28.58,27.96,21.8,23.66,35.98,51.28,12.937472343444824,19.47,3.38,5.819856643676758,7.130821228027344,8.48
2004-02-18,14.5,9.96,8.51,1.503,3.2532238960266118,17.56,7.996501922607422,1.59,4426.23388671875,0.475,52.32,7.086922645568848,6.017,13.85,14.604137420654297,21.04,5.33,3.57,3.7417423725128174,0.9564093947410583,2.9601142406463623,5.19738245010376,3.855810642242432,3.145188093185425,5.157434940338135,89.04,3.45,29.34,27.45,21.1,22.9,35.06,50.69,12.62050724029541,18.42,3.29,5.556066036224365,6.99259614944458,8.28
2004-02-19,13.88,9.71,8.26,1.408,3.006702184677124,16.61,7.301153182983398,1.51,4201.61083984375,0.455,49.43,6.644660472869873,5.668,12.78,14.01997184753418,20.69,5.0,3.3,3.673597574234009,0.9349167346954346,2.828779458999634,5.047512531280518,3.68009090423584,2.990950584411621,4.980034828186035,87.5,3.32,29.04,26.66,20.06,21.49,33.02,48.76,11.967164993286133,17.91,3.07,5.20159912109375,6.753141403198242,8.12
2004-02-20,13.88,9.67,8.26,1.449,3.063702344894409,16.59,7.457607269287109,1.53,4473.6650390625,0.49,50.56,6.913023948669434,5.898,13.51,13.63052463531494,21.15,5.0,3.45,3.6240406036376953,0.9268571138381958,2.8186769485473637,5.033373355865479,3.6828224658966064,3.076234579086304,5.0120954513549805,87.99,3.26,29.04,27.83,20.47,21.88,34.0,49.44,12.12888240814209,18.72,3.2,5.193356990814209,6.858435153961182,8.16
2004-02-25,14.16,9.91,8.48,1.469,3.1150014400482178,16.52,7.764719009399414,1.51,4572.99951171875,0.48,50.65,6.97743034362793,6.017,13.44,13.960707664489746,21.22,5.21,3.53,3.7789134979248047,0.9161117672920228,2.823727607727051,5.124426364898682,3.746554136276245,3.3066868782043457,5.125375270843506,87.32,3.37,30.07,27.86,20.41,22.12,33.97,49.6,12.546117782592772,18.84,3.13,5.302168846130371,6.8299760818481445,8.27
2004-02-26,14.25,10.11,8.41,1.442,3.063702344894409,16.12,8.112391471862793,1.5,4608.7958984375,0.483,48.99,6.8700852394104,5.958,13.83,14.223162651062012,20.94,5.38,3.64,3.772717475891113,0.9026790857315063,2.773216724395752,5.041858673095703,3.69283676147461,3.3642349243164062,5.059116840362549,87.7,3.35,29.87,26.5,20.85,22.09,33.3,48.76,12.436144828796388,18.14,3.04,5.27414083480835,6.797454357147217,8.26
2004-02-27,15.13,10.63,8.53,1.469,3.0850775241851807,16.59,8.92363166809082,1.5,4653.54296875,0.48,48.55,6.998898983001709,6.026,13.89,14.248555183410645,21.7,5.36,3.63,3.859447956085205,0.94029039144516,2.828678131103516,5.10689640045166,3.732898235321045,3.5231406688690186,5.300637245178223,91.3,3.38,30.76,26.28,20.8,22.19,33.36,49.01,12.452315330505373,18.14,3.09,5.481874465942383,6.8503031730651855,8.35
2004-03-01,16.29,11.11,8.68,1.517,3.170575857162476,16.76,8.691850662231445,1.6,4743.033203125,0.501,50.57,7.32093620300293,6.341,14.95,14.612600326538086,22.71,5.5,3.71,4.026710510253906,0.9564093947410583,2.919703722000122,5.36195707321167,3.8785719871521,3.686711311340332,5.388267993927002,95.11,3.43,31.01,27.36,21.4,22.89,34.71,50.11,13.228570938110352,18.92,3.17,5.803369045257568,7.1104936599731445,8.67
2004-03-02,16.29,10.4,8.63,1.503,3.284572124481201,16.73,8.622314453125,1.57,4743.033203125,0.496,51.88,7.417546272277832,6.494,15.08,14.561805725097656,22.35,5.3,3.77,4.08246660232544,0.9644691348075868,2.899497509002685,5.369875431060791,3.8703770637512207,3.640569448471069,5.38613224029541,95.11,3.4,31.17,26.68,21.6,22.7,35.37,48.94,13.260910987854004,18.77,3.25,5.933615684509277,7.033249855041504,8.59
2004-03-03,16.19,8.84,8.63,1.53,3.305947780609131,16.59,8.645491600036621,1.54,4653.54296875,0.501,52.48,8.115287780761719,6.741,15.87,14.64647102355957,22.5,5.46,3.76,4.045294284820557,0.9510363340377808,2.929807186126709,5.457534790039063,3.9149887561798096,3.606092929840088,5.557121753692627,94.64,3.49,31.05,26.77,23.07,22.85,35.43,49.35,13.099193572998049,18.37,3.25,6.068809509277344,6.882827281951904,8.45
2004-03-04,16.19,8.52,8.94,1.51,3.2574996948242188,16.21,8.639698028564453,1.5,4519.3046875,0.498,50.75,7.836190700531006,6.571,15.92,15.493085861206056,22.66,5.41,3.72,4.135120868682861,0.9483500123023988,2.8978819847106934,5.335940361022949,3.86719012260437,3.4422614574432373,5.593454837799072,96.08,3.65,31.66,26.51,24.42,22.53,34.31,48.76,14.037158012390137,18.4,3.22,6.213891983032227,6.911287784576416,8.33
2004-03-05,16.98,8.24,8.84,1.524,3.320196390151977,16.58,8.819330215454102,1.47,4707.236328125,0.514,51.45,8.104554176330566,6.775,16.26,16.085712432861328,23.14,5.95,3.84,4.18034553527832,0.9564093947410583,2.904552459716797,5.321804523468018,3.900423288345337,3.479072093963623,5.755895137786865,97.97,3.52,31.21,27.6,24.22,22.99,34.59,48.35,14.71638298034668,19.47,3.38,6.479329586029053,6.768993377685547,8.33
2004-03-08,16.82,8.19,8.79,1.524,3.412821054458618,16.59,8.92363166809082,1.44,4805.67626953125,0.52,52.42,8.201166152954102,6.962,16.83,15.484621047973633,21.82,5.97,3.88,4.175388813018799,0.9510363340377808,2.8893966674804688,5.358564376831055,3.9286468029022217,3.505773067474365,5.685361862182617,97.01,3.44,30.94,27.75,24.29,23.26,35.55,48.1,14.586997985839844,19.75,3.47,6.579898834228516,6.627110481262207,8.14
2004-03-09,16.73,7.64,8.63,1.49,3.2817249298095703,16.48,8.971146583557129,1.41,4697.392578125,0.51,51.18,8.007944107055664,6.724,16.22,15.086708068847656,21.37,6.06,3.77,4.181583881378174,0.9322304129600524,2.8792943954467773,5.457534790039063,3.933199882507324,3.3836772441864014,5.952530384063721,98.44,3.35,31.06,27.23,23.83,22.72,34.59,48.17,14.399407386779783,19.18,3.39,6.578250885009766,6.504739761352539,7.95
2004-03-10,16.19,7.48,8.45,1.428,3.149199724197388,16.07,8.47165584564209,1.34,4492.45751953125,0.49,48.9,7.576416969299316,6.341,15.18,14.392483711242676,20.69,6.21,3.68,3.84705662727356,0.8946188688278198,2.7984697818756104,5.248282432556152,3.764763832092285,3.237732172012329,5.443840980529785,93.22,3.32,29.82,26.46,22.73,21.52,32.64,47.42,13.584343910217283,18.14,3.25,6.26500129699707,6.098194122314453,7.55
2004-03-11,15.39,7.45,8.2,1.408,3.0779523849487305,15.43,8.112391471862793,1.3,4331.373046875,0.468,46.02,6.878672122955322,5.983,14.27,13.545865058898926,19.7,6.39,3.41,3.71696400642395,0.8731263279914856,2.6974432468414307,5.08992862701416,3.701031684875488,3.159186840057373,5.187358856201172,90.03,3.27,29.45,25.37,21.35,20.13,31.77,43.32,12.61403465270996,17.06,3.15,5.8379902839660645,5.996557235717773,7.38
2004-03-12,16.73,7.5,8.4,1.449,3.2774477005004883,15.87,8.345335006713867,1.41,4581.94873046875,0.497,49.87,7.619354248046875,6.366,15.8,13.977638244628906,20.63,6.65,3.64,4.00502872467041,0.8946188688278198,2.758061170578003,5.270905017852783,3.799816131591797,3.283615827560425,5.471625328063965,94.63,3.35,29.98,26.71,22.44,21.16,32.9,46.58,13.461442947387695,18.44,3.35,6.297972679138184,6.188040733337402,7.42
2004-03-15,16.11,7.09,8.22,1.442,3.2062008380889893,15.32,8.551618576049805,1.39,4474.5595703125,0.477,49.34,7.391781806945801,6.145,14.8,14.38401985168457,20.27,4.96,3.9,3.940602779388428,0.8892459273338318,2.717646837234497,5.158359050750732,3.67827033996582,3.329498291015625,5.2856764793396,91.8,3.3,29.21,26.09,21.68,20.29,31.16,46.17,13.584343910217283,17.64,3.25,6.166080951690674,6.081931591033936,7.39
2004-03-16,16.73,7.5,8.29,1.428,3.305947780609131,15.48,8.562049865722656,1.41,4428.92041015625,0.49,49.43,7.458336353302002,6.256,15.41,14.64647102355957,20.74,4.96,4.27,4.057684898376465,0.8919323682785034,2.717646837234497,5.132911205291748,3.696935653686523,3.352569341659546,5.313462734222412,93.68,3.32,29.02,26.14,21.85,20.85,31.23,46.58,13.907782554626465,18.05,3.35,6.100131034851074,6.059165000915527,7.43
2004-03-17,16.73,7.85,8.63,1.449,3.3843202590942383,15.55,8.451952934265137,1.41,4420.8642578125,0.483,49.87,7.503421306610107,6.324,15.66,15.230632781982422,21.78,4.85,4.2,4.089277744293213,0.9161117672920228,2.7530086040496826,5.295222282409668,3.76248836517334,3.283615827560425,5.38613224029541,95.11,3.33,30.23,26.36,22.57,20.93,31.27,46.93,13.746064186096191,18.72,3.28,6.344137668609619,6.362451076507568,7.64
2004-03-18,16.98,7.62,8.74,1.456,3.4199442863464355,15.98,8.451952934265137,1.48,4599.8466796875,0.499,50.75,7.900598526000977,6.63,16.14,15.230632781982422,21.53,4.91,4.12,4.149991035461426,0.9107385277748108,2.763110876083374,5.4971232414245605,3.910438299179077,3.288022518157959,5.471625328063965,96.05,3.37,31.36,27.09,23.07,21.42,32.23,47.68,13.843092918395996,20.02,3.36,6.347434520721436,6.350252628326416,7.79
2004-03-19,16.63,7.63,8.69,1.442,3.399996757507324,16.07,8.373147964477539,1.47,4492.45751953125,0.49,50.31,8.07020378112793,6.783,16.31,14.88351345062256,21.14,4.96,4.02,4.150609970092773,0.9134249091148376,2.7530086040496826,5.355734825134277,3.814384937286377,3.22580885887146,5.456665515899658,95.46,3.38,31.38,27.75,23.13,21.57,31.85,46.93,13.943366050720217,20.63,3.31,6.164431095123291,6.342123031616211,7.74
2004-03-22,16.45,7.68,8.53,1.414,3.305947780609131,15.87,8.13556957244873,1.46,4402.96630859375,0.486,48.9,8.050882339477539,6.715,16.05,14.629538536071776,20.19,5.08,3.77,4.057684898376465,0.8919323682785034,2.7216899394989014,5.282216548919678,3.7693164348602295,3.140782833099365,5.242928981781006,94.15,3.34,30.23,26.71,22.57,20.89,30.73,45.58,13.584343910217283,19.91,3.22,5.9352641105651855,6.159582614898682,7.53
2004-03-23,15.58,7.69,8.69,1.408,3.1848244667053223,15.87,7.8574299812316895,1.46,4402.96630859375,0.473,48.11,7.922066211700439,6.571,15.3,14.570269584655762,20.69,5.0,3.64,3.930689811706543,0.8811858892440796,2.6721866130828857,5.225660800933838,3.723793268203736,3.064570188522339,5.198045253753662,92.74,3.32,30.92,26.34,21.68,20.26,29.87,44.5,13.422627449035645,18.76,3.15,5.770394802093506,6.138848304748535,7.45
2004-03-24,15.75,7.81,8.72,1.367,3.1919496059417725,15.32,7.982593536376953,1.42,4385.06787109375,0.46,48.55,7.750316143035889,6.469,14.96,14.223162651062012,20.33,5.13,3.72,3.840862989425659,0.865066409111023,2.616621255874634,5.253937721252441,3.71514344215393,3.061199188232422,5.21514368057251,91.9,3.32,30.61,26.28,21.4,19.65,28.68,42.9,13.584343910217283,18.6,3.14,5.671474933624268,6.033145904541016,7.35
2004-03-25,15.48,7.92,8.82,1.367,3.177699565887451,15.03,8.106596946716309,1.36,4407.44140625,0.46,48.55,7.685909271240234,6.392,14.51,14.47714138031006,21.0,5.17,3.77,3.86750054359436,0.8570076823234558,2.561156749725342,5.231317520141602,3.7374496459960938,3.064829111099243,5.328423500061035,91.31,3.32,31.0,27.39,21.1,19.63,27.99,43.74,13.296485900878906,19.35,3.15,5.828098773956299,5.89898681640625,7.13
2004-03-26,15.93,8.07,8.98,1.374,3.2346980571746826,15.08,8.112391471862793,1.41,4519.3046875,0.475,49.62,7.857660293579102,6.554,16.26,15.323758125305176,22.66,5.49,3.83,3.995734930038452,0.865066409111023,2.5913636684417725,5.248282432556152,3.76430869102478,3.235140562057495,5.499412059783936,93.94,3.35,31.59,28.62,21.03,20.09,28.54,44.07,12.943941116333008,20.21,3.18,6.157835960388184,6.224221706390381,7.46
2004-03-29,16.02,7.93,8.79,1.421,3.1919496059417725,14.88,8.22596549987793,1.43,4492.45751953125,0.473,49.52,7.857660293579102,6.579,15.83,15.17137050628662,22.77,5.26,3.73,4.057684898376465,0.8865591287612915,2.6721866130828857,5.234143257141113,3.76248836517334,3.1568539142608643,5.5336103439331055,97.17,3.34,31.23,29.08,21.29,19.76,28.47,46.09,13.260910987854004,20.42,3.35,6.240270137786865,6.346187114715576,7.66
2004-03-30,16.73,7.96,8.94,1.442,3.320196390151977,14.92,8.518012046813965,1.44,4389.54248046875,0.475,51.61,7.879128932952881,6.818,16.26,15.433820724487305,22.9,5.25,3.88,4.241613388061523,0.9161117672920228,2.756040334701538,5.29352617263794,3.789345979690552,3.1799261569976807,5.602004528045654,97.97,3.35,31.38,29.36,21.84,20.14,29.81,48.17,13.87220573425293,20.94,3.47,6.38040828704834,6.443758010864258,7.83
2004-03-31,17.36,8.06,9.01,1.414,3.3173484802246094,14.82,8.691850662231445,1.47,4514.830078125,0.483,52.32,7.900598526000977,6.596,16.32,15.120576858520508,23.14,5.25,3.83,4.204077243804932,0.8999923467636108,2.731790781021118,5.4942946434021,3.8922295570373535,3.284653186798096,5.668261528015137,97.97,3.36,31.61,29.98,21.54,19.76,29.22,47.01,13.454973220825195,21.73,3.72,6.512302875518799,6.484818935394287,7.83
2004-04-01,18.5,7.9,9.12,1.442,3.320196390151977,15.04,8.400959968566895,1.5,4617.7451171875,0.487,54.07,8.050882339477539,6.673,16.76,15.450757026672363,23.02,5.32,3.92,4.285406589508057,0.921484112739563,2.8186769485473637,5.446223258972168,3.880391836166382,3.433188915252685,5.723834991455078,103.21,3.37,32.09,29.66,23.01,20.94,30.74,46.84,13.681379318237305,22.47,3.75,6.611224174499512,6.503114700317383,7.91
2004-04-02,18.42,7.94,9.21,1.469,3.391446828842163,15.19,8.07762622833252,1.49,4546.15185546875,0.491,54.24,8.15822696685791,6.818,16.91,15.747068405151367,23.05,5.3,4.0,4.347968578338623,0.937603771686554,2.8642401695251465,5.5140886306762695,3.9377517700195312,3.4793312549591064,5.828564167022705,104.65,3.32,32.62,30.13,23.59,21.21,31.24,46.93,13.810747146606444,23.09,3.82,6.861824989318848,6.705166816711426,8.12
2004-04-05,18.58,7.81,9.19,1.456,3.435621500015259,15.71,8.01968002319336,1.49,4384.17333984375,0.491,55.38,8.040145874023438,6.783,17.43,15.450757026672363,22.76,5.3,4.11,4.388630390167236,0.9349167346954346,2.8641393184661865,5.457534790039063,3.887220859527588,3.536879539489746,5.84138822555542,108.15,3.36,32.32,30.74,24.55,21.98,32.19,49.51,13.584343910217283,22.93,4.15,6.850283145904541,6.606377601623535,8.12
2004-04-06,18.5,7.75,9.21,1.442,3.4199442863464355,15.61,8.205105781555176,1.48,4452.18798828125,0.494,56.0,8.196870803833008,6.758,17.01,15.298367500305176,23.14,5.24,4.09,4.372990608215332,0.937603771686554,2.869189500808716,5.492033004760742,3.905884265899658,3.48633074760437,5.7858171463012695,107.52,3.35,32.32,31.08,24.34,21.67,32.17,48.01,13.390283584594728,23.05,4.08,6.677172660827637,6.655162811279297,8.19
2004-04-07,19.13,7.49,8.9,1.421,3.2660486698150635,15.27,8.010408401489258,1.46,4358.220703125,0.475,54.42,8.050882339477539,6.511,16.48,15.03591251373291,22.57,5.83,3.89,4.251623630523682,0.9187979102134703,2.8338301181793213,5.485812187194824,3.887676239013672,3.2488789558410645,5.612691879272461,104.16,3.32,32.19,29.71,23.33,20.77,30.67,46.42,13.34177017211914,21.85,4.03,6.3968939781188965,6.464493274688721,7.98
2004-04-08,20.08,7.49,8.78,1.428,3.2916979789733887,15.25,8.09964370727539,1.44,4743.033203125,0.488,54.25,8.587606430053711,6.724,17.47,14.798856735229492,22.26,5.92,3.9,4.202826023101807,0.9134249091148376,2.802511215209961,5.573471546173096,3.9600579738616943,3.343496561050415,5.548570156097412,106.33,3.31,32.32,30.68,23.71,21.06,31.23,47.51,13.180044174194336,22.3,4.05,6.3309478759765625,6.464493274688721,7.86
2004-04-12,19.63,7.39,8.82,1.428,3.237549304962158,15.59,8.112391471862793,1.41,4841.47314453125,0.494,52.92,8.694952964782715,6.937,17.5,14.798856735229492,22.63,5.76,3.88,4.222846031188965,0.9322304129600524,2.8277692794799805,5.72899866104126,4.028799057006836,3.387305498123169,5.52933406829834,108.46,3.32,32.3,30.13,23.9,21.16,30.82,46.58,12.94070053100586,22.01,3.92,6.3968939781188965,6.427903652191162,7.82
2004-04-13,19.91,7.28,8.63,1.428,3.2346980571746826,15.5,8.111233711242676,1.36,4805.67626953125,0.494,52.06,8.802298545837402,7.005,17.54,14.409416198730469,21.98,5.46,3.87,4.204077243804932,0.9241708517074584,2.803522109985352,5.627198219299316,3.982819795608521,3.375640869140625,5.437427997589111,105.26,3.27,32.4,29.71,23.66,21.24,31.14,46.17,13.260910987854004,21.7,3.79,6.428220272064209,6.26121997833252,7.6
2004-04-14,20.02,7.24,8.56,1.421,3.1620264053344727,15.36,8.129776000976562,1.33,4751.9814453125,0.494,51.53,8.53608226776123,6.877,17.03,14.231622695922852,21.18,5.48,3.83,4.204077243804932,0.921484112739563,2.778264284133911,5.516918659210205,3.9131693840026855,3.433188915252685,5.328423500061035,104.92,3.21,32.07,28.57,23.67,21.23,30.75,45.08,13.422627449035645,20.7,3.67,6.279839038848877,6.138848304748535,7.46
2004-04-15,19.38,7.26,8.56,1.38,3.092200994491577,14.81,7.939713478088379,1.33,4689.33740234375,0.486,51.18,8.381505966186523,6.596,16.59,14.045368194580078,21.09,5.48,3.72,4.003884315490723,0.8973053693771362,2.707547664642334,5.429258346557617,3.869466781616211,3.342200756072998,5.114688396453857,99.7,3.13,31.86,27.86,22.95,20.33,29.7,44.07,12.95364475250244,20.23,3.57,5.918776988983154,6.138848304748535,7.49
2004-04-16,19.63,7.28,8.63,1.374,3.06512713432312,14.65,8.110074043273926,1.31,4711.71142578125,0.487,50.75,8.254838943481445,6.52,16.37,14.011504173278809,20.78,5.74,3.75,4.129629611968994,0.8999923467636108,2.712597131729126,5.384013652801514,3.8535349369049072,3.283615827560425,5.086903095245361,97.75,3.17,31.7,27.69,22.83,20.26,29.83,45.58,13.099193572998049,20.35,3.79,5.9352641105651855,6.179502010345459,7.59
2004-04-19,19.3,7.33,8.45,1.374,3.0622758865356445,14.75,7.777467250823975,1.31,4720.6591796875,0.487,48.83,7.997208595275879,6.494,15.36,14.172361373901367,20.88,5.75,3.72,4.129003524780273,0.8999923467636108,2.7216899394989014,5.351212978363037,3.819391250610352,3.2719502449035645,4.930875778198242,94.64,3.13,31.17,26.93,22.62,20.54,29.87,44.5,13.260910987854004,19.75,3.79,5.753908634185791,6.199830532073975,7.51
2004-04-20,18.67,7.24,8.37,1.367,2.9981532096862797,14.53,7.590881824493408,1.28,4608.7958984375,0.462,46.37,7.30161190032959,6.213,15.12,13.799850463867188,20.44,5.52,3.72,3.9400713443756095,0.8892459273338318,2.6528899669647217,5.192292213439941,3.696478843688965,3.227104425430298,4.77271032333374,90.36,3.04,30.95,26.11,21.79,19.92,29.52,41.48,12.7757568359375,19.4,3.85,5.5890398025512695,6.000623226165772,7.45
2004-04-22,19.38,7.36,8.61,1.353,2.9924533367156982,14.56,7.474989891052246,1.26,4617.7451171875,0.466,47.07,7.256526947021484,6.128,14.78,13.901444435119627,20.69,5.81,3.88,3.784921169281006,0.8731263279914856,2.6033849716186523,5.221136569976807,3.6828224658966064,3.329758405685425,4.674394130706787,88.65,3.02,31.87,25.72,23.27,19.92,29.5,40.05,12.7757568359375,19.91,3.89,5.394495487213135,5.781088829040527,7.13
2004-04-23,19.91,7.32,8.61,1.374,,14.42,7.474989891052246,1.28,4617.7451171875,0.472,48.03,7.256526947021484,6.435,15.83,13.901444435119627,20.38,6.04,4.09,3.784921169281006,0.8731263279914856,2.6033849716186523,,3.6828224658966064,3.329758405685425,,91.04,3.14,31.86,27.33,21.99,20.17,29.91,40.55,12.7757568359375,21.38,4.0,5.394495487213135,5.781088829040527,7.3
2004-04-26,19.56,7.24,8.4,1.353,2.993877410888672,14.27,7.764719009399414,1.26,4474.5595703125,0.468,48.03,7.47336483001709,6.443,15.23,13.969172477722168,20.71,5.85,3.99,3.9225547313690186,0.8489478826522827,2.556004047393799,5.1351728439331055,3.650953769683838,3.294761896133423,4.871029853820801,91.22,3.03,31.39,27.09,21.89,20.04,29.8,42.65,12.7757568359375,21.26,4.05,5.770394802093506,5.732302188873291,7.16
2004-04-27,20.52,7.68,8.35,1.353,2.963953018188477,14.48,7.996501922607422,1.27,4519.3046875,0.475,47.07,7.514156818389893,6.443,15.38,13.918380737304688,20.2,5.7,4.05,3.9256842136383057,0.8382008075714111,2.525595188140869,5.186071872711182,3.696478843688965,3.370197534561157,4.879578590393066,91.2,3.0,31.29,25.37,21.81,20.04,29.81,41.73,12.937472343444824,20.04,3.87,5.770394802093506,5.7729573249816895,7.26
2004-04-28,20.02,7.64,8.05,1.278,2.8243050575256348,13.89,7.532934665679932,1.2,4286.6279296875,0.466,44.01,7.041836738586426,5.975,14.28,13.63052463531494,20.19,5.5,4.08,3.866250514984131,0.8113364577293396,2.4398224353790283,5.061652660369873,3.598149299621582,3.2029964923858643,4.644468784332275,85.72,2.93,30.01,23.59,20.84,19.21,28.68,39.97,12.193572998046877,18.33,3.78,5.391198635101318,5.407473087310791,6.89
2004-04-29,19.3,7.51,7.77,1.223,2.7074573040008545,13.89,6.965066909790039,1.22,4206.08447265625,0.449,42.88,6.6553955078125,5.796,13.29,13.207220077514648,19.21,5.52,3.95,3.807443141937256,0.7764105796813965,2.343846321105957,4.807156085968018,3.414235830307007,3.0876407623291016,4.445695877075195,79.44,2.87,29.71,22.94,20.53,19.06,27.41,38.38,11.595211029052734,17.89,3.85,4.937808990478516,5.407878398895264,6.88
2004-04-30,20.27,7.46,7.84,1.209,2.721707344055176,13.52,6.721695899963379,1.13,4107.64599609375,0.431,41.13,6.526580810546875,5.634,13.29,12.275938987731934,18.24,5.52,4.07,3.87876033782959,0.7656646966934204,2.353949546813965,4.77887773513794,3.4005777835845947,3.0876407623291016,3.975478887557984,78.48,2.81,29.53,22.43,20.39,18.4,28.12,37.96,11.352630615234377,17.72,3.76,4.781185150146484,5.297703742980957,6.65
