,ACES4,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,ELET3,ELET6,ELPL4,EMBR4,EBTP4,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LAME4,NATU3,NETC4,PCAR4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CRUZ3,VCPA4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TCSL4,UBBR11,USIM5,VALE3,VALE5,VIVO4
2005-12-12,25.24,13.98,8.11,,4.196,5.746153354644775,6.010558128356934,27.68,16.86,9.005716323852539,3.31,2.436201333999634,7795.578125,0.736,8.211898803710938,6.903,19.47,22.6,3.3,7.635774612426758,8.472513198852539,49.85077667236328,13.46,1.986656904220581,5.809105396270752,,1.243,5.84,17.89,59.24,9.080432891845703,6.804327011108398,3.49747633934021,5.73,4.129369258880615,3.67,23.36,35.66,23.81,38.69,35.44,11.643721580505373,4.82,12.73,8.51545524597168,11.562177658081056,13.42,
2005-12-13,25.44,14.06,8.15,,4.148,5.70873498916626,6.127405643463135,28.81,17.2,9.095300674438477,3.33,2.5244691371917725,7874.330078125,0.753,8.308507919311523,6.937,19.76,22.9,3.42,7.781414031982422,8.503366470336914,49.353553771972656,13.56,2.0081918239593506,5.839407444000244,,1.276,5.92,18.21,59.13,9.155083656311035,6.851203918457031,3.548544883728028,6.02,4.202038288116455,3.7,23.19,35.69,24.12,38.56,35.7,11.724583625793455,4.84,12.69,8.835299491882324,11.6841402053833,13.63,
2005-12-14,25.31,14.18,8.37,,4.108,5.766302108764648,6.26847505569458,29.69,17.37,9.22732162475586,3.4,2.552716016769409,8051.5234375,0.739,8.263425827026367,6.903,20.23,23.75,3.46,7.854235649108887,8.728432655334473,52.48419570922852,13.47,1.9947322607040403,5.809105396270752,,1.305,5.91,17.74,57.75,9.24783706665039,6.909324169158936,3.574986457824707,6.34,4.194343090057373,3.69,23.95,36.21,24.34,39.34,35.95,11.967164993286133,4.88,12.57,8.944113731384277,11.587788581848145,13.63,
2005-12-15,25.07,14.07,8.35,,4.114,5.70873498916626,6.170155048370361,29.7,17.3,9.194316864013672,3.33,2.559776544570923,7803.6318359375,0.739,8.104554176330566,6.758,19.84,23.73,3.34,7.719000816345215,8.512442588806152,53.12873840332031,13.37,1.9974234104156492,5.788893699645996,,1.346,5.9,17.57,56.26,9.082695960998535,6.806202411651611,3.594686985015869,6.26,4.141336441040039,3.63,23.44,35.48,24.1,38.78,35.2,11.967164993286133,4.94,12.64,8.836946487426758,11.543880462646484,13.38,
2005-12-16,25.16,14.14,8.51,,4.196,5.756706714630127,6.063278198242188,28.92,17.2,9.137735366821287,3.35,2.538239002227783,7955.76708984375,0.761,8.093819618225098,6.758,19.47,23.5,3.34,7.885444164276123,8.67579460144043,56.16729736328125,13.25,1.981272578239441,5.768693447113037,,1.387,5.84,17.26,56.73,9.116626739501951,6.806202411651611,3.639273166656494,6.33,4.162710666656494,3.51,24.03,35.27,24.12,38.09,35.7,11.853957176208496,5.02,13.07,8.86992359161377,11.70853042602539,13.52,
2005-12-19,24.41,13.98,8.51,,4.114,5.69338321685791,5.899404525756836,28.53,17.03,8.934988975524902,3.32,2.531883955001831,7902.072265625,0.749,8.061614990234375,6.818,19.28,23.8,3.26,7.6981916427612305,8.494292259216309,57.27222442626953,13.21,1.9301254749298096,5.697969913482666,,1.333,5.8,16.62,58.59,9.071385383605955,6.804327011108398,3.624497652053833,6.33,4.117398738861084,3.59,24.12,35.33,24.4,38.11,35.35,11.708413124084473,4.95,12.97,8.86992359161377,11.696338653564451,13.47,
2005-12-20,24.49,14.26,8.37,,4.128,5.612789154052734,5.949283599853516,26.99,16.33,8.793538093566895,3.32,2.577430248260498,8313.7294921875,0.761,8.072351455688477,6.758,19.47,23.4,3.4,7.781414031982422,8.50155258178711,55.6608772277832,13.19,1.9274325370788572,5.59188985824585,,1.313,5.8,16.95,57.28,9.082695960998535,6.806202411651611,3.640569448471069,6.27,4.146466255187988,3.59,23.81,35.36,24.31,38.43,36.54,11.698711395263672,4.91,13.05,8.960598945617676,11.55607795715332,13.53,
2005-12-21,24.59,14.51,8.48,,4.299,5.641573905944824,6.027658462524414,25.05,15.95,8.864265441894531,3.34,2.5827267169952397,8349.5283203125,0.757,8.265570640563965,7.022,19.67,23.09,3.43,7.908330917358398,8.70301628112793,55.2557258605957,13.04,1.981272578239441,5.687867641448975,,1.28,5.9,17.42,57.66,9.193540573120115,6.901826858520508,3.6174991130828857,6.47,4.266157150268555,3.67,23.74,35.81,24.43,38.37,36.54,11.967164993286133,4.91,13.6,9.22438907623291,11.732924461364746,13.62,
2005-12-22,24.62,14.54,8.56,,4.299,5.651167392730713,6.02053165435791,24.1,15.6,8.807683944702148,3.31,2.627213716506958,8421.123046875,0.762,8.347153663635254,7.175,19.67,22.9,3.49,8.006117820739746,8.79922103881836,58.00884246826172,13.22,2.0081918239593506,5.758588790893555,,1.301,5.99,17.1,59.41,9.252359390258787,6.918703079223633,3.61775803565979,6.38,4.266157150268555,3.55,23.53,35.69,24.09,38.48,37.29,11.815145492553713,4.95,13.98,9.118873596191406,11.76951503753662,13.61,
2005-12-23,24.63,14.61,8.43,,4.279,5.631979465484619,6.070404052734375,24.06,15.52,8.74638843536377,3.31,2.630391359329224,8287.7783203125,0.749,8.22263240814209,7.005,19.85,23.1,3.45,8.031089782714844,8.80284309387207,59.8596076965332,13.21,1.9920401573181152,5.758588790893555,,1.35,6.22,17.1,59.41,9.18449592590332,6.871827602386475,3.640569448471069,6.28,4.2747087478637695,3.59,24.32,35.49,23.77,38.13,36.95,11.967164993286133,5.02,13.74,9.183173179626465,11.659744262695312,13.5,
2005-12-26,25.23,14.42,8.58,,4.148,5.650208950042725,6.053305625915527,24.1,15.22,8.958564758300781,3.3,2.6127378940582275,8380.8486328125,0.76,8.190428733825684,6.979,19.47,23.15,3.47,7.968667507171631,8.712096214294434,61.69194412231445,13.52,1.9920401573181152,5.623212814331055,,1.346,6.06,16.95,59.63,9.18449592590332,6.851203918457031,3.647569179534912,6.3,4.312324523925781,3.51,24.38,35.06,23.84,38.41,36.7,11.999506950378418,4.98,13.57,9.275498390197754,11.568276405334473,13.48,
2005-12-27,25.34,14.83,8.45,,4.183,5.679951190948486,6.057582855224609,24.06,15.32,9.01986026763916,3.28,2.6282730102539062,8252.8759765625,0.753,8.201166152954102,6.979,19.57,23.2,3.51,8.072693824768066,8.801032066345215,60.31078338623047,13.88,1.9758883714675903,5.667660236358643,,1.358,6.17,16.78,60.82,9.10531520843506,6.806202411651611,3.686711311340332,6.42,4.282402515411377,3.55,24.53,34.99,23.69,38.3,36.19,11.938055038452148,5.09,13.89,9.381011962890623,11.620720863342283,13.42,
2005-12-28,25.05,14.8,8.57,,4.073,5.607993125915527,6.013404369354248,23.14,15.14,8.94913387298584,3.33,2.648045063018799,8126.693359375,0.749,8.115287780761719,6.971,19.48,22.98,3.35,7.968667507171631,8.557817459106445,60.49493408203125,13.98,1.9920401573181152,5.64745569229126,,1.338,5.99,16.47,60.82,9.218428611755373,6.918703079223633,3.6532721519470215,6.43,4.255898475646973,3.52,24.84,33.73,23.29,37.64,35.44,12.048023223876951,5.09,13.55,9.166683197021484,11.671942710876465,13.53,
2005-12-29,25.67,14.77,8.57,26.21,4.053,5.689545154571533,6.013404369354248,22.89,15.03,8.958564758300781,3.36,2.6127378940582275,8501.6630859375,0.761,8.15822696685791,7.081,19.47,22.95,3.41,8.176730155944824,8.80284309387207,61.15789794921875,14.23,1.9920401573181152,5.687867641448975,,1.436,5.76,16.95,60.73,9.342848777770996,6.976827621459961,3.61775803565979,6.52,4.300356388092041,3.51,25.74,33.98,23.56,38.43,36.11,12.12564754486084,5.12,13.32,9.166683197021484,11.647550582885742,13.58,
2006-01-02,25.54,14.8,8.33,26.55,4.053,5.612789154052734,5.8566575050354,24.33,15.33,8.991028785705566,3.34,2.6109724044799805,8510.611328125,0.792,8.372915267944336,7.167,19.22,22.24,3.36,8.114311218261719,8.684870719909668,60.31078338623047,14.39,2.005500078201294,5.697969913482666,,1.403,5.76,16.95,62.78,9.569068908691406,7.242650508880615,3.569282531738281,6.33,4.18921422958374,3.45,24.73,33.27,22.93,37.9,35.78,11.698711395263672,5.38,13.78,8.736379623413086,11.6841402053833,13.61,
2006-01-03,26.12,14.71,8.56,26.95,4.244,5.862246990203857,5.9849066734313965,24.58,15.34,9.069551467895508,3.45,2.71830677986145,8694.0703125,0.81,8.950434684753418,7.72,19.67,22.81,3.39,8.468010902404785,9.020649909973145,57.08807373046875,14.73,2.07279896736145,5.854563236236572,,1.399,5.69,17.42,65.0,9.772662162780762,7.470826148986816,3.6753060817718506,6.63,4.3157453536987305,3.6,25.24,34.02,23.56,37.52,36.79,11.805448532104492,5.52,14.43,8.902894973754883,12.147603034973145,14.18,
2006-01-04,26.05,14.97,8.63,27.19,4.347,5.966826915740967,6.797146320343018,24.33,15.38,9.000842094421387,3.59,2.874011516571045,8841.728515625,0.817,9.083542823791504,7.72,19.67,22.75,3.37,8.60324764251709,9.071468353271484,58.74546432495117,14.83,2.126636743545532,6.021259784698486,,1.448,6.01,17.42,66.35,9.906132698059082,7.506952285766602,3.686711311340332,6.77,4.2747087478637695,3.69,25.56,33.84,23.62,37.11,37.2,11.967164993286133,5.67,14.84,9.10898208618164,12.336647033691406,14.35,
2006-01-05,26.21,15.16,8.47,27.24,4.313,6.025352478027344,6.999491214752197,24.06,14.91,8.966487884521484,3.74,3.0011181831359863,8807.72265625,0.835,8.90964126586914,7.686,19.39,22.83,3.37,8.447202682495117,8.8572998046875,56.39749526977539,14.63,2.086258172988892,5.980846405029297,,1.51,6.46,17.57,66.35,9.863149642944336,7.491741180419922,3.6268310546875,7.01,4.266157150268555,3.69,24.76,33.78,23.48,37.11,38.46,11.967164993286133,5.87,14.74,8.82046127319336,12.318351745605469,14.45,
2006-01-06,28.72,15.38,8.56,26.91,4.367,6.082919120788574,7.274511337280273,24.39,15.15,8.765270233154297,3.81,2.9481570720672607,8967.017578125,0.857,9.01698875427246,7.541,19.46,23.39,3.35,8.63446044921875,9.053318977355955,55.7529525756836,14.88,2.140096664428711,6.193002223968506,,1.588,6.6,17.26,66.35,10.17985725402832,7.767452716827393,3.571614980697632,7.5,4.334553241729736,3.81,25.17,33.39,23.5,37.56,40.55,12.145051956176758,6.1,15.11,8.82046127319336,12.465929985046388,14.41,
2006-01-09,29.33,15.21,8.31,26.25,4.354,6.042623043060303,7.550957202911377,23.52,14.91,8.519882202148438,3.75,2.8634188175201416,9063.666015625,0.853,8.802298545837402,7.507,19.38,23.29,3.28,8.621973037719727,9.075098991394045,53.865352630615234,14.69,2.126636743545532,6.151589870452881,,1.588,7.0,16.62,65.0,10.157238006591797,7.765550136566162,3.5669491291046143,7.24,4.445695877075195,3.73,24.62,33.13,23.37,37.03,43.57,12.064196586608888,6.13,15.19,8.836946487426758,12.44032096862793,14.38,
2006-01-10,28.8,15.23,8.45,25.83,4.333,6.058934688568115,7.324384212493896,23.61,14.85,8.441356658935547,3.74,2.8510618209838867,9038.609375,0.832,8.757211685180664,7.456,19.08,23.2,3.2,8.415993690490723,8.875444412231445,56.627685546875,14.58,2.126636743545532,6.161688327789307,,1.604,6.77,16.62,65.49,10.225102424621582,7.778862476348877,3.594686985015869,6.94,4.438857078552246,3.75,24.66,32.73,23.09,36.82,42.39,12.12888240814209,5.99,14.54,8.672080039978027,12.379335403442385,14.5,
2006-01-11,29.02,15.54,8.69,25.93,4.443,6.169270992279053,7.409881591796875,24.28,15.14,8.392279624938965,3.83,2.8560049533843994,9557.6591796875,0.864,8.933258056640625,7.686,19.28,23.2,3.18,8.488818168640137,9.046055793762209,56.56322860717773,14.88,2.167017698287964,6.243522644042969,,1.678,6.87,17.1,66.26,10.652655601501465,8.043164253234863,3.732855081558228,6.83,4.719277381896973,3.7,24.78,33.27,23.46,38.13,42.73,12.293834686279297,6.12,14.84,8.985329627990723,12.85499382019043,14.86,
2006-01-12,28.88,15.59,8.61,25.78,4.429,6.235471725463867,7.481133937835693,24.07,14.77,8.279401779174805,3.78,2.8634188175201416,9397.4677734375,0.861,8.834502220153809,7.507,18.9,22.72,3.21,8.461771965026855,9.020649909973145,55.79898452758789,14.69,2.1481728553771973,6.2142252922058105,,1.604,6.69,17.1,66.5,10.745404243469238,8.10971450805664,3.984045028686523,6.91,4.608134269714356,3.55,24.8,32.83,23.28,38.13,41.48,12.022149085998535,6.17,14.82,9.001818656921387,13.11112117767334,14.92,
2006-01-13,29.13,15.54,8.45,26.06,4.497,6.354445457458496,7.552380561828613,23.61,14.72,8.254861831665039,3.78,2.8951964378356934,9673.9970703125,0.844,9.100714683532717,7.703,18.83,23.35,3.21,8.530430793762207,9.093252182006836,55.4306755065918,14.53,2.167017698287964,6.294037342071533,,1.588,6.71,17.57,65.0,10.71825885772705,8.100205421447754,4.055332183837891,6.66,4.568807125091553,3.58,25.28,32.44,23.12,38.16,39.97,12.064196586608888,6.17,15.0,8.944113731384277,13.075748443603516,14.97,
2006-01-16,29.28,15.54,8.56,25.93,4.566,6.45230770111084,7.65925407409668,24.39,15.17,8.343202590942383,3.84,3.052313327789306,10202.8896484375,0.864,9.392695426940918,7.899,18.94,22.7,3.2,8.572041511535645,9.184003829956056,56.627685546875,,2.177783727645874,6.294037342071533,,,,,,11.06210994720459,8.261829376220703,4.193758487701416,,4.702178478240967,,,,,,,12.3294095993042,,,9.051277160644531,13.330656051635742,,
2006-01-17,28.98,15.32,8.48,25.27,4.586,6.4283223152160645,7.609377384185791,24.46,14.46,8.647481918334961,3.76,3.02230167388916,9575.55859375,0.857,9.317553520202637,7.847,19.02,23.15,3.12,8.492979049682617,9.111397743225098,54.47307586669922,14.24,2.137405633926392,6.2718119621276855,,1.551,6.48,17.26,64.06,10.860779762268066,8.138232231140137,4.090067863464356,6.44,4.650882244110107,3.45,25.36,32.13,22.48,37.52,39.72,12.161225318908691,6.07,14.47,9.110629081726074,13.173319816589355,14.91,
2006-01-18,28.83,15.14,8.53,24.7,4.483,6.380351543426514,7.702005386352539,24.1,14.37,9.000842094421387,3.76,3.0540785789489746,9352.7255859375,0.847,9.102862358093262,7.813,19.08,23.25,3.1,8.280756950378418,8.904485702514648,54.2520866394043,14.13,2.140096664428711,6.1768412590026855,,1.51,6.41,17.26,62.61,10.768027305603027,8.058375358581543,4.009449005126953,6.61,4.520076274871826,3.49,25.29,31.87,22.28,37.52,41.81,12.290594100952148,6.01,14.4,8.927624702453613,13.013545036315918,14.69,
2006-01-19,29.35,15.5,8.53,25.57,4.682,6.639402389526367,8.143746376037598,24.87,14.54,9.226600646972656,3.88,3.047016859054565,9575.55859375,0.893,9.328287124633787,8.052,19.48,23.82,3.16,8.63446044921875,9.347352981567385,56.719757080078125,14.38,2.23431396484375,6.476891994476318,,1.621,6.48,17.57,65.4,11.057584762573242,8.309370040893555,4.216569900512695,6.74,4.742361545562744,3.58,25.65,32.99,22.48,38.07,43.48,12.322943687438965,6.27,15.3,9.102387428283691,13.418464660644531,15.13,
2006-01-20,28.97,15.07,8.4,24.99,4.648,6.457106590270996,8.051125526428223,24.58,14.2,9.270769119262695,3.83,3.029364109039306,9495.013671875,0.891,9.414162635803224,8.128,19.51,23.05,3.07,8.530430793762207,9.047873497009276,56.07522201538086,14.4,2.26123595237732,6.435473918914795,,1.65,6.59,17.57,65.33,11.129980087280272,8.413949012756348,4.10173225402832,6.67,4.708163738250732,3.58,25.12,32.58,22.57,38.16,42.98,12.348824501037598,6.21,14.9,9.397500991821287,13.06843090057373,14.96,
2006-01-23,28.93,14.83,8.29,25.17,4.661,6.380351543426514,8.029749870300293,24.58,14.06,8.956671714782715,3.79,3.01488733291626,9307.0859375,0.891,9.145801544189451,7.967,19.66,22.65,3.03,8.665665626525879,9.10232639312744,55.15444564819336,14.64,2.2477734088897705,6.346564769744873,,1.633,6.6,18.21,64.38,11.261184692382812,8.49951457977295,4.090067863464356,6.67,4.702178478240967,3.63,24.68,32.65,22.57,38.37,43.4,12.3552827835083,6.17,14.87,9.661290168762209,12.880605697631836,14.78,
2006-01-24,28.8,15.02,8.35,26.02,4.908,6.749739170074463,7.979872703552246,23.91,14.26,8.662206649780273,3.84,3.047016859054565,9480.697265625,0.906,9.274614334106444,8.094,19.83,22.85,3.06,9.025609016418455,9.51977825164795,55.89107131958008,15.19,2.328533411026001,6.464773654937744,,1.678,6.57,19.16,64.14,11.390130996704102,8.661137580871582,4.124545097351074,6.69,4.8346943855285645,3.67,24.77,32.9,22.73,38.36,45.25,12.452315330505373,6.34,15.49,10.13116455078125,13.306257247924805,15.19,
2006-01-26,28.68,15.09,8.22,26.95,5.01,7.287032127380371,7.851630687713623,24.1,14.15,8.711283683776855,3.82,3.1352853775024414,9665.046875,0.932,9.339022636413574,8.162,19.83,22.6,3.21,9.487504005432127,9.982606887817385,60.402862548828125,15.52,2.406599760055542,6.66783618927002,,1.785,6.61,19.95,66.42,11.367505073547363,8.651631355285645,4.262712001800537,6.92,4.872311592102051,3.7,24.37,33.68,22.81,38.53,45.5,12.549355506896973,6.74,16.09,10.59939193725586,13.463595390319824,15.35,
2006-01-27,29.55,15.15,8.11,30.79,5.051,7.027980327606201,7.560933113098144,24.06,13.89,8.814346313476562,3.8,3.2412071228027344,9415.3681640625,0.884,9.00625228881836,7.83,19.47,21.7,3.06,9.695557594299316,10.234896659851074,62.24441146850586,15.0,2.368912696838379,6.566812515258789,,1.744,6.77,19.16,65.71,11.263446807861328,8.554654121398926,4.355515480041504,6.8,5.1305036544799805,3.69,24.64,33.04,22.21,37.11,44.66,12.458786964416504,6.72,15.88,10.815370559692385,13.477010726928713,15.41,
2006-01-30,29.35,14.95,8.0,30.9,5.256,7.229465484619141,7.516757965087891,24.1,13.82,8.588589668273926,3.81,3.177653789520264,9620.302734375,0.882,8.868850708007812,7.728,20.18,21.57,3.06,9.911942481994627,10.436359405517578,62.70480346679688,15.27,2.382373332977295,6.592071056365967,,1.703,6.69,18.69,66.76,11.555270195007324,8.809453010559082,4.246639728546143,6.93,5.4117817878723145,3.73,24.42,33.06,21.94,36.73,44.07,12.581693649291992,6.78,16.43,11.573766708374023,13.52579402923584,15.38,
2006-01-31,29.07,14.95,7.92,31.11,5.222,7.186288833618164,7.630758285522461,23.77,13.62,8.353017807006836,3.92,3.177653789520264,9536.1796875,0.857,8.544668197631836,7.507,19.67,22.75,2.95,9.986844062805176,10.42910385131836,62.42857360839844,15.34,2.4227514266967773,6.789072513580322,,1.686,6.51,18.36,65.87,11.693264961242676,8.936850547790527,4.239900588989258,7.19,5.556264877319336,3.73,24.42,32.01,21.92,36.07,43.74,12.7757568359375,6.78,16.43,11.921635627746582,13.805092811584473,15.58,
2006-02-01,29.16,15.0,8.11,31.26,5.228,7.147911548614502,8.13662052154541,23.31,13.54,8.662206649780273,3.88,3.1931893825531006,9306.1884765625,0.87,8.757211685180664,7.584,20.43,22.47,2.94,10.136645317077637,10.616050720214844,60.12663269042969,15.29,2.4658219814300537,6.929498672485352,,1.65,6.66,18.21,66.35,11.605036735534668,8.889313697814941,4.124545097351074,7.38,5.685361862182617,3.73,24.13,32.5,21.83,36.18,43.66,12.549355506896973,6.46,16.51,11.870528221130373,13.745328903198242,15.5,
2006-02-02,28.98,14.58,8.05,30.79,5.065,6.932034015655518,8.548439979553223,23.14,13.36,8.289215087890625,3.73,3.1494076251983643,9172.845703125,0.882,8.329978942871094,7.26,20.65,22.2,2.9,9.61233615875244,10.071545600891112,61.507789611816406,15.13,2.382373332977295,6.768866062164307,,1.613,6.88,18.36,64.7,11.150336265563965,8.49951457977295,3.9633052349090576,7.29,5.104001998901367,3.72,24.58,31.98,21.28,34.7,42.82,12.306771278381348,6.21,15.88,11.181377410888672,13.330656051635742,14.97,
2006-02-03,29.35,14.14,8.14,31.68,4.975,6.9080491065979,8.264870643615723,23.99,13.62,8.568958282470703,3.7,3.2482693195343018,9262.337890625,0.885,8.415855407714844,7.362,20.65,21.9,2.9,9.570724487304688,10.236711502075195,59.48208236694336,15.34,2.368912696838379,6.546603202819824,,1.65,6.9,18.21,62.09,11.073424339294434,8.402538299560547,4.04392671585083,7.25,5.24079179763794,3.73,24.42,31.68,21.49,34.75,42.98,12.419976234436035,6.13,15.67,11.031347274780272,13.13551139831543,14.73,
2006-02-06,29.02,14.46,8.45,33.22,4.948,7.081708908081055,8.314743041992188,24.66,13.77,8.784900665283203,3.7,3.2496800422668457,9307.0859375,0.885,8.3621826171875,7.235,20.65,21.6,2.81,9.653950691223145,10.263936042785645,61.21315002441406,14.95,2.4227514266967773,6.637532711029053,,1.65,6.8,18.21,63.38,11.279281616210938,8.623108863830566,3.986377716064453,6.64,5.121100425720215,3.72,24.85,30.69,21.33,34.31,42.73,12.322943687438965,6.07,15.61,10.884613990783691,13.080625534057615,14.77,
2006-02-07,29.3,14.27,8.68,32.47,4.791,6.836090564727783,8.052549362182617,24.58,13.98,8.686746597290039,3.58,3.1677680015563965,9213.1171875,0.896,8.394384384155273,7.286,20.06,21.19,2.7,9.321056365966797,9.87370777130127,58.62576675415039,14.71,2.3473775386810303,6.476891994476318,,1.641,6.9,17.57,62.42,10.82458209991455,8.248523712158203,3.875688076019287,6.28,4.881716728210449,3.73,25.24,31.15,21.58,35.21,42.39,12.300304412841797,6.14,15.14,10.477392196655272,12.661070823669434,14.41,
2006-02-08,29.26,14.45,8.68,31.8,4.771,6.821696758270264,7.894376277923584,24.48,13.79,8.662206649780273,3.52,3.0773813724517822,9190.7451171875,0.928,8.22263240814209,7.167,20.16,20.6,2.74,9.362666130065918,9.910009384155272,58.76388931274414,15.28,2.3419930934906006,6.566812515258789,,1.658,6.93,17.57,61.06,10.654916763305664,8.086896896362305,3.820472478866577,6.45,4.947547435760498,3.81,25.47,31.51,21.23,35.18,41.89,12.342355728149414,6.32,15.27,10.668638229370115,12.525690078735352,14.2,
2006-02-09,29.25,14.63,8.72,32.19,4.88,6.936833381652832,8.06679916381836,25.11,14.09,8.588589668273926,3.58,2.9163801670074463,9307.0859375,0.935,8.426589965820312,7.269,20.45,20.65,2.86,9.279438972473145,9.982606887817385,59.574161529541016,15.54,2.4227514266967773,6.768866062164307,,1.666,7.29,18.53,60.85,10.607409477233888,8.024148941040039,3.9288291931152335,6.71,4.992859363555908,4.01,25.56,31.82,21.17,35.11,42.82,12.303542137145996,6.5,15.53,10.798883438110352,12.678144454956056,14.3,
2006-02-10,29.35,14.88,8.82,32.28,5.065,6.811143398284912,8.193624496459961,25.83,14.48,8.711283683776855,3.48,2.8104586601257324,9566.6064453125,0.996,8.834502220153809,7.643,21.14,20.28,2.6,9.144204139709473,9.891851425170898,62.24441146850586,16.0,2.4981255531311035,6.919398784637451,,1.678,7.14,18.53,62.53,10.315587997436523,7.864430904388428,3.981712102890015,6.46,5.086903095245361,4.16,26.49,31.51,21.1,35.12,44.83,12.61403465270996,6.5,15.58,10.963749885559082,12.281764030456545,13.9,
2006-02-13,29.13,14.59,8.76,30.84,4.887,6.543457508087158,8.043998718261719,25.36,14.2,8.568958282470703,3.38,2.803397417068481,9351.826171875,0.982,8.802298545837402,7.507,21.79,20.1,2.45,8.738489151000977,9.47440242767334,60.54098510742188,15.68,2.503509998321533,6.869894504547119,,1.736,6.87,17.57,61.8,10.134611129760742,7.7579474449157715,3.8710222244262695,6.14,4.885991096496582,4.2,25.74,31.2,20.77,34.95,44.41,12.61403465270996,6.42,15.11,10.388360023498535,11.959775924682615,13.56,
2006-02-14,28.98,14.71,8.86,30.09,4.859,6.628848075866699,8.547015190124512,26.11,15.1,8.956671714782715,3.41,2.79774808883667,9280.2353515625,0.967,9.21020793914795,7.899,23.26,19.77,2.56,9.008962631225586,9.683133125305176,60.080596923828125,16.37,2.487358570098877,6.78402042388916,,1.752,6.6,17.89,61.21,10.127830505371094,7.776960849761963,3.7927358150482178,6.09,4.975759029388428,4.32,26.09,32.38,21.36,36.82,43.99,12.646379470825195,6.5,15.22,10.437823295593262,12.178092002868652,13.69,
2006-02-15,29.25,15.0,9.17,30.2,4.975,6.9080491065979,8.495711326599121,26.65,14.73,9.265861511230469,3.52,2.8104586601257324,9253.388671875,0.972,9.336875915527344,8.069,23.43,20.1,2.6,9.362666130065918,10.16411018371582,62.12471389770508,16.7,2.503509998321533,6.900199890136719,,1.769,6.55,17.89,63.97,10.17081069946289,7.824496746063232,3.8479506969451904,6.14,5.189495086669922,4.28,26.36,32.13,21.13,36.58,44.24,12.7725191116333,6.71,15.41,11.013211250305176,12.428120613098145,14.02,
2006-02-16,29.35,15.0,9.09,31.19,5.338,6.847602367401123,8.62111759185791,27.04,15.14,9.393462181091309,3.44,2.9742839336395264,9289.1845703125,0.957,9.865013122558594,8.52,22.49,20.24,2.71,9.61233615875244,10.488998413085938,62.6219367980957,16.41,2.5573484897613525,7.25380277633667,,1.855,6.62,18.21,65.97,10.65039348602295,8.024148941040039,3.90109133720398,6.35,5.422893047332764,4.6,26.28,33.37,22.12,37.89,46.09,13.584343910217283,6.7,16.17,11.722146034240724,12.415924072265623,13.81,
2006-02-17,29.23,15.21,9.01,31.28,5.304,6.652834415435791,8.692366600036621,26.98,15.17,8.892871856689453,3.49,2.845766305923462,9673.9970703125,0.947,9.961623191833496,8.639,22.39,20.65,2.69,9.77670192718506,10.563416481018066,64.45426177978516,16.46,2.533122062683105,7.142668724060059,,1.867,6.69,18.53,66.35,10.838153839111328,8.366411209106445,3.95164155960083,6.26,5.522922992706299,4.53,26.71,33.55,22.18,37.89,48.26,12.77898406982422,6.6,16.12,11.969449043273926,12.23297882080078,13.85,
2006-02-20,29.03,15.29,8.9,31.21,5.222,6.544416904449463,8.264870643615723,26.7,14.91,8.735821723937988,3.43,2.7285447120666504,9620.302734375,0.992,10.165579795837402,8.835,21.81,20.65,2.6,10.01392936706543,10.80036163330078,64.22407531738281,16.41,2.5842671394348145,7.272995948791504,,1.847,7.0,17.89,68.33,11.084733963012695,8.501416206359863,3.9171650409698486,6.15,5.685361862182617,4.49,26.89,33.45,22.28,37.83,49.69,13.099193572998049,6.5,16.32,12.330512046813965,12.074426651000977,13.69,
2006-02-21,28.99,15.36,9.22,30.9,5.427,6.620213031768799,7.8373799324035645,25.39,14.41,8.883055686950684,3.49,2.6268601417541504,9620.302734375,0.957,9.618119239807127,8.392,20.86,20.85,2.55,10.01392936706543,10.743420600891112,64.46348571777344,16.03,2.4765896797180176,7.142668724060059,,1.826,6.94,17.57,66.04,10.971624374389648,8.37782096862793,3.910165309906006,6.02,5.599012851715088,4.42,27.69,32.44,21.99,37.24,48.52,12.80809497833252,6.57,16.32,11.936474800109863,12.30859375,13.93,
2006-02-22,29.19,15.36,9.35,31.47,5.269,6.696010112762451,7.694876670837402,25.82,14.67,8.976303100585938,3.5,2.542123317718506,9978.267578125,0.967,9.980944633483888,8.69,21.41,20.79,2.55,10.097905158996582,10.798526763916016,66.29583740234375,16.18,2.460438966751098,7.051741123199463,,1.859,6.96,17.89,66.66,10.786126136779783,8.280844688415527,3.894092559814453,6.08,5.4844512939453125,4.35,27.07,33.37,22.37,38.61,47.76,13.034504890441896,6.61,16.41,11.854043006896973,12.44032096862793,14.02,
