,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,LAME4,LREN3,MMXM3,NATU3,NETC4,BNCA3,OGXP3,PCAR4,PETR3,PETR4,RDCD3,RSID3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP4,TCSL4,USIM3,USIM5,VALE3,VALE5,ALLL11
2008-11-14,20.58,18.2,2.35,3.1029696464538574,4.524,7.268803119659424,5.959257125854492,3.5636696815490723,3.215677261352539,3.0673720836639404,6.59,1.135,1.672509789466858,6.900557041168213,4.73118782043457,11.25451374053955,9.882,7.0559515953063965,212.2922821044922,19.48512077331543,12.283685684204102,7.450325489044189,1.9978458881378172,6.5188188552856445,3.0495171546936035,1.21,1.6971120834350586,491.95703125,7.15,12.0,51.84,334.4999694824219,56.52,11.356196403503418,8.485672950744629,26.299999237060547,74.02970886230469,3.79,6.110339164733887,7.02,15.62,17.15,21.02,2.97,8.31350326538086,8.301756858825684,13.365346908569336,16.48,9.82
2008-11-17,20.38,17.77,2.32,3.0357778072357178,4.497,7.157506465911865,6.027658462524414,3.6054723262786874,3.20836877822876,3.1133389472961426,6.751,1.171,1.7486721277236938,7.273439407348633,4.411513328552246,11.564350128173828,10.376,7.315680980682373,194.7118225097656,19.60957717895508,11.91635799407959,8.055185317993164,1.965703010559082,6.508721828460693,3.149881362915039,1.272,1.671491026878357,436.59613037109375,6.97,11.91,52.09,307.9899597167969,58.26,11.338101387023926,8.358959197998047,26.5,68.19705963134766,3.73,6.215691566467285,6.83,14.9,16.51,20.45,3.15,8.072017669677734,8.240825653076172,13.19241428375244,16.36,10.23
2008-11-18,19.61,17.94,2.18,2.80366587638855,4.155,6.6816182136535645,5.728410720825195,3.6106979846954346,3.2887604236602783,3.0924463272094727,6.658,1.126,1.674033284187317,7.257902145385742,4.155773162841797,11.67344570159912,10.299,7.211791038513184,181.11184692382807,19.60957717895508,11.050960540771484,8.160794258117676,1.8420740365982056,6.011155605316162,2.925992727279663,1.21,1.692231297492981,416.46490478515625,7.11,11.3,50.84,309.9999694824219,56.82,10.541810035705566,7.868459224700928,25.25,65.72940063476562,3.25,5.791654586791992,6.41,14.5,15.52,19.41,3.07,8.115562438964844,8.130388259887695,12.624201774597168,15.57,9.65
2008-11-19,19.61,17.13,2.11,2.6570703983306885,4.053,6.635563850402832,5.694211006164551,3.615923166275024,3.310685157775879,3.167668104171753,6.708,1.152,1.5536974668502808,7.413271427154541,4.027902603149414,11.73890495300293,10.197,7.081924915313721,178.12648010253906,19.60957717895508,10.552888870239258,8.813658714294434,1.7580066919326782,5.697969913482666,2.8642303943634038,1.223,1.7080929279327393,386.26806640625,7.32,11.24,50.66,317.9999694824219,57.28,10.089370727539062,7.561896800994873,25.0,64.38341522216797,3.15,5.825894355773926,6.48,14.25,15.01,20.58,3.0,7.521740913391113,7.665794849395752,12.352447509765623,15.15,9.23
2008-11-21,19.0,17.82,1.95,2.449390649795532,3.67,6.236432075500488,4.87769889831543,3.396459579467773,3.239063262939453,3.0590102672576904,6.658,1.128,1.4013744592666626,7.215733528137207,3.708227872848511,11.38979434967041,9.992,6.796224594116211,151.58995056152344,19.60957717895508,9.787100791931152,7.210302352905273,1.6071782112121582,5.243349075317383,2.8024685382843018,1.145,1.5067816972732544,377.4606323242188,7.22,10.66,62.2,309.9899597167969,55.62,9.143774032592772,6.903806686401367,22.5,56.98043823242188,2.79,5.267534255981445,6.92,12.59,13.21,20.63,2.88,7.201076984405518,7.292596340179443,11.265432357788086,13.97,8.46
2008-11-24,20.84,17.59,2.07,2.65096116065979,4.114,6.236432075500488,5.343666076660156,3.281502723693848,3.192290782928467,3.0590102672576904,7.097,1.174,1.480582356452942,7.493173599243164,4.034295558929443,11.34615421295166,9.959,6.926088333129883,166.84848022460938,19.60957717895508,10.14820384979248,7.64234447479248,1.8049851655960083,5.9606451988220215,3.1035594940185547,1.247,1.5836466550827026,368.6532287597656,7.24,11.37,62.76,329.9999694824219,58.56,10.274868965148926,7.860284805297852,23.600000381469727,61.0184211730957,2.91,6.123509407043457,7.3,14.01,13.4,22.57,3.2,8.190780639648438,7.292596340179443,12.900896072387695,15.78,9.79
2008-11-25,22.6,16.82,2.09,2.724259376525879,4.231,7.073072910308838,5.506112575531006,3.281502723693848,3.2302935123443604,3.125871419906616,6.971,1.16,1.53389573097229,7.542004585266113,4.603318214416504,11.477070808410645,9.873,7.402256965637207,174.80941772460938,19.60957717895508,11.082087516784668,7.239104747772217,1.8791617155075075,6.235942840576172,3.064958333969116,1.26,1.6531894207000732,358.5876159667969,7.0,11.31,62.98,364.9999694824219,58.79,10.451321601867676,7.913422107696533,25.0,65.95374298095703,3.35,6.389519691467285,7.19,13.33,13.61,23.67,3.21,8.254122734069824,8.549288749694824,13.246764183044434,16.08,9.98
2008-11-26,23.38,16.28,2.05,2.931938648223877,4.47,7.322530746459961,6.023379802703857,3.3807830810546875,3.3603832721710205,3.1425938606262207,6.852,1.147,1.6618475914001465,7.519808769226074,5.018894195556641,12.088018417358398,10.495,7.679301261901855,201.01426696777344,19.60957717895508,12.38952350616455,7.738354206085205,2.052243232727051,6.69309663772583,3.628539800643921,1.35,1.628788948059082,408.9156799316406,7.32,12.29,62.79,354.9899597167969,60.8,10.958053588867188,8.387575149536133,25.229999542236328,71.33771514892578,3.36,6.734542846679688,6.76,13.04,13.27,23.89,3.58,8.630208969116211,8.945335388183594,13.632160186767578,16.43,11.6
2008-11-27,24.0,16.77,2.03,2.9808058738708496,4.531,7.138318061828613,6.0490312576293945,3.26582670211792,3.294607639312744,3.0924463272094727,6.59,1.203,1.6907886266708374,7.448784828186035,4.929385662078857,11.83054542541504,10.214,7.584067344665527,204.6630401611328,19.60957717895508,12.445560455322266,8.43922233581543,2.032461881637573,6.662785530090332,3.6130993366241455,1.317,1.6361087560653689,401.3664855957031,7.16,12.75,62.3,,60.34,10.686588287353516,8.154586791992188,,71.33771514892578,3.41,6.795119285583496,6.62,12.84,12.94,23.88,3.79,8.353092193603516,8.872978210449219,13.365346908569336,16.31,10.82
2008-11-28,24.38,16.62,1.93,3.145725965499878,4.654,7.3685832023620605,6.113154411315918,3.2710518836975098,3.307762861251831,3.0506486892700195,6.522,1.217,1.7060211896896362,7.082559108734131,5.0125017166137695,11.782544136047363,10.248,7.410915374755859,193.7167053222656,19.60957717895508,12.70082187652588,8.372015953063965,2.039879560470581,6.728455066680908,3.89875054359436,1.292,1.6202480792999268,406.3992919921875,7.17,13.74,62.69,384.99993896484375,61.97,10.745404243469238,8.199546813964844,26.559999465942383,77.17035675048828,3.3,6.818824768066406,6.45,14.25,12.96,24.56,3.57,8.471856117248535,8.89963436126709,13.60251522064209,16.48,11.3
2008-12-01,22.47,16.08,1.75,2.8708574771881104,4.429,6.754536151885986,6.113154411315918,3.203122615814209,3.1572105884552,2.917762517929077,6.294,1.139,1.5384657382965088,7.1913161277771,4.718400478363037,11.62980842590332,10.41,7.687958717346191,178.12648010253906,19.60957717895508,11.549030303955078,8.909667015075684,1.9854832887649536,6.513770580291748,3.605379343032837,1.21,1.5604649782180786,371.1696166992188,7.49,13.0,62.6,349.9999694824219,60.02,9.845056533813477,7.521021842956543,25.700000762939453,69.54306030273438,3.03,6.347380638122559,6.23,14.71,11.8,22.72,3.47,8.432267189025879,8.606407165527344,12.59950065612793,15.41,10.31
2008-12-02,24.17,16.28,1.75,2.7975587844848637,4.559,6.6624298095703125,6.0917792320251465,3.218798875808716,3.331149101257324,3.0448055267333984,6.59,1.195,1.5369422435760498,7.586395740509033,4.79512357711792,11.67344570159912,10.299,7.705273151397705,180.11672973632812,19.60957717895508,11.81052017211914,9.02487850189209,2.052243232727051,6.677939414978027,3.821547031402588,1.21,1.5714454650878906,378.7188415527344,7.73,13.18,63.05,341.9999694824219,60.53,9.790759086608888,7.48014497756958,26.0,68.6457290649414,3.09,6.3684492111206055,6.47,16.22,12.1,23.12,3.45,8.551033973693848,8.484545707702637,12.13010311126709,15.15,10.1
2008-12-03,24.12,16.31,1.78,2.638744115829468,4.606,6.704645156860352,6.113154411315918,3.098616123199463,3.4510066509246826,3.0640268325805664,6.463,1.187,1.492768406867981,7.7883734703063965,4.475448131561279,11.638534545898438,10.393,8.2247314453125,170.16554260253906,19.60957717895508,11.698450088500977,8.967273712158203,2.052243232727051,6.743607521057129,3.92963171005249,1.145,1.542164325714111,382.4934387207031,7.75,14.01,62.6,361.0099792480469,61.17,10.333683967590332,7.892984390258789,23.799999237060547,67.74840545654297,3.15,6.22622537612915,6.76,17.08,12.61,23.95,3.46,8.507485389709473,8.549288749694824,12.288216590881348,15.12,10.42
2008-12-04,25.12,16.16,1.86,2.7303686141967773,4.524,6.412971496582031,6.241404533386231,3.0672643184661865,3.478777885437012,2.996330976486206,6.522,1.19,1.4958148002624512,7.850520610809326,4.7823357582092285,11.904733657836914,10.656,8.6143217086792,181.44357299804688,19.60957717895508,11.530355453491213,8.832859992980957,2.0744967460632324,6.801694393157959,4.014554500579834,1.157,1.6104873418807983,387.5262451171875,7.75,14.0,62.87,345.9999694824219,60.27,9.858628273010254,7.602773189544678,23.6200008392334,66.85107421875,3.25,6.321041107177734,6.91,17.2,13.21,24.4,3.6,8.333297729492188,8.606407165527344,11.902817726135254,14.77,9.79
2008-12-05,26.77,16.59,1.83,2.8952906131744385,4.6,6.359242916107178,6.733021259307861,2.97843337059021,3.418849468231201,2.9670751094818115,6.277,1.214,1.4105136394500732,7.772835731506348,5.114797115325928,12.502589225769045,11.329,8.311308860778809,181.11184692382807,19.60957717895508,11.573933601379396,9.36091136932373,2.126420736312866,6.869894504547119,4.315646171569824,1.223,1.7007731199264526,374.9442443847656,7.83,14.01,63.54,329.9999694824219,61.84,9.72741985321045,7.422921180725098,23.75,68.19705963134766,3.3,6.139311790466309,6.93,17.9,12.51,25.2,3.61,8.19473934173584,8.454082489013672,11.63600730895996,14.47,10.15
2008-12-08,30.47,17.77,1.95,3.3289730548858643,4.908,7.149829864501953,7.340057849884033,3.030686855316162,3.344303846359253,3.008861780166626,6.556,1.212,1.4851521253585815,7.728445529937744,5.690211772918701,12.873520851135254,11.576,8.6143217086792,205.65814208984372,19.60957717895508,12.763081550598145,9.86016082763672,2.247576713562012,7.554354667663574,4.470052719116211,1.321,1.7324943542480469,387.5262451171875,7.55,15.53,62.98,334.9999694824219,61.99,11.066631317138672,8.260860443115234,23.68000030517578,68.87006378173828,3.57,6.9689483642578125,6.78,19.78,13.87,28.2,4.05,9.564489364624023,9.75646686553955,13.09359645843506,15.96,11.08
2008-12-09,30.58,17.59,1.9,3.512220621109009,4.921,6.984804630279541,7.2460126876831055,3.0568130016326904,3.1425936222076416,2.9068925380706787,6.412,1.203,1.4790599346160889,7.539784908294678,5.754148006439209,12.760058403015137,11.423,8.519088745117188,205.98985290527344,19.60957717895508,13.13663387298584,9.149690628051758,2.2253239154815674,7.488687992095947,4.323366165161133,1.292,1.7398144006729126,373.68603515625,7.24,15.0,63.6,359.9999694824219,58.08,10.949004173278809,8.219985008239746,24.049999237060547,67.29973602294922,3.46,7.05849552154541,6.62,18.81,15.41,26.78,3.79,9.857439041137695,9.977338790893556,13.276411056518556,15.97,10.31
2008-12-10,29.68,18.12,1.9,3.6343839168548575,4.942,7.460692405700684,6.968138694763184,3.0620386600494385,3.144054889678955,2.8166301250457764,6.285,1.139,1.4699199199676514,7.422150135040283,6.201691150665283,12.240755081176758,10.954,8.735528945922852,221.9117889404297,19.60957717895508,13.715641975402832,9.504925727844238,2.222851276397705,7.501319408416748,4.477773189544678,1.276,1.8056981563568115,377.4606323242188,7.15,14.2,63.71,374.9999694824219,57.76,12.06200122833252,8.968000411987305,24.399999618530277,67.74840545654297,3.55,7.53257417678833,6.59,19.03,16.94,25.33,3.79,10.213732719421388,10.396235466003418,14.185550689697266,17.03,10.61
2008-12-11,29.22,17.95,1.9,3.664925336837769,4.743,7.464529037475586,6.668896675109863,2.9523072242736816,3.3179943561553955,2.7205138206481934,6.37,1.095,1.5232330560684204,7.1047539710998535,6.233658790588379,11.786908149719238,10.571,8.2247314453125,224.5654296875,19.60957717895508,13.230021476745604,9.408916473388672,2.1610372066497803,7.281582355499268,4.284764766693115,1.346,1.9399051666259768,390.0426635742188,7.29,14.42,63.79,429.99993896484375,55.45,12.184158325195312,9.127410888671877,24.25,76.49736022949219,3.63,7.464096546173096,6.83,18.65,16.4,24.62,3.89,10.027668952941896,10.43431568145752,13.889090538024902,16.67,9.84
2008-12-12,30.26,18.39,1.91,3.6343839168548575,4.935,7.426149845123291,6.690269947052002,2.926180601119995,3.3618435859680176,2.8667781352996826,6.945,1.171,1.6298593282699585,7.322269916534424,6.073822498321533,12.376033782958984,10.937,8.865394592285156,221.9117889404297,19.60957717895508,13.261153221130373,9.85055923461914,2.2253239154815674,7.57708740234375,4.053156852722168,1.436,1.9838277101516724,383.7516479492188,7.49,15.01,63.59,409.9899291992188,56.94,12.487289428710938,9.237774848937988,24.100000381469727,80.53534698486328,3.62,7.585251808166504,7.23,19.95,17.3,25.17,4.18,9.897027969360352,10.46859073638916,13.93850040435791,16.87,9.2
2008-12-15,29.9,17.94,1.91,3.3717293739318848,4.736,7.502906799316406,6.3696489334106445,2.994109630584717,3.303377151489258,2.724694967269897,6.615,1.104,1.5232330560684204,7.053706645965576,5.696605205535889,12.044378280639648,10.818,8.519088745117188,216.2727508544922,19.60957717895508,12.949857711791992,9.120888710021973,2.089332103729248,7.071953773498535,3.9373507499694815,1.313,1.915505051612854,378.7188415527344,7.43,13.85,63.24,409.7999267578125,55.22,12.555155754089355,9.360401153564451,23.209999084472656,82.10567474365234,3.55,7.598420143127441,6.62,18.05,17.0,26.09,3.65,9.893068313598633,10.20582675933838,14.027440071105955,16.64,9.07
2008-12-16,28.33,18.77,1.95,3.579407930374145,5.037,7.97879695892334,6.690269947052002,2.9523072242736816,3.467085123062134,2.8174660205841064,6.979,1.147,1.645091891288757,7.291196823120117,5.901196479797363,12.131659507751465,10.963,8.467143058776855,231.53126525878903,19.60957717895508,13.391897201538086,9.658540725708008,2.208015203475952,7.526575565338135,4.053156852722168,1.362,2.0301904678344727,376.2024536132813,7.32,15.0,63.68,453.99993896484375,56.04,13.052834510803224,9.728277206420898,24.559999465942383,85.24633026123047,3.67,8.032991409301758,6.62,19.03,17.97,26.52,3.61,10.570027351379396,10.845598220825195,14.773526191711426,17.46,9.98
2008-12-17,26.65,18.08,1.97,3.7260048389434814,5.078,7.944256782531738,6.5192718505859375,2.9523072242736816,3.4714701175689697,2.7163329124450684,6.742,1.128,1.7060211896896362,7.102535247802734,5.702998638153076,11.939644813537598,10.495,8.276677131652832,219.92153930664065,19.60957717895508,13.317187309265137,9.98497200012207,2.2253239154815674,7.703374862670898,3.99139404296875,1.288,1.9238122701644895,372.4278259277344,7.36,14.31,62.71,469.99993896484375,53.82,13.410266876220703,9.953092575073242,25.700000762939453,79.86235046386719,3.61,8.306904792785645,6.69,18.16,17.03,25.13,3.47,10.403756141662598,10.853212356567385,14.971166610717772,17.77,9.82
2008-12-18,26.31,18.37,2.07,3.93979287147522,4.982,7.7139892578125,6.5620222091674805,3.030686855316162,3.4933948516845703,2.703801155090332,6.827,1.187,1.7212536334991455,7.213512420654297,5.530374526977539,12.502589225769045,10.997,8.571036338806152,219.92153930664065,19.60957717895508,13.510186195373535,10.772249221801758,2.16845440864563,7.55183219909668,3.883309364318848,1.251,1.9845906496047971,347.2637939453125,7.32,14.11,65.17,441.99993896484375,54.67,12.713508605957031,9.60565185546875,25.5,80.75967407226562,3.69,8.45439338684082,6.52,18.36,17.6,25.97,3.4,10.712543487548828,10.891294479370115,14.234960556030272,17.04,9.35
2008-12-19,25.06,17.28,2.17,3.921469449996948,4.778,7.748526573181152,6.497897624969482,2.994109630584717,3.624945163726807,2.582611083984375,6.674,1.165,1.7837066650390625,7.253464221954346,5.818081855773926,12.380401611328123,10.937,8.242047309875488,228.8776092529297,19.60957717895508,13.323410034179688,10.695441246032717,2.1288931369781494,7.274004459381103,3.713463306427002,1.251,1.934973955154419,348.5220031738281,7.24,14.3,67.14,460.0899353027344,55.45,12.618500709533691,9.54433822631836,26.299999237060547,81.88134765625,3.64,8.296366691589355,6.5,18.52,17.95,26.2,3.18,10.387920379638672,10.872251510620115,14.175670623779297,16.95,9.45
2008-12-22,24.64,16.97,2.29,3.6038434505462646,4.593,7.291828632354736,6.433773994445801,2.9157299995422363,3.405694961547852,2.565887689590454,6.725,1.116,1.7517184019088743,7.084778785705566,5.715785503387451,11.917828559875488,10.461,8.146811485290527,232.19467163085935,19.60957717895508,12.296140670776367,10.839455604553224,2.0744967460632324,6.935562610626221,3.75206470489502,1.231,1.9845906496047971,348.5220031738281,7.0,14.4,67.15,440.99993896484375,55.29,11.817687034606934,9.04975128173828,25.5,81.88134765625,3.5,7.495702743530273,6.35,18.31,18.5,25.01,3.18,9.99599838256836,10.274374961853027,13.281356811523438,16.23,9.55
2008-12-23,24.7,16.6,2.26,3.39616322517395,4.415,6.919562816619873,5.9849066734313965,2.868701696395874,3.458314895629883,2.5909619331359863,6.827,1.113,1.7060211896896362,6.947167873382568,5.210700035095215,11.27632999420166,9.873,7.843797206878662,207.6483917236328,19.60957717895508,11.95372200012207,9.956169128417969,1.9904277324676516,6.569340705871582,3.744344472885132,1.21,1.8816388845443728,342.2309875488281,6.9,13.85,67.14,424.99993896484375,53.03,11.713621139526367,8.992526054382324,24.0,78.516357421875,3.3,7.211256980895996,6.22,18.39,18.4,24.84,2.99,9.338836669921877,9.577484130859377,12.777372360229492,15.63,9.2
2008-12-26,23.88,16.67,2.28,3.573300361633301,4.326,7.138318061828613,5.9849066734313965,2.873927593231201,3.50654935836792,2.574249505996704,6.911,1.099,1.7060211896896362,6.762945652008057,5.466439723968506,11.341789245605469,10.112,7.627357959747314,207.9801025390625,10.129766464233398,12.078231811523438,9.783352851867676,1.9755924940109253,6.5415544509887695,3.6980228424072266,1.214,1.835745930671692,351.03839111328125,6.69,13.83,67.15,459.99993896484375,51.23,12.147963523864746,9.319523811340332,24.790000915527344,81.20834350585938,3.41,7.398253440856934,6.06,17.52,17.46,24.58,2.91,9.204236030578612,9.672686576843262,13.390050888061523,16.08,9.35
2008-12-29,24.3,16.79,2.36,3.756547451019287,4.333,7.092265129089356,5.9849066734313965,2.82689905166626,3.4568521976470947,2.6160359382629395,6.971,1.069,1.6755566596984863,6.714114665985107,5.639063358306885,11.084320068359377,10.018,7.575407981872559,221.9117889404297,10.074451446533203,12.08445930480957,9.73534870147705,1.958284616470337,6.5415544509887695,3.48185396194458,1.223,1.8853615522384644,348.5220031738281,6.51,13.6,67.11,498.99993896484375,50.59,12.276025772094728,9.22231101989746,25.350000381469727,84.12466430664062,3.64,7.506236553192139,6.04,16.77,17.11,24.05,2.77,9.936616897583008,10.259142875671388,13.360408782958984,16.03,9.35
2008-12-30,23.76,17.18,2.48,3.6771395206451416,4.388,7.3609089851379395,6.275600910186768,2.9000539779663086,3.453929662704468,2.655324935913086,7.275,1.069,1.7121145725250244,6.691919803619385,5.882016658782959,11.298151016235352,10.154,7.627357959747314,231.86297607421875,10.413264274597168,12.538952827453612,9.5145263671875,1.980539083480835,6.592071056365967,3.806106567382813,1.264,1.9436579942703247,348.5220031738281,6.62,13.29,67.34,526.0099487304688,50.59,12.457290649414062,9.353354454040527,25.700000762939453,84.79766082763672,3.75,7.637925148010254,6.22,17.57,17.93,23.6,2.74,10.537558555603027,10.406929969787598,13.68157196044922,16.08,9.84
2009-01-02,25.96,18.03,2.71,3.954970359802246,4.839,7.98263692855835,6.4124016761779785,2.9523072242736816,3.595712661743164,2.782357692718506,7.588,1.143,1.7227767705917358,6.911653518676758,6.259232521057129,11.843635559082031,10.733,8.82210922241211,258.731201171875,11.146206855773926,13.230021476745604,9.898564338684082,2.1401827335357666,7.294210910797119,3.829267978668213,1.292,2.065213203430176,361.10400390625,7.16,14.39,67.69,509.99993896484375,53.34,13.53127384185791,10.049530982971191,26.25,87.26531219482422,3.84,8.354310989379883,6.52,18.31,18.82,24.04,2.91,10.965582847595217,11.266328811645508,15.069986343383787,17.63,9.98
