,ACES4,ALLL11,AMBV4,ARCZ6,ARCE3,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CPLE6,CYRE3,ELET3,ELET6,EMBR3,EBTP4,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LIGT3,LAME4,NATU3,NETC4,PCAR4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM5,VALE3,VALE5,VIVO4
2006-04-05,31.38,13.13,16.08,10.34,34.5,4.798,6.984804630279541,7.552380561828613,25.36,14.29,7.78371524810791,2.8062219619750977,9217.591796875,0.93,6.115378379821777,11.35496425628662,9.184,16.932327270507812,2.45,10.914556503295898,11.443242073059082,56.7906379699707,17.04,2.6434898376464844,6.919398784637451,,8.464152336120605,1.867,7.73,17.74,70.3,10.87887477874756,8.43602466583252,4.5232343673706055,6.4,5.98459005355835,4.5,38.57,29.47,31.93,20.6,35.67,6.52,14.83,13.321368217468262,12.867189407348633,15.0,
2006-04-06,31.34,13.18,16.18,10.42,35.13,4.798,7.1671013832092285,7.580880641937256,24.96,14.26,7.670837879180908,2.881073474884033,9245.333984375,0.928,5.977919101715088,12.23733901977539,9.822,16.593685150146484,2.58,10.937649726867676,11.46160888671875,57.90600204467773,17.48,2.6784863471984863,6.891108989715576,,8.697437286376953,1.859,7.55,17.89,70.77,10.958053588867188,8.493410110473633,4.504829406738281,6.28,6.087183952331543,4.48,38.57,29.73,31.45,20.36,35.14,6.67,14.82,13.552186965942385,12.928174018859863,14.95,
2006-04-07,31.39,13.13,16.1,10.5,35.46,4.743,7.17285680770874,7.780380249023437,25.05,14.28,7.6315765380859375,2.929091215133667,9101.25390625,0.932,6.217674732208252,12.45202922821045,9.737,16.932327270507812,2.58,10.74660301208496,11.544265747070312,56.697696685791016,17.64,2.638108015060425,6.78402042388916,,8.322153091430664,1.785,7.24,17.74,70.85,10.949004173278809,8.384376525878906,4.539306640625,6.41,5.92303466796875,4.35,38.73,29.87,31.18,20.09,35.14,6.74,14.66,13.288397789001465,12.84157657623291,14.82,36.85
2006-04-10,31.23,13.25,16.01,10.27,34.5,4.634,7.046209335327148,7.552380561828613,24.57,14.28,7.618839740753174,2.8245809078216557,8984.0205078125,0.922,6.065828800201416,11.485923767089844,9.226,16.593685150146484,2.69,10.91665267944336,11.459774017333984,58.51015853881836,17.53,2.5492725372314453,6.587013244628906,,8.46922492980957,1.785,7.38,18.21,69.1,10.901495933532717,8.397765159606934,4.596855640411377,6.4,5.839251518249512,4.44,40.9,29.47,31.68,20.12,34.38,6.53,14.51,12.925687789916992,12.73302936553955,14.82,35.48
2006-04-11,31.4,13.2,15.62,10.01,34.26,4.524,6.980006217956543,7.552380561828613,23.61,13.93,7.385861396789551,2.7878618240356445,8796.984375,0.909,5.867631435394287,11.33563995361328,9.175,16.4158992767334,2.58,10.874663352966309,11.479976654052734,56.23296737670898,17.35,2.4712061882019043,6.496093273162842,,8.49458122253418,1.715,7.32,18.05,68.33,10.7567138671875,8.311683654785156,4.488757133483887,6.35,5.817878723144531,4.48,40.45,28.85,32.76,20.05,33.45,6.25,13.96,12.64540958404541,12.500079154968262,14.58,33.96
2006-04-12,31.47,13.11,15.59,10.08,34.6,4.511,6.984804630279541,7.5666303634643555,22.98,13.7,7.385861396789551,2.7596161365509038,9015.341796875,0.925,5.782917499542236,11.70061492919922,9.643,16.246580123901367,2.66,11.042613983154297,11.755494117736816,55.11759948730469,17.68,2.4765896797180176,6.410213947296143,,8.428653717041016,1.695,7.21,18.21,67.52,10.72278118133545,8.302119255065918,4.4931640625,6.03,6.2367987632751465,4.55,40.09,28.98,35.18,20.96,34.7,6.35,14.01,12.942173957824709,12.531790733337402,14.6,33.55
2006-04-13,31.43,13.25,15.62,9.89,33.99,4.497,7.042372703552246,7.409881591796875,22.45,13.54,7.316464424133301,2.6974754333496094,8748.65625,0.908,5.674228668212891,11.33563995361328,9.312,16.475160598754883,2.6,11.122391700744627,11.761924743652344,64.27288055419922,17.72,2.4389028549194336,6.364749431610107,,8.30186939239502,1.756,6.92,18.05,67.94,10.6820650100708,8.29255485534668,4.401139259338379,5.9,6.155579566955566,4.63,44.86,28.88,35.77,20.51,32.91,6.27,13.91,12.64540958404541,12.537888526916504,14.73,33.05
2006-04-17,31.66,13.25,15.94,10.15,33.45,4.497,7.147911548614502,7.424134731292725,24.96,14.25,7.152885437011719,2.65510630607605,8555.3564453125,0.894,5.434472560882568,11.163891792297363,9.065,16.18731117248535,2.58,11.361714363098145,11.954789161682127,65.4347152709961,17.16,2.4442880153656006,6.429415702819824,,7.860659599304199,1.801,6.72,17.74,68.52,10.926382064819336,8.422633171081543,4.447281360626221,6.21,6.199182510375977,4.72,44.74,28.88,45.69,21.66,33.9,6.25,13.81,12.548135757446287,12.685462951660156,14.86,32.81
2006-04-18,31.95,13.25,16.18,10.5,34.06,4.579,7.397368907928467,7.687754154205322,27.14,14.68,7.187582492828369,2.6762912273406982,8859.62890625,0.93,5.594311237335205,11.732818603515623,9.371,16.593685150146484,2.64,11.449891090393066,11.9299955368042,65.87300109863281,17.75,2.4765896797180176,6.526399612426758,,8.170011520385742,1.842,6.69,18.21,68.73,11.54848575592041,8.82052230834961,4.635997295379639,6.42,6.411205768585205,4.79,47.32,29.74,45.51,21.71,34.7,6.23,14.56,13.18947410583496,13.008667945861816,15.32,33.2
2006-04-19,32.28,13.07,16.37,10.91,35.36,4.778,7.387773990631103,7.96705150604248,27.14,14.67,7.192540645599365,2.669229507446289,8922.2724609375,0.945,5.913984775543213,11.773608207702637,9.533,16.779939651489258,2.66,11.50027561187744,11.902440071105955,67.26762390136719,17.89,2.506201982498169,6.642581939697266,,8.44893741607666,1.826,6.72,18.36,68.73,11.713621139526367,8.931471824645996,4.689138412475586,6.23,6.540302276611328,4.94,49.74,30.88,46.61,21.78,34.82,6.27,14.72,13.057583808898926,12.928174018859863,15.19,34.14
2006-04-20,32.28,13.05,16.55,10.91,35.23,4.928,7.33020544052124,8.150873184204102,27.31,14.59,7.316464424133301,2.7115981578826904,8747.7646484375,0.974,5.94595193862915,11.655529022216797,9.456,16.9661922454834,2.71,11.30188274383545,11.682024002075195,71.1260986328125,17.84,2.4981255531311035,6.587013244628906,,8.62136459350586,1.801,6.69,18.69,68.16,11.670642852783203,8.858779907226562,4.6199259757995605,6.15,6.399238109588623,4.78,52.43,30.6,49.87,21.23,34.37,6.48,14.95,12.696520805358888,12.861093521118164,15.11,36.11
2006-04-24,32.39,12.96,16.51,10.67,35.21,4.853,7.435747146606445,8.13662052154541,26.98,14.2,7.440389156341553,2.663580894470215,8768.3466796875,0.974,5.626277446746826,11.668408393859863,9.507,17.101654052734375,2.72,11.286138534545898,11.75090789794922,69.07135009765625,17.89,2.4712061882019043,6.536501407623291,,8.8749361038208,1.773,6.55,19.79,66.59,11.5032377243042,8.799481391906738,4.6085205078125,6.14,6.296642780303955,4.55,50.91,30.28,48.06,20.97,33.53,6.45,14.7,12.612438201904297,13.247715950012209,15.52,35.46
2006-04-25,32.32,12.85,16.65,10.79,35.59,4.812,7.435747146606445,8.207868576049805,26.51,14.45,7.53456974029541,2.6819398403167725,8770.1357421875,0.964,5.482423305511475,11.958242416381836,9.737,17.101654052734375,2.74,11.352267265319824,11.847333908081056,69.71288299560547,17.64,2.4846653938293457,6.55670976638794,,8.62136459350586,1.769,6.88,19.32,66.43,11.537174224853516,8.797569274902344,4.606186866760254,5.91,6.20003604888916,4.45,50.26,30.27,50.01,20.77,32.85,6.59,14.75,12.694869041442873,13.263574600219728,15.51,35.32
2006-04-26,33.0,13.45,16.66,10.93,36.1,4.873,7.963446140289307,8.507119178771973,27.39,14.85,7.584140777587891,2.683351993560791,8859.62890625,0.994,5.65824556350708,12.323214530944824,10.112,17.228649139404297,2.85,11.434146881103516,11.9299955368042,73.81309509277344,17.78,2.506201982498169,6.718353271484375,,8.68222427368164,1.769,7.24,19.48,66.26,11.638970375061035,8.866433143615723,4.677473068237305,5.84,6.309468746185303,4.66,51.36,30.53,53.78,22.09,34.94,6.71,14.94,13.004822731018066,13.513599395751951,15.27,34.54
2006-04-27,33.18,13.36,16.0,10.5,36.42,4.839,7.8089728355407715,8.450117111206055,28.92,14.76,7.3908185958862305,2.629685878753662,8653.796875,0.986,5.682220935821533,12.022649765014648,9.865,17.389507293701172,2.92,11.116094589233398,11.767438888549805,71.49800109863281,17.79,2.514277935028076,6.587013244628906,,8.62136459350586,1.723,7.24,19.48,63.97,11.392394065856934,8.684706687927246,4.585448265075684,5.76,6.087183952331543,4.65,48.65,29.82,54.49,21.83,35.59,6.82,14.64,12.661895751953123,12.928174018859863,14.86,33.24
2006-04-28,34.73,13.13,15.79,10.56,37.06,4.778,7.987429141998291,8.642487525939941,30.74,14.62,7.286723136901855,2.584491729736328,8997.443359375,0.992,5.674228668212891,12.8556489944458,10.29,16.50901985168457,2.94,11.355416297912598,11.817031860351562,72.52073669433594,18.14,2.568115711212158,6.647631645202637,,8.124369621276855,1.74,7.6,19.95,63.74,11.539438247680664,8.84347915649414,4.700544834136963,5.51,6.266721725463867,4.89,48.58,29.96,54.49,22.15,35.8,6.74,14.52,13.10704231262207,13.052573204040527,14.92,33.51
2006-05-02,34.73,13.29,16.1,10.68,37.43,4.784,8.423981666564941,8.521367073059082,30.36,15.03,7.346206188201904,2.683351993560791,9074.4072265625,1.028,5.57832670211792,12.731128692626951,10.112,16.339693069458008,2.94,11.714409828186035,12.067750930786133,70.66120910644531,18.74,2.656949281692505,6.919398784637451,,8.19029712677002,1.781,7.69,20.11,63.97,11.933056831359863,9.000338554382324,4.815640926361084,5.76,6.282964706420898,4.82,48.67,30.09,51.67,21.64,36.32,7.0,15.14,13.38731288909912,13.659952163696287,15.52,32.57
2006-05-03,34.08,14.18,16.03,10.82,37.06,4.798,8.203306198120117,8.478618621826172,31.1,15.03,7.405690193176269,2.6268601417541504,9038.609375,1.013,5.674228668212891,12.194401741027832,9.746,16.42436408996582,2.9,11.179071426391602,11.544265747070312,71.1260986328125,18.76,2.7027151584625244,6.970921039581299,,8.499650955200195,1.76,7.66,20.11,65.25,11.944368362426758,8.981209754943848,4.751353740692139,5.85,6.291512966156006,4.66,48.38,30.35,51.6,21.96,35.29,6.97,15.0,13.715407371520996,13.60507583618164,15.38,33.64
2006-05-04,34.17,14.94,16.06,11.03,36.77,4.839,8.270468711853027,8.555563926696777,30.65,14.91,7.579183101654053,2.520938873291016,9198.80078125,1.013,5.810090065002441,12.172932624816896,9.575,16.204240798950195,2.9,10.958640098571776,11.318339347839355,75.30999755859375,18.54,2.7861642837524414,7.065884590148926,,8.545294761657715,1.744,7.72,19.95,67.13,11.831255912780762,8.895124435424805,4.700544834136963,5.96,6.359910011291504,4.45,51.55,30.96,53.84,21.98,35.96,7.04,15.02,14.04679012298584,13.859975814819336,15.44,31.41
2006-05-05,34.39,15.49,16.17,11.77,37.62,4.853,8.443169593811035,8.478618621826172,31.04,15.03,7.286723136901855,2.584491729736328,9472.642578125,0.993,6.168126106262207,12.45202922821045,9.856,16.255043029785156,2.93,10.75395393371582,11.213644981384276,75.30999755859375,18.64,2.813084602355957,7.261882305145264,,8.367795944213867,1.74,7.77,19.95,68.73,12.315363883972168,9.082592964172363,4.803975582122803,6.04,6.540302276611328,4.58,52.08,32.45,53.2,22.41,36.05,6.6,15.41,14.343554496765137,14.050238609313965,15.59,29.19
2006-05-08,34.82,15.45,16.44,11.88,37.72,4.935,8.395197868347168,8.7636137008667,30.56,14.51,7.63370943069458,2.669229507446289,9396.5751953125,0.98,6.3055853843688965,12.301746368408203,9.669,16.593685150146484,2.93,11.053112983703612,11.502936363220217,76.98353576660156,18.41,2.874997854232788,7.441716194152832,,8.26636791229248,1.785,7.86,19.79,68.33,12.258809089660645,9.097896575927734,5.011875629425049,5.99,6.540302276611328,4.49,52.88,31.96,53.19,22.15,35.87,6.41,15.47,14.458964347839355,14.28197193145752,15.65,27.89
2006-05-09,34.79,15.31,16.47,11.81,37.77,4.887,8.395197868347168,8.827739715576172,32.08,14.91,7.70806360244751,2.8104586601257324,2.9265425205230717,0.976,6.36152982711792,12.344684600830078,9.558,16.593685150146484,3.51,11.053112983703612,11.502936363220217,77.02188873291016,18.48,2.613635540008545,7.460909366607666,,8.215652465820312,1.744,7.9,19.79,67.52,12.532533645629885,9.097896575927734,5.011875629425049,6.06,6.390689373016357,4.6,51.91,31.94,57.05,22.66,36.73,6.17,15.68,14.03030490875244,14.634443283081056,15.86,28.35
2006-05-10,35.05,15.95,16.41,11.51,37.77,4.846,8.539116859436035,9.1911039352417,31.51,14.72,7.485002040863037,2.796335220336914,2.889961242675781,0.956,6.36152982711792,12.25881004333496,9.592,16.76300811767578,3.51,11.305036544799805,11.737123489379885,75.7754135131836,18.43,2.6062934398651123,7.274004459381103,,8.139583587646484,1.715,8.04,20.43,68.13,12.430736541748049,9.210762977600098,5.046610832214356,6.05,6.446259498596191,4.55,50.68,31.16,56.35,22.85,36.65,6.17,15.45,13.651107788085938,14.524675369262695,15.81,27.48
2006-05-11,34.68,16.44,16.15,11.47,37.54,4.798,8.491142272949219,9.155487060546877,30.65,14.32,7.2321977615356445,2.7101855278015137,2.8377010822296143,0.922,6.233658790588379,11.936774253845217,9.192,16.856130599975586,3.51,11.305036544799805,11.80876350402832,73.39404296875,18.3,2.5402169227600098,7.051741123199463,,7.957014560699463,1.711,7.92,20.27,67.94,12.35155963897705,9.174412727355955,4.999950885772705,5.76,6.356490612030029,4.41,48.75,31.01,53.02,21.45,34.51,5.98,15.22,13.18947410583496,14.295384407043455,15.77,26.63
2006-05-12,34.6,15.69,16.18,11.29,35.61,4.771,8.328036308288574,9.189684867858888,29.26,14.03,7.22228193283081,2.683351993560791,2.701826333999634,0.91,6.233658790588379,11.421518325805664,9.099,16.255043029785156,3.49,11.172773361206056,11.571817398071287,73.30104064941406,17.56,2.4716944694519043,7.106299877166748,,8.09901237487793,1.65,7.83,19.79,64.87,12.213565826416016,9.05963897705078,4.838972091674805,5.66,6.19832706451416,4.43,48.47,30.09,51.28,20.99,33.3,5.91,14.91,13.008119583129885,14.145379066467283,15.52,24.87
2006-05-15,34.85,14.94,15.62,11.1,34.6,4.654,8.270468711853027,9.119857788085938,28.81,13.98,7.435431480407715,2.6494569778442383,2.6443395614624023,0.892,5.691810607910156,11.142420768737791,8.997,15.6624116897583,3.51,11.179071426391602,11.5773286819458,71.1615219116211,17.35,2.442328691482544,6.76987886428833,,7.997586250305176,1.613,7.4,19.63,63.19,12.012232780456545,8.971647262573242,4.781164646148682,5.34,5.98459005355835,4.3,47.58,29.25,47.66,20.5,32.55,5.6,14.3,12.843253135681152,13.659952163696287,14.92,25.06
2006-05-16,35.01,15.23,15.7,11.04,35.03,4.634,8.021011352539062,9.517430305480955,29.88,13.98,7.524657249450684,2.683351993560791,2.5607240200042725,0.935,5.639063358306885,11.378579139709473,9.192,16.085712432861328,3.51,10.702692985534668,11.20350456237793,70.79875183105469,17.83,2.3787012100219727,6.839582443237305,,8.06351375579834,1.633,7.58,19.48,64.29,11.90138053894043,8.742091178894043,4.723616600036621,5.54,5.986301422119141,4.32,46.84,29.29,49.39,20.29,33.22,5.66,14.35,13.370832443237305,13.257472038269045,14.6,26.02
2006-05-17,33.4,15.05,15.18,10.98,33.2,4.62,7.771555423736572,9.155487060546877,28.04,13.46,7.385861396789551,2.585904359817505,2.5607240200042725,0.908,5.292217254638672,11.21756076812744,8.707,16.085712432861328,3.49,10.607415199279783,11.075178146362305,67.254638671875,17.26,2.398279428482056,6.719357013702393,,7.602015972137451,1.588,7.58,18.36,63.97,11.602776527404783,8.799481391906738,4.735281467437744,5.49,5.933295249938965,4.21,45.78,28.4,46.47,19.45,31.54,5.38,14.03,12.843253135681152,13.11112117767334,14.2,25.14
2006-05-19,34.91,14.98,15.33,11.03,34.75,4.6,7.435747146606445,8.364618301391602,29.1,13.22,7.53456974029541,2.544947624206543,2.5607240200042725,0.891,5.114797115325928,10.970666885375977,8.375,16.001056671142578,3.43,10.035758018493652,10.49212646484375,65.5709457397461,16.78,2.481975078582764,6.470834255218506,,7.302803993225098,1.608,7.7,19.0,64.63,11.154861450195312,8.27916431427002,4.735281467437744,5.52,5.808472156524658,4.25,43.76,28.95,44.45,20.05,31.53,5.45,14.18,12.53000259399414,12.905000686645508,14.34,23.27
2006-05-22,34.75,14.54,14.89,10.56,34.21,4.545,7.243854999542236,7.694876670837402,27.48,12.45,7.187582492828369,2.4715089797973637,2.5607240200042725,0.857,4.659260749816895,10.026033401489258,7.72,16.212709426879883,3.26,9.686415672302246,10.056933403015137,65.11511993408203,15.97,2.433519124984741,6.162696838378906,,7.252089023590088,1.58,7.03,18.21,61.97,11.25213623046875,8.223687171936035,4.735281467437744,5.43,5.685361862182617,4.11,43.12,28.0,40.56,19.14,29.14,5.13,13.45,11.575413703918455,12.684246063232422,14.14,22.44
2006-05-23,33.4,14.44,15.48,10.72,33.88,4.524,7.243854999542236,7.38138484954834,26.99,12.29,7.068617343902588,2.4926929473876958,2.4039454460144043,0.84,4.6832356452941895,9.94015407562256,7.677,15.747068405151367,3.26,9.686415672302246,10.056933403015137,66.98487091064453,15.65,2.2122902870178223,6.103092670440674,,6.947805881500244,1.567,6.92,17.42,62.09,11.039488792419434,8.223687171936035,4.606186866760254,5.48,5.639194011688232,4.0,44.97,28.42,41.01,19.14,29.53,5.12,13.68,11.68917179107666,12.601308822631836,13.93,21.0
2006-05-24,32.68,13.84,15.21,10.85,33.2,4.429,7.147911548614502,7.037964344024658,26.26,12.51,7.068617343902588,2.259665012359619,2.4353015422821045,0.813,4.275651454925537,9.5537109375,7.405,15.87406063079834,3.2,9.778512001037598,10.143412590026855,65.11511993408203,15.17,2.1608991622924805,6.031361103057861,,6.592809677124023,1.551,6.86,17.1,60.53,11.150336265563965,8.129955291748047,4.6085205078125,5.42,5.557121753692627,3.9,44.03,28.95,42.36,18.5,28.46,5.12,13.45,11.42538356781006,12.806208610534668,14.24,21.18
2006-05-25,34.55,14.37,15.85,10.98,33.88,4.566,7.103775978088379,8.12237548828125,27.37,12.85,7.276809215545654,2.526587963104248,2.4143970012664795,0.87,4.515407562255859,10.004562377929688,8.069,16.136512756347656,3.39,9.387879371643066,9.819807052612305,66.03604125976562,16.4,2.0679047107696533,6.344550609588623,,7.191235542297363,1.625,7.29,19.0,63.19,11.15938663482666,8.206474304199219,4.6077423095703125,5.76,5.941842079162598,4.03,46.32,29.97,46.15,19.21,29.59,5.2,13.93,12.579461097717283,13.294061660766602,14.97,22.21
2006-05-26,34.31,14.65,15.62,11.32,32.72,4.566,7.316775798797607,8.834861755371094,26.9,13.12,7.485002040863037,2.5689566135406494,2.5920801162719727,0.875,4.79512357711792,10.573490142822266,8.528,16.42436408996582,3.45,10.032584190368652,10.74040985107422,66.09186553955078,16.74,2.202500343322754,6.607223987579346,,7.150661945343018,1.715,7.58,19.63,64.29,11.602776527404783,8.307856559753418,4.7697577476501465,5.75,6.197470664978027,4.0,48.16,30.43,47.3,19.45,30.17,5.37,13.93,13.168042182922363,13.567262649536133,15.38,24.27
2006-05-29,34.3,14.94,15.33,11.3,32.48,4.566,7.450138568878174,8.421618461608887,26.3,12.52,7.361078262329102,2.4997546672821045,2.5920801162719727,0.857,4.739178657531738,10.305129051208496,8.248,16.085712432861328,3.38,10.499436378479004,11.242563247680664,66.27789306640625,16.78,2.4685146808624268,6.511244773864746,,6.947805881500244,1.654,7.47,19.0,62.6,11.55979347229004,8.560362815856934,4.7697577476501465,5.62,6.117107391357422,4.01,48.07,29.95,47.34,19.45,30.21,5.09,13.95,13.23069190979004,13.41602897644043,15.19,22.7
2006-05-30,32.85,14.73,14.87,11.2,30.86,4.381,7.450138568878174,7.981299877166748,25.44,12.2,6.865381717681885,2.472921133041382,2.602531909942627,0.812,4.55536699295044,9.618119239807127,7.703,16.42436408996582,3.25,10.499436378479004,11.242563247680664,64.6500244140625,16.07,2.2441039085388184,6.203102111816406,,6.668879985809326,1.608,7.22,17.42,62.23,11.200103759765623,8.560362815856934,4.744873046875,5.32,5.890547752380371,3.93,46.79,29.54,44.63,18.17,28.15,4.8,13.22,12.24972438812256,13.052573204040527,14.68,19.82
2006-05-31,33.65,14.7,15.1,11.14,32.53,4.313,7.168059349060059,8.008370399475098,24.1,11.89,6.9992194175720215,2.436201333999634,2.518916606903076,0.799,4.954960823059082,9.231675148010254,7.652,16.04338264465332,3.26,9.962716102600098,10.71530532836914,65.68256378173828,16.44,2.14132022857666,6.112185955047607,,6.744952201843262,1.596,6.97,18.05,60.37,11.182008743286133,8.340376853942871,4.654661178588867,5.78,5.830700874328613,4.02,48.61,30.71,43.11,18.38,27.69,4.77,13.13,12.447566032409668,12.85499382019043,14.62,19.82
2006-06-01,34.47,15.14,15.63,11.43,33.3,4.443,7.195883750915527,8.43586540222168,25.62,12.76,7.23715353012085,2.542123317718506,2.4353015422821045,0.84,5.274634838104248,9.869309425354004,8.213,16.50901985168457,3.36,10.162795066833496,11.075178146362305,69.76620483398438,17.35,2.1511101722717285,6.455676555633545,,6.993448734283447,1.608,6.8,18.84,60.37,11.197842597961426,8.41689395904541,4.682140350341797,5.99,6.001688957214356,4.08,50.42,30.46,46.4,19.29,29.65,5.02,13.99,12.793787956237791,12.952564239501951,14.84,21.42
2006-06-02,34.65,15.53,15.96,11.51,32.72,4.429,7.387773990631103,8.394543647766113,25.93,12.51,7.261937618255615,2.5280001163482666,2.513690710067749,0.851,5.354553699493408,9.94015407562256,8.145,16.644487380981445,3.43,10.464503288269045,11.409947395324709,70.6964111328125,17.49,2.190265655517578,6.506199359893799,,6.952877998352051,1.608,6.97,19.16,58.23,11.424059867858888,8.453237533569336,4.907926559448242,5.88,6.078634738922119,4.12,51.82,31.34,47.57,19.32,29.7,5.45,13.9,12.991633415222168,13.137948989868164,14.6,22.7
2006-06-05,33.04,15.09,15.43,11.14,31.79,4.326,7.243854999542236,8.264870643615723,25.15,12.24,6.939736366271973,2.436201333999634,2.5607240200042725,0.84,5.034878730773926,9.5537109375,7.907,16.288902282714844,3.43,10.607415199279783,11.423890113830566,68.64996337890625,16.98,2.178029775619507,6.30413293838501,,6.9275221824646,1.572,6.94,18.36,56.07,11.06210994720459,8.546975135803223,4.90662956237793,5.73,5.779405117034912,3.93,49.53,30.08,44.25,18.48,28.77,5.2,13.47,12.432727813720703,12.730589866638184,14.3,22.05
2006-06-06,33.67,14.94,14.99,10.72,31.9,4.183,7.090344905853272,8.405942916870117,26.04,12.6,6.98930549621582,2.457385778427124,2.5241432189941406,0.84,5.33857011795044,9.959479331970217,8.35,15.65394401550293,3.49,10.258071899414062,11.158869743347168,64.6500244140625,16.99,2.143768072128296,6.142495632171631,,6.998520374298096,1.567,6.86,18.69,55.97,10.82458209991455,8.227513313293457,4.781164646148682,5.94,5.7785515785217285,4.01,47.69,29.22,43.44,18.85,29.34,5.33,13.13,12.53000259399414,12.318351745605469,13.98,21.0
2006-06-07,33.22,14.65,14.87,10.42,30.62,4.005,6.9080491065979,7.908625602722168,26.04,11.94,6.895124435424805,2.4432625770568848,2.518916606903076,0.825,4.79512357711792,9.682527542114258,8.069,15.87406063079834,3.46,10.096101760864258,10.974746704101562,64.2779312133789,16.69,2.0679047107696533,5.853556156158447,,6.602953910827637,1.518,6.8,17.89,53.65,10.227361679077148,8.139519691467285,4.66840124130249,5.77,5.514373779296875,3.92,45.84,28.17,42.43,18.4,28.53,5.06,12.56,12.157401084899902,11.720730781555176,13.33,20.31
2006-06-08,34.29,13.77,14.62,10.71,31.27,3.937,6.525228023529053,7.669228553771973,26.26,12.51,6.791028022766113,2.542123317718506,2.4927871227264404,0.828,5.001313209533691,9.98309326171875,8.452,16.26350212097168,3.57,9.59113597869873,10.517234802246094,67.440673828125,17.11,1.974908709526062,5.738379001617432,,7.044162273406982,1.485,6.46,17.89,53.17,10.157238006591797,7.756931304931641,4.584930419921875,5.96,5.59986686706543,3.93,49.09,28.81,42.43,18.22,28.75,5.33,12.53,12.150803565979004,11.79390811920166,13.22,20.2
2006-06-09,33.91,14.44,14.32,10.46,30.5,3.937,6.572240829467773,7.979872703552246,26.99,12.12,6.6373610496521,2.5138776302337646,2.50846529006958,0.828,4.8750410079956055,9.897217750549316,8.29,16.43282699584961,3.55,9.845206260681152,10.684617042541504,67.440673828125,16.88,1.9822508096694944,5.768693447113037,,6.775378704071045,1.51,6.59,17.42,53.31,10.069010734558104,7.707198143005371,4.470093250274658,5.91,5.561395168304443,3.85,48.61,28.91,41.41,17.75,27.84,5.2,12.59,12.233238220214844,11.925630569458008,13.22,19.87
2006-06-12,32.95,13.72,13.8,10.37,29.07,3.725,6.6058220863342285,7.552380561828613,25.53,11.58,6.369687557220459,2.396656990051269,2.4875614643096924,0.773,4.526595592498779,9.300378799438477,7.788,16.50901985168457,3.55,9.686415672302246,10.600930213928224,63.859336853027344,16.4,1.977357268333435,5.516122341156006,,6.217526435852051,1.473,6.22,16.62,52.15,9.627885818481444,7.533120155334473,4.564711093902588,5.69,5.298072814941406,3.69,46.59,28.16,38.73,16.83,26.4,4.95,12.38,11.575413703918455,11.513389587402344,12.73,18.39
2006-06-13,33.55,13.85,13.1,10.03,29.07,3.54,6.332377433776856,7.424134731292725,25.48,11.43,6.468825817108154,2.4008939266204834,2.377815961837769,0.752,4.315609931945801,8.92037582397461,7.584,16.051849365234375,3.56,9.25449562072754,10.042981147766112,62.88261032104492,16.73,1.869678497314453,5.318105220794678,,6.8717360496521,1.399,5.76,16.78,50.38,9.19580364227295,7.269134521484375,4.285783290863037,5.81,5.104001998901367,3.69,46.51,27.22,36.36,16.49,26.26,4.62,12.06,11.540790557861328,11.098712921142578,12.3,18.5
2006-06-14,33.67,13.36,13.05,9.95,29.35,3.629,6.392823219299316,6.996642112731934,25.39,11.47,6.349859714508057,2.4997546672821045,2.2628443241119385,0.744,3.963968276977539,8.74003791809082,7.362,15.831732749938965,3.55,9.082995414733888,10.001139640808104,61.85938262939453,16.47,1.810944676399231,5.319116115570068,,6.744952201843262,1.35,6.58,16.62,49.82,9.444645881652832,6.9821953773498535,4.170687198638916,5.45,5.052706241607666,3.71,45.55,27.27,35.7,16.6,25.65,4.69,12.37,11.244028091430664,11.467041015625,12.53,18.53
2006-06-16,33.85,13.54,13.48,10.37,31.28,3.821,6.246026515960693,7.2973127365112305,26.99,12.24,6.429169654846191,2.460211038589477,2.2262625694274902,0.795,4.283642292022705,9.098569869995115,7.507,16.50901985168457,3.55,9.01947784423828,9.708215713500977,65.85930633544922,16.69,1.90883469581604,5.758588790893555,,6.836236476898193,1.379,6.94,17.1,50.88,10.019242286682127,7.288265228271484,4.009449005126953,5.42,5.330562114715576,3.94,47.41,28.81,36.36,17.44,26.9,4.73,12.75,12.200262069702148,11.901236534118652,13.12,19.26
2006-06-19,33.93,12.85,13.56,10.17,31.28,3.786,6.50028133392334,7.194714069366455,26.88,11.83,6.463867664337158,2.5138776302337646,2.367363929748535,0.802,4.355568885803223,9.01698875427246,7.405,16.29737663269043,3.55,9.368828773498535,10.015084266662598,67.90577697753906,16.01,2.006723165512085,5.738379001617432,,7.023877143859863,1.346,7.01,17.26,49.42,9.777185440063477,7.709110260009766,4.251306533813477,5.37,5.253615379333496,3.93,48.97,28.7,37.05,16.63,25.9,4.8,12.27,11.969449043273926,11.586570739746094,12.83,18.74
