,ACES4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CMET4,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,GOAU4,ITSA4,ITUB4,PRGA4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,USIM5,VALE3,VALE5
2004-07-15,22.22,9.07,9.21,1.449,2.830381393432617,3.2916979789733887,14.83,6.9048051834106445,1.4,4653.54296875,0.46,54.68,7.664439678192139,6.698,14.87,14.011504173278809,22.11,5.82,3.63,5.067727088928223,5.075856685638428,0.969841718673706,2.924755334854126,37.64,4.863144397735596,3.487072467803955,3.184591770172119,4.12,3.607853651046753,97.59,3.36,34.2,24.86,24.84,21.23,31.18,35.95,12.730469703674316,18.94,3.39,6.433165550231934,6.388059139251709,7.52
2004-07-16,23.45,9.07,9.12,1.51,2.8639614582061768,3.348698854446411,14.94,6.988245964050293,1.36,4801.2021484375,0.476,53.1,8.15822696685791,7.03,14.59,13.63052463531494,21.72,5.81,3.64,5.079096794128418,5.123026371002197,0.9752147197723388,2.9702181816101074,36.14,4.931574821472168,3.568103075027466,3.362680435180664,4.09,3.608709096908569,99.09,3.36,34.99,25.16,24.53,21.61,31.47,37.71,12.969815254211426,19.4,3.5,6.462843894958496,6.464087009429932,7.73
2004-07-19,23.88,8.98,9.09,1.503,2.849090099334717,3.298823595046997,14.65,6.941889762878418,1.34,4662.48974609375,0.466,51.61,7.960711002349853,6.928,14.51,13.24954891204834,21.21,5.76,3.56,5.017187118530273,5.134814739227295,0.953722596168518,2.927787065505981,37.52,4.858053684234619,3.5230355262756348,3.354125499725342,4.07,3.5505716800689697,98.61,3.27,34.75,24.22,24.14,21.48,31.11,37.54,12.678729057312012,18.69,3.38,6.273244857788086,6.423432350158691,7.61
2004-07-20,24.07,9.03,8.84,1.49,2.830381393432617,3.3629462718963623,14.81,7.149336338043213,1.36,4720.6591796875,0.483,53.63,8.542522430419922,7.226,14.24,13.495068550109863,21.05,5.79,3.57,5.186492443084717,5.198062896728516,0.953722596168518,2.939910888671875,38.29,4.824121952056885,3.496177911758423,3.3411636352539062,4.06,3.643761396408081,99.79,3.31,34.84,24.78,24.83,21.85,31.18,37.54,12.74341106414795,18.77,3.39,6.456247806549072,6.545395374298096,7.69
2004-07-21,24.07,8.85,8.76,1.442,2.771374464035034,3.278873920440674,14.53,6.953478813171387,1.35,4599.8466796875,0.472,52.24,8.327831268310547,7.09,13.9,13.545865058898926,20.81,5.83,3.56,5.053826808929443,5.156257152557373,0.9483500123023988,2.8590877056121826,38.29,4.812810897827148,3.475691795349121,3.1822588443756104,4.14,3.539458751678467,98.61,3.27,33.87,23.73,24.04,20.89,30.21,36.04,12.74341106414795,17.91,3.25,6.3144612312316895,6.423432350158691,7.61
2004-07-22,25.22,8.57,8.53,1.421,2.6768686771392822,3.250374555587769,13.66,7.011424541473389,1.34,4477.244140625,0.476,53.8,8.372915267944336,7.141,14.4,12.995566368103027,20.32,5.92,3.57,5.077831268310547,5.102654933929443,0.9107385277748108,2.790389060974121,37.75,4.660677433013916,3.41469144821167,3.2605435848236084,4.19,3.505260705947876,102.06,3.27,33.41,23.73,23.86,20.96,30.36,36.95,12.77898406982422,17.89,3.38,6.415030956268311,6.281138896942139,7.45
2004-07-23,25.05,8.56,8.65,1.428,2.726759910583496,3.2560739517211914,13.02,6.715901851654053,1.32,4528.25439453125,0.463,54.24,8.179695129394531,7.064,14.24,13.037898063659668,20.86,5.94,3.54,5.154905796051025,5.2516632080078125,0.921484112739563,2.798572301864624,39.15,4.674251556396484,3.405130624771118,3.237732172012329,4.43,3.5009868144989014,101.06,3.27,33.87,24.71,23.27,20.57,30.75,36.79,12.937472343444824,18.18,3.53,6.495816707611084,6.191699504852295,7.39
2004-07-26,24.7,8.65,8.84,1.408,2.672070980072021,3.268898725509644,13.07,6.6173930168151855,1.3,4518.4111328125,0.465,53.24,7.98647403717041,6.877,13.69,13.071762084960938,20.74,5.97,3.39,5.180173873901367,5.295613765716553,0.9026790857315063,2.737854480743408,39.38,4.637489795684815,3.3687119483947754,3.110193967819214,4.46,3.4539639949798584,102.34,3.27,34.52,23.73,22.74,20.35,30.01,36.61,12.934240341186523,17.58,3.5,6.382058620452881,6.138848304748535,7.39
2004-07-27,24.77,8.51,9.01,1.442,2.7344353199005127,3.298823595046997,13.44,6.698517799377441,1.33,4608.7958984375,0.473,53.99,8.372915267944336,7.218,14.07,12.919368743896484,20.84,5.97,3.42,5.302730083465576,5.359935283660889,0.937603771686554,2.8792943954467773,40.31,4.768132209777832,3.446100950241089,3.2029964923858643,4.48,3.624098062515259,103.11,3.27,34.35,23.92,22.95,20.61,30.33,36.61,13.163878440856934,17.77,3.49,6.627710819244385,6.301468372344971,7.52
2004-07-28,26.0,8.66,9.04,1.449,2.7824084758758545,3.320196390151977,13.52,6.9210286140441895,1.38,4832.5234375,0.475,53.79,8.746476173400879,7.371,14.4,13.55433177947998,21.48,6.04,3.55,5.293887138366699,5.370651245117188,0.937603771686554,2.845045804977417,40.45,4.824121952056885,3.5098345279693604,3.340904474258423,4.54,3.6873629093170166,107.49,3.31,35.0,24.32,23.67,21.33,31.43,35.11,13.293251991271973,17.19,3.46,6.842041492462158,6.504739761352539,7.73
2004-07-29,26.72,8.6,9.02,1.442,2.801117420196533,3.3273234367370605,13.56,6.953478813171387,1.39,4877.26953125,0.486,53.46,8.950434684753418,7.584,14.41,13.672859191894531,21.59,6.04,3.52,5.300203323364258,5.520730018615723,0.94029039144516,2.83888578414917,40.58,4.883504867553711,3.570379734039306,3.3017616271972656,4.47,3.676248550415039,108.3,3.34,35.06,24.1,23.59,21.16,31.75,36.11,13.099193572998049,16.86,3.47,6.924475193023682,6.598245620727539,7.77
2004-07-30,26.54,8.69,9.02,1.428,2.8308606147766118,3.2774477005004883,13.61,7.0925493240356445,1.43,4982.86865234375,0.494,53.37,9.351902961730955,7.83,14.37,13.672859191894531,21.7,6.01,3.56,5.456868171691895,5.611848831176758,0.9268571138381958,2.8488831520080566,40.12,4.846742153167725,3.5553576946258545,3.226326704025269,4.34,3.76088809967041,109.47,3.4,34.84,24.3,23.73,21.1,31.1,35.2,13.002163887023926,16.95,3.45,7.114071369171143,6.66329288482666,7.82
2004-08-02,26.9,8.69,8.98,1.428,2.940718173980713,3.293123245239258,13.64,7.259431838989258,1.44,4990.923828125,0.498,52.92,9.4678373336792,7.847,14.58,13.376542091369627,21.11,6.04,3.6,5.559210777282715,5.713688373565674,0.94029039144516,2.8590877056121826,40.82,4.826950073242188,3.5480730533599854,3.2950210571289062,4.32,3.822443723678589,115.43,3.4,34.59,23.99,23.86,21.02,30.9,34.77,13.134765625,16.63,3.5,7.295428276062012,6.671830177307129,7.84
2004-08-03,26.8,8.58,8.94,1.414,3.036663770675659,3.250374555587769,13.31,7.331284523010254,1.49,4895.16845703125,0.488,51.81,9.429192543029783,7.737,14.27,14.053840637207031,21.92,6.04,3.52,5.717142581939697,5.949524879455566,0.937603771686554,2.8566644191741943,40.97,4.824121952056885,3.537148952484131,3.184332609176636,4.32,3.90708327293396,117.29,3.32,34.91,23.28,24.22,21.3,31.09,34.6,13.11536693572998,16.37,3.36,7.313564777374268,6.614508152008057,7.85
2004-08-04,26.0,8.56,8.9,1.408,3.046257257461548,3.2346980571746826,12.97,7.204962253570557,1.46,4693.8125,0.473,50.06,9.326141357421877,7.515,13.99,13.918380737304688,21.43,6.03,3.43,5.873810768127441,6.110321998596191,0.9456627368927002,2.895052433013916,42.38,4.881242752075195,3.57811975479126,3.1638522148132324,4.29,3.889984607696533,116.06,3.26,34.27,23.46,24.28,21.24,30.85,34.69,12.95364475250244,16.88,3.25,7.072854995727539,6.510025501251221,7.78
2004-08-05,25.22,8.38,8.69,1.339,2.9742987155914307,3.134950399398804,12.68,6.83990478515625,1.4,4385.06787109375,0.439,48.99,8.372915267944336,6.818,13.36,13.799850463867188,21.81,6.04,3.23,5.717142581939697,5.981684684753418,0.8999923467636108,2.778264284133911,40.99,4.863144397735596,3.511655569076538,3.055497169494629,4.21,3.744643211364746,109.89,3.1,34.04,22.4,23.78,20.35,29.4,34.27,12.80809497833252,15.97,3.15,6.776093482971191,6.346187114715576,7.66
2004-08-06,25.91,8.54,8.53,1.353,3.022270917892456,3.220448732376098,12.49,7.173672199249268,1.49,4631.1689453125,0.455,52.42,8.716421127319336,7.064,13.53,13.87604522705078,21.22,6.03,3.3,5.786633968353272,6.153202533721924,0.94029039144516,2.848984956741333,41.54,4.908953666687012,3.5599091053009038,3.110970497131348,4.25,3.8258635997772217,112.75,3.14,33.82,22.29,23.78,20.35,30.24,33.76,12.901895523071287,16.47,3.14,7.039881706237793,6.416114807128906,7.73
2004-08-09,25.31,8.51,8.37,1.332,2.9742987155914307,3.1591756343841557,12.32,7.0925493240356445,1.49,4649.0673828125,0.442,51.36,8.6198091506958,6.996,13.02,13.545865058898926,21.21,6.02,3.2,5.710825443267822,6.013844013214111,0.9295442700386048,2.8589868545532227,41.63,4.948541641235352,3.5553576946258545,3.043831825256348,4.22,3.7018964290618896,111.24,3.24,33.22,21.36,23.1,19.63,29.45,33.93,12.61403465270996,15.71,3.0,6.840390682220459,6.383182525634766,7.67
2004-08-10,25.66,8.79,8.57,1.374,3.07024359703064,3.2346980571746826,12.66,7.318535327911377,1.49,4877.26953125,0.445,52.54,8.716421127319336,7.149,13.09,13.93530559539795,21.66,6.02,3.23,6.039325714111328,6.2228827476501465,0.9564093947410583,2.911823272705078,41.73,4.988131046295166,3.6236417293548575,3.117969512939453,4.23,3.710446834564209,115.37,3.27,33.88,21.77,23.07,19.88,29.51,34.44,12.61403465270996,16.28,3.14,6.964041709899902,6.512871742248535,7.84
2004-08-11,25.31,8.85,8.58,1.367,3.070723295211792,3.154900312423706,12.24,7.243208408355713,1.51,4751.9814453125,0.43,51.27,8.716421127319336,7.133,13.11,13.385011672973633,21.2,6.02,3.06,6.279381275177002,6.47479772567749,0.9349167346954346,2.851005792617798,42.48,4.959851264953613,3.630470752716065,3.062236785888672,4.3,3.713866710662842,114.97,3.31,33.55,21.97,23.13,19.92,29.64,34.02,12.921303749084473,16.07,3.04,6.9574480056762695,6.492544174194336,7.83
2004-08-12,25.49,9.1,8.51,1.38,3.0755202770233154,3.1648757457733154,12.36,7.337079524993896,1.51,4653.54296875,0.433,50.3,8.587606430053711,6.979,13.11,13.376542091369627,21.02,6.03,2.98,6.2541117668151855,6.573423385620117,0.9349167346954346,2.8742425441741943,42.75,4.982474327087402,3.659605264663696,2.997689008712769,4.35,3.712156295776367,116.67,3.31,33.41,21.85,22.97,19.98,29.5,32.85,12.652847290039062,15.55,3.03,7.151994705200195,6.626705169677734,8.01
2004-08-13,25.38,9.1,8.48,1.408,3.1196558475494385,3.1420743465423584,12.03,7.286087989807129,1.46,4529.1484375,0.419,48.88,8.54896354675293,6.971,13.02,13.351146697998049,21.21,6.04,3.01,6.2541117668151855,6.592716693878174,0.9429765939712524,2.879192352294922,41.73,4.94005823135376,3.619088888168335,2.934696912765503,4.31,3.689072132110596,117.35,3.24,33.12,21.77,22.4,19.71,29.25,31.42,12.74341106414795,15.32,3.0,7.188263893127441,6.658822059631348,7.94
2004-08-16,25.49,9.23,8.63,1.401,3.2381479740142822,3.298823595046997,12.62,7.509757995605469,1.51,4693.8125,0.427,49.08,8.587606430053711,7.09,13.02,13.520471572875977,21.16,6.05,3.11,6.306396484375,6.647023677825928,0.9483500123023988,2.8792943954467773,42.38,5.044685363769531,3.6395747661590576,3.084270715713501,4.32,3.778841972351074,120.69,3.31,33.51,21.75,22.4,20.06,29.85,32.01,12.649617195129396,15.59,3.0,7.466891288757324,6.69906759262085,8.13
2004-08-17,26.29,9.11,8.76,1.428,3.2861199378967285,3.432769298553467,13.03,7.8574299812316895,1.53,4743.033203125,0.437,51.61,8.686362266540527,7.192,13.22,13.24954891204834,20.92,6.09,3.22,6.241358757019043,6.603576183319092,0.9590960144996644,2.9671878814697266,44.33,5.061652660369873,3.637298822402954,3.106304883956909,4.38,3.778841972351074,120.71,3.33,33.84,22.46,22.69,20.4,30.2,32.93,12.969815254211426,16.05,3.14,7.435564994812012,6.8299760818481445,8.33
2004-08-18,27.6,9.15,9.02,1.469,3.340808629989624,3.3843202590942383,13.82,8.343016624450684,1.6,4976.60595703125,0.446,52.76,9.01698875427246,7.422,13.58,13.36807918548584,20.92,6.09,3.39,6.439031600952148,6.706760406494141,0.9940205812454224,3.0712478160858154,45.65,5.08992862701416,3.6759934425354,3.237473726272583,4.41,3.901098489761353,124.33,3.36,34.79,24.66,23.33,21.16,30.99,34.11,13.092727661132812,16.68,3.28,7.691112041473389,6.956413745880127,8.48
2004-08-19,27.98,9.29,8.96,1.51,3.40605092048645,3.320196390151977,13.62,8.194674491882324,1.59,5186.013671875,0.444,53.46,9.270320892333984,7.609,14.24,13.190287590026855,20.47,6.09,3.34,6.382916450500488,6.603576183319092,1.0047671794891355,3.139945268630981,46.25,5.129517555236816,3.732898235321045,3.3152413368225098,4.45,3.902808666229248,125.85,3.4,34.84,24.66,23.71,21.02,30.59,34.18,12.937472343444824,16.91,3.24,7.625165462493896,7.08610200881958,8.57
2004-08-20,29.39,9.23,8.94,1.524,3.405092477798462,3.352973937988281,13.82,8.479768753051758,1.6,5100.99853515625,0.452,54.19,9.293937683105469,7.575,14.22,13.283413887023926,20.22,6.08,3.43,6.376542568206787,6.6024932861328125,1.023572564125061,3.1543917655944824,46.3,5.29352617263794,3.8535349369049072,3.38834285736084,4.59,3.9199063777923584,129.77,3.4,34.91,24.47,23.95,21.42,30.8,34.86,13.228570938110352,17.1,3.39,7.691112041473389,6.988528728485107,8.45
2004-08-23,29.73,9.16,8.63,1.503,3.40605092048645,3.3771955966949463,13.53,8.556257247924805,1.61,5002.5576171875,0.455,53.89,9.12862777709961,7.354,13.93,13.037898063659668,20.15,6.14,3.34,6.249009609222412,6.513428211212158,1.0074537992477417,3.091553211212158,46.04,5.231317520141602,3.82030200958252,3.276616334915161,4.75,3.8130388259887695,128.28,3.37,33.58,23.89,23.97,21.24,30.74,34.27,13.487312316894531,16.84,3.36,7.486678123474121,6.756799697875977,8.13
2004-08-24,30.8,8.85,8.63,1.496,3.4156460762023926,3.408547163009644,13.74,8.575957298278809,1.64,5024.92919921875,0.454,54.07,9.09212875366211,7.303,14.44,13.114092826843262,20.39,6.14,3.31,6.198000431060791,6.560135364532471,1.0074537992477417,3.1197400093078613,46.04,5.191728115081787,3.808011293411255,3.340904474258423,4.94,3.761742830276489,129.87,3.37,32.9,24.16,24.48,21.3,30.74,34.44,13.519659042358398,16.54,3.46,7.452054500579834,6.647030830383301,8.09
2004-08-25,31.95,8.94,8.69,1.51,3.468416690826416,3.474095344543457,14.21,8.807740211486816,1.66,5051.77734375,0.458,53.95,8.802298545837402,7.269,14.59,13.274946212768556,20.68,6.16,3.33,6.130407810211182,6.484105110168457,1.0101399421691897,3.1268115043640137,47.21,5.225095272064209,3.8353235721588135,3.2973551750183105,4.94,3.783116817474365,127.34,3.32,32.43,25.16,24.55,21.45,31.02,34.77,13.79457950592041,16.88,3.54,7.4850263595581055,6.786070346832275,8.19
2004-08-26,30.97,8.77,8.63,1.469,3.4588212966918945,3.421372175216675,13.96,8.935219764709473,1.64,4832.5234375,0.447,52.67,8.503877639770508,7.09,14.0,12.893973350524902,20.22,6.15,3.23,6.120204448699951,6.473245620727539,0.9725284576416016,3.0409374237060547,47.32,5.08992862701416,3.761122226715088,3.1910712718963623,5.04,3.697622776031494,124.23,3.32,32.27,24.38,24.42,21.17,30.69,33.93,13.260910987854004,15.91,3.53,7.435564994812012,6.739724636077881,8.13
2004-08-27,30.18,8.75,8.65,1.476,3.5019960403442383,3.44274640083313,13.94,9.433552742004396,1.65,4832.5234375,0.455,51.71,8.469527244567871,7.218,14.0,12.851641654968262,20.07,6.14,3.18,6.043684959411621,6.4406609535217285,0.9617825150489808,3.0510411262512207,48.4,5.129517555236816,3.766130208969116,3.157113075256348,5.16,3.767728090286255,122.41,3.32,32.09,24.44,24.22,21.12,30.32,35.2,13.57787799835205,15.55,3.4,7.567461967468262,6.839734554290772,8.29
2004-08-30,31.04,8.81,8.76,1.469,3.549968957901001,3.533944845199585,14.04,9.763842582702637,1.67,4965.86669921875,0.458,52.48,8.6198091506958,7.362,14.73,12.61458683013916,19.67,6.15,3.32,6.108728885650635,6.4406609535217285,0.9805885553359984,3.0459907054901123,48.4,5.118206977844238,3.732898235321045,3.2698769569396973,5.11,3.84723687171936,128.24,3.35,32.46,24.38,24.55,21.36,31.41,34.95,13.176817893981934,15.51,3.5,7.526245594024658,6.80680513381958,8.32
2004-08-31,29.99,8.84,8.79,1.442,3.5835506916046143,3.455570936203003,14.18,9.827584266662598,1.67,4832.5234375,0.449,51.61,8.630544662475586,7.167,14.51,12.563790321350098,19.41,6.15,3.42,6.178866386413574,6.5709967613220215,0.9644691348075868,3.0005269050598145,48.29,5.112551212310791,3.732898235321045,3.2105135917663574,4.95,3.8771603107452393,123.34,3.29,33.22,24.43,24.32,21.21,30.74,36.19,12.80809497833252,15.97,3.57,7.633407115936279,6.8299760818481445,8.36
2004-09-01,30.09,8.79,8.86,1.428,3.5734763145446777,3.402845859527588,13.94,9.628252029418944,1.64,4725.1337890625,0.444,51.61,8.396531105041504,7.116,14.75,12.766980171203612,20.12,6.16,3.3,6.121481418609619,6.539497375488281,0.9779015183448792,2.9904232025146484,48.07,5.146484375,3.7365403175354,3.0993056297302246,4.95,3.821589231491089,121.02,3.3,33.69,24.26,23.97,20.73,30.25,34.36,12.7757568359375,15.65,3.43,7.569109439849853,6.768993377685547,8.31
2004-09-02,30.27,8.77,9.12,1.442,3.679494857788086,3.481221437454224,13.82,10.018802642822266,1.67,4733.18994140625,0.45,51.89,8.48026180267334,7.235,15.12,12.86010456085205,20.4,6.15,3.26,6.17121696472168,6.560135364532471,0.969841718673706,3.0308351516723637,48.15,5.236972332000732,3.792079210281372,3.079863786697388,5.21,3.93700647354126,124.33,3.33,34.27,24.5,23.95,20.75,30.69,34.6,13.034504890441896,15.4,3.47,7.567461967468262,6.875103950500488,8.38
2004-09-03,29.73,8.65,8.88,1.428,3.9001693725585938,3.434197425842285,13.74,10.372272491455078,1.68,4657.1220703125,0.449,51.45,8.48026180267334,7.141,15.21,12.741582870483398,20.14,6.15,3.18,6.08322286605835,6.505827903747559,0.9564093947410583,2.975269317626953,48.29,5.174759387969971,3.7875258922576895,3.059126615524292,5.44,3.930166006088257,122.82,3.31,33.62,24.3,23.33,20.39,29.8,34.44,12.678729057312012,15.1,3.31,7.468541145324707,6.8299760818481445,8.33
2004-09-06,29.99,8.7,8.86,1.421,3.962533473968506,3.407121181488037,13.59,10.616803169250488,1.71,4640.11767578125,0.452,51.89,8.310654640197754,7.107,15.25,12.893973350524902,20.17,6.16,3.18,6.134232997894287,6.51777458190918,0.9564093947410583,2.9702181816101074,48.63,5.236405372619629,3.790712594985962,3.007021188735962,5.37,3.9412808418273926,124.31,3.31,33.95,24.32,23.57,20.3,29.91,34.95,12.856613159179688,15.25,3.36,7.49327278137207,6.976334095001221,8.54
2004-09-08,29.64,8.58,8.82,1.428,3.85699462890625,3.50544548034668,13.7,10.674749374389648,1.77,4617.7451171875,0.447,52.2,8.211898803710938,7.09,16.05,12.606122970581056,19.95,6.16,3.11,6.05133867263794,6.463470458984375,0.9859609603881836,3.020730495452881,50.87,5.265247821807861,3.8353235721588135,3.043831825256348,5.56,3.824153184890747,123.59,3.27,34.27,24.6,23.97,20.54,30.17,35.11,13.163878440856934,15.59,3.29,7.311913967132568,6.897058010101318,8.52
2004-09-09,28.83,8.48,8.9,1.442,3.717873573303223,3.476944923400879,13.44,10.533363342285156,1.77,4474.5595703125,0.444,51.84,8.15822696685791,6.979,16.37,12.648451805114746,19.75,6.2,3.04,5.847288608551025,6.272315502166748,0.9859609603881836,3.023056030273437,52.15,5.344425678253174,3.8498921394348153,3.0085771083831787,5.47,3.7873919010162354,120.81,3.26,34.75,24.71,22.89,20.01,29.23,35.27,12.95364475250244,15.23,3.29,7.130561351776123,7.023899555206299,8.5
2004-09-10,28.33,8.47,8.82,1.442,3.7418599128723145,3.398573160171509,13.35,10.254061698913574,1.77,4371.64453125,0.428,51.01,7.814722061157227,6.724,15.83,12.529924392700195,19.57,6.19,2.94,5.848563194274902,6.299466133117676,0.9752147197723388,3.020730495452881,53.24,5.29352617263794,3.824399709701538,2.9471402168273926,5.39,3.761742830276489,116.79,3.18,34.39,24.76,22.24,19.95,28.91,35.2,12.892189979553224,15.12,3.15,6.982179641723633,6.9397454261779785,8.38
2004-09-13,28.05,8.64,8.76,1.428,3.785034894943237,3.3771955966949463,13.37,9.87625789642334,1.76,4349.27294921875,0.424,50.93,7.434720993041992,6.418,15.73,12.65692138671875,20.12,6.2,2.88,5.760566711425781,6.299466133117676,0.9725284576416016,3.0480096340179443,52.68,5.32236909866333,3.8239433765411377,2.931068181991577,5.36,3.718996047973633,113.82,3.23,34.34,25.18,21.81,19.52,28.08,34.52,12.905132293701172,15.02,3.28,7.089341640472412,6.989752292633057,8.43
2004-09-14,29.19,8.57,8.84,1.456,3.899689912796021,3.422794818878174,13.58,9.734869956970217,1.77,4438.763671875,0.441,51.36,7.750316143035889,6.724,15.83,12.826244354248049,20.6,6.21,3.01,5.881719589233398,6.402647018432617,0.9886475801467896,3.0965006351470947,52.05,5.4179463386535645,3.8785719871521,3.053163528442383,5.46,3.8036351203918457,117.47,3.33,34.44,25.69,22.35,20.05,29.38,35.11,12.7886962890625,15.64,3.25,7.2921319007873535,7.161718368530273,8.63
